sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:possible_english_name,matchScore,mappingStatus,conceptId,comment
8921A,"VULNUS PEDIS, DIGITI EXCEPTO COMPLICATUM",38,,"Open wound of foot except toe(s) alone, complicated",0.3198902904987335,UNCHECKED,443861,
3093A,KÄYTÖSHÄIRIÖNÄ ILMENEVÄ SOPEUTUMISHÄIRIÖ,86,,Adjustment disorder with disturbance of conduct,0.09466659277677536,UNCHECKED,4318688,
8610A,CONTUSIO SEU LACERATIO CORDIS NON COMPLICATA,6,,"Heart injury, without mention of open wound into thorax",0.41300398111343384,UNCHECKED,4096615,
9670A,MYRKYTYS:BARBITURAATIT,38,,Poisoning by barbiturates,0.2571762502193451,UNCHECKED,4176619,
3159X,MUU MÄÄRITELTY KEHITYKSEN ERITYISVAIKEUS,86,,Unspecified delay in development,0.15758086740970612,UNCHECKED,37110120,
3793A,APHAKIA,86,,Aphakia and other disorders of lens,1.0,APPROVED,381033,
5324A,"DUODENITIS ACUTA EROSIVANS ,KOMPLISOITUMATON",14,,Chronic or unspecified duodenal ulcer with hemorrhage,0.36871084570884705,UNCHECKED,437027,
8651A,LAESIO TRAUMATICA LIENIS COMPLICATA,6,,Injury to spleen with open wound into cavity,0.4811113178730011,UNCHECKED,4177092,
2258X,NEOPLASMA BENIGNUM SYSTEMATIS NERVORUMS LOCO AL DEF,37,,Benign neoplasm of other specified sites of nervous system,0.4915418028831482,UNCHECKED,373432,
5351A,GASTRITIS ATROPHICANS CORPORIS (TYPUS A),14,,Atrophic gastritis,0.452195405960083,UNCHECKED,4183170,
7286A,CONTRACTURA FASCIAE PALMARIS (DUPUYTREN),407,,Contracture of palmar fascia,0.6610490679740906,APPROVED,4166776,
8727A,"VULNUS MEMBRANAE TYMPANI, COMPLICATUM",6,,"Open wound of other specified parts of ear, complicated",0.45708417892456055,UNCHECKED,379187,
2998A,"LAPSUUDEN LAAJA-ALAIN KEHITYSHÄIR,TÄYDEL OIREYHTYMÄ",37,,Other specified pervasive developmental disorders,0.1316072940826416,UNCHECKED,4272088,
6420X,"HYPERTENSIO ARTER ESS IN GRAVIDITATE,",405,,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium",0.5002672076225281,APPROVED,4217486,
5501A,"HERNIA INGUINALIS CUM OBSTRUCTIONE,MEDIALIS",14,,"Inguinal hernia, with obstruction, without mention of gangrene",0.5054453611373901,UNCHECKED,4025663,
3002X,MUU SPESIFINEN PELKO,37,,Phobic disorders,0.32715728878974915,UNCHECKED,4300907,
9164A,MORSUS INSECTORUM NONINFECTIOSUS ALARAAJAN,6,,"Insect bite, nonvenomous, of hip, thigh, leg, and ankle, without mention of infection",0.3341919779777527,UNCHECKED,4155027,
7100A,LUPUS ERYTHEMATOSUS DISSEMINATUS,405,,Systemic lupus erythematosus,0.895076334476471,APPROVED,257628,
9219X,CONTUSIO OCULI ET ADNEXAE OCULI NUD,6,,Unspecified contusion of eye,0.5956457853317261,UNCHECKED,4129410,
4512A,PHLEBITIS/THROMBOPHLEBITIS NUD EXTREM. INFERIORUM,24,,"Phlebitis and thrombophlebitis of lower extremities, unspecified",0.5622525215148926,UNCHECKED,320741,
3154A,MOTORISEN KOORDINATION ERITYISVAIKEUS,37,,Developmental coordination disorder,0.21487894654273987,UNCHECKED,441417,
3459X,EPILEPSIA NUD,403,,"Epilepsy, unspecified",0.5945426225662231,APPROVED,380378,
4710A,POLYPUS CHOANAE,24,,Polyp of nasal cavity,0.6734833717346191,UNCHECKED,4148932,
9310A,CORPUS ALIENUM AURIS,6,,Foreign body in ear,0.3699222207069397,UNCHECKED,436164,
3551A,MERALGIA PARAESTHETICA,37,,Meralgia paresthetica,1.0,APPROVED,195259,
4782A,ABSCESSUS PARAPHARYNGEALIS,24,,"Other diseases of pharynx, not elsewhere classified",0.8475930094718933,APPROVED,257008,
5621B,DIVERTICULITIS COLI SINE HAEMORRHAGIA,403,,Diverticula of colon,0.662587583065033,APPROVED,42536739,
5621B,DIVERTICULITIS COLI SINE HAEMORRHAGIA,403,,Diverticula of colon,0.662587583065033,APPROVED,4260535,
9349X,"CORPUS ALIENUM TRACHEAE, BRONCHI ET PULMONUM NUD",6,,"Foreign body in respiratory tree, unspecified",0.30122441053390503,UNCHECKED,4236624,
4412A,ANEURYSMA AORTAE THORACALIS NON RUPTURATA,37,,Thoracic aneurysm without mention of rupture,0.6603029370307922,UNCHECKED,441875,
5262A,LEUKALUIDEN MUUT KYSTAT JA KYSTAMAISET MUUTOKSET,24,,Other cysts of jaws,0.2044832706451416,UNCHECKED,317510,
7260A,CAPSULITIS ADHESIVA HUMEROSCAPULARIS,403,,Adhesive capsulitis of shoulder,0.5534217357635498,APPROVED,77644,
9370A,CORPUS ALIENUM ANI ET RECTI,6,,Foreign body in anus and rectum,0.32041677832603455,UNCHECKED,436164,
5283A,CELLULITIS ET ABSCESSUS BASEOS ORIS,24,,Cellulitis and abscess of oral soft tissues,0.589751124382019,UNCHECKED,4061719,
8363A,"LUXATIO PATELLAE, NON COMPLICATA",400,,"Dislocation of patella, closed",0.5055369734764099,APPROVED,76545,
5538X,HERNIA ABDOM ALTER LOCO DEF SINE OBSTR ET GANGR,37,,Hernia of other specified sites without mention of obstruction or gangrene,0.42813605070114136,UNCHECKED,4185786,
9403A,COMBUSTIO ET CORR CORNEAE ET CONJ PER CHEM ACIDI,6,,Acid chemical burn of cornea and conjunctival sac,0.35476917028427124,UNCHECKED,4087156,
6534B,"DISPROPORTIO FOETOPELVICA,SYNNYTYKSEN AIKANA",399,,Fetopelvic disproportion,0.45529019832611084,APPROVED,45757117,
5521A,HERNIA PARAUMBILICALIS CUM OBSTRUCTIONE,24,,Umbilical hernia with obstruction,0.7785297632217407,APPROVED,4057543,
5741B,"CHOLECYSTOLITHIASIS CUM CHOLECYSTITIDE CHR,CUM OBST",37,,Calculus of gallbladder with other cholecystitis,0.5546290278434753,UNCHECKED,196456,
9404A,COMBUSTIO ET CORROSIO CORNEAE ET CONJUNCTIVAE ALIA,6,,Other burn of cornea and conjunctival sac,0.4506124258041382,UNCHECKED,44784606,
5602C,VOLVULUS INTESTINI TENUIS,24,,Volvulus,0.6438086032867432,UNCHECKED,197603,
9697A,MYRKYTYS:AMFETAMIINI,6,,Poisoning by psychostimulants,0.34622296690940857,UNCHECKED,4076931,
8244A,"FRACTURA BIMALLEOLARIS, NON COMPLICATA",398,,"Bimalleolar fracture, closed",0.6069437861442566,APPROVED,438879,
5820A,"GLOMERULONEPHRITIS CHRONICA PROLIF,EI NEFR SDR",37,,Chronic glomerulonephritis with lesion of proliferative glomerulonephritis,0.506517231464386,UNCHECKED,45770906,
5761X,CHOLANGITIS ALIA,24,,Cholangitis,0.8360559940338135,APPROVED,195856,
9726X,MYRKYTYS:MUUT VERENPAINELÄÄKKEET,6,,Poisoning by other antihypertensive agents,0.15578989684581757,UNCHECKED,4021648,
7183F,"LUXATIO HABITUALIS, POLVI",396,,Recurrent dislocation of joint,0.5543262362480164,APPROVED,77637,
5911A,HYDROURETERONEPHROSIS,24,,Hydronephrosis,1.0,APPROVED,4220484,
5820B,"GLOMERULONEPHRITIS CHRONICA PROLIF,NEFR SDR",37,,Chronic glomerulonephritis with lesion of proliferative glomerulonephritis,0.5211698412895203,UNCHECKED,45770906,
6109X,DYSPLASIA MAMMAE BENIGNA NUD,24,,"Benign mammary dysplasia, unspecified",0.641411304473877,UNCHECKED,78200,
9984A,VAHINGOSSA TOIMENPITEEN AIK JÄÄNYT VIERASES,6,,Foreign body accidentally left during a procedure,0.1509457230567932,UNCHECKED,4269835,
8246A,"FRACTURA TRIMALLEOLARIS, NON COMPLICATA",396,,"Trimalleolar fracture, closed",0.5984562635421753,APPROVED,441155,
5965B,INCONTINENTIA URINAE NEUROGENICA,37,,Other functional disorders of bladder,0.6731696128845215,UNCHECKED,443424,
V702A,MIELENTILATUTKIMUS,12,,"General psychiatric examination, other and unspecified",0.2278548926115036,UNCHECKED,36713653,
6172A,ENDOMETRIOSIS TUBAE UTERINAE,24,,Endometriosis of fallopian tube,0.5934266448020935,UNCHECKED,200461,
3454A,EPILEPSIA GENERALISATA SECUNDARIA,394,,Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures,0.5560926198959351,APPROVED,4216711,
0085X,ENTERITIS BACTERIA ALIA SEU NUD,11,,"Bacterial enteritis, unspecified",0.42562761902809143,UNCHECKED,193402,
6478X,INFECTIO IN GRAVIDITATE ALIA DEFINITA,37,,"Other specified infectious and parasitic diseases complicating pregnancy, childbirth, or the puerperium",0.3897310793399811,UNCHECKED,433968,
6175A,ENDOMETRIOSIS INTESTINI,24,,Endometriosis of intestine,0.8588084578514099,APPROVED,194421,
8441A,DISTORSIO/DISTEN/RUPT.LIGAM.COLLATE. MEDIALIS GENUS,393,,Sprain of medial collateral ligament of knee,0.2642146348953247,APPROVED,4035419,
7151K,"OSTEOARTHROSIS PRIMARIA, MUU NIVEL",37,,"Osteoarthrosis, localized, primary",0.5304399728775024,UNCHECKED,80180,
0112A,"TUBERCULOSIS PULMONUM CAVERNOSA, BAKTERIOL.VARMA",11,,Tuberculosis of lung with cavitation,0.40281060338020325,UNCHECKED,253954,
6238X,MORBUS NONINFECTIOSUS VAGINAE ALIA DEFINITA,24,,Other specified noninflammatory disorders of vagina,0.46343299746513367,UNCHECKED,4127406,
7328A,JALKATERÄN YLIMÄÄRÄISTEN LUIDEN AIHEUTTAMAT OIREET,37,,Other specified forms of osteochondropathy,0.17695145308971405,UNCHECKED,4294679,
8232C,"FRACTURA DIAPHYSEOS TIBAE ET FIBULAE,NON COMPLICATA",392,,"Fracture of shaft of tibia and fibula, closed",0.3142337203025818,APPROVED,435951,
6481A,HYPERTHYREOSIS IN GRAVIDITATE,24,,"Thyroid dysfunction complicating pregnancy, childbirth, or the puerperium",0.47380954027175903,UNCHECKED,4142479,
0340G,"TONSILLITIS STREPTOCOCCICA,STREPTOC BETAHAEMOLYT-G",11,,Streptococcal sore throat,0.4277717173099518,UNCHECKED,4212727,
7686A,VASTASYNTYNEEN LIEVÄ TAI KESKIVAIKEA ASFYKSIA,37,,Mild or moderate birth asphyxia,0.1550603210926056,UNCHECKED,4300882,
0410A,INFECTIO STREPTOCOCCUS,11,,Streptococcus infection in conditions classified elsewhere and of unspecified site,0.8232572078704834,APPROVED,437779,
7824A,ICTERUS,37,,"Jaundice, unspecified, not of newborn",1.0,APPROVED,137977,
2951E,"HEBEFREENISTYYPPINEN SKITSOFRENIA,KROONINEN AKUUTTI",389,,Disorganized type schizophrenia,0.15119247138500214,APPROVED,436385,
6549B,"ANOMAL ORG PELVICIS AL DEF SEU NUD,SYNNYTYKSEN AIK",24,,"Other and unspecified abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, and the puerperium",0.18541109561920166,UNCHECKED,4165545,
2140A,LIPOMA,388,,Lipoma of skin and subcutaneous tissue of face,1.0,APPROVED,440358,
0411A,INFECTIO STAPHYLOCOCCUS,11,,Staphylococcus infection in conditions classified elsewhere and of unspecified site,0.7951363325119019,APPROVED,435459,
6584A,"AMNIONITIS, RASKAUDEN AIKANA",24,,Infection of amniotic cavity,0.4608539938926697,UNCHECKED,436180,
8150A,"FRACTURA BASEOS METACARPI I, NON COMPLICATA",37,,Closed fracture of metacarpal bones,0.3758058249950409,UNCHECKED,4009450,
4939A,ASTHMA ALIA DEFINITA SINE EXACERBATIONE,386,,"Asthma, unspecified",0.6905869245529175,APPROVED,317009,
0913A,SYPHILIS SECUNDARIA CUTANEA SIVE MUCOSA,11,,Secondary syphilis of skin or mucous membranes,0.4945245385169983,UNCHECKED,438968,
6619X,SYNNYTYKSEN HÄIRIÖ MUU/ NUD,24,,Unspecified abnormality of labor,0.139709934592247,UNCHECKED,4083417,
1252A,FILARIASIS LOIA,11,,Loiasis,0.7694521546363831,APPROVED,440952,
7802X,SYNCOPE ET COLLAPSUS NUD,386,,Syncope and collapse,0.6276618242263794,APPROVED,4206148,
8231A,"FRACTURA TIBIAE SEU FIBULAE SUPERIORIS, COMPLICATA",37,,"Fracture of upper end of tibia and fibula, open",0.4405178427696228,UNCHECKED,4213109,
6658B,TRAUMA OBSTETRICUM ALIA DEFINITA,24,,Other specified obstetrical trauma,0.5959566235542297,UNCHECKED,439093,
4148X,"MORBUS CORDIS ISCHAEMICUS ALIA,MÄÄRITTELEMÄT",378,,Other specified forms of chronic ischemic heart disease,0.36029043793678284,APPROVED,4185932,
1726B,"MELANOMA MAL CUTIS EXTR SUPER,SUPERFICIAL SPREAD",11,,"Malignant melanoma of skin of upper limb, including shoulder",0.5516383051872253,UNCHECKED,4110725,
6805A,CARBUNCULUS REGIONIS GLUTEALIS,24,,Carbuncle and furuncle of buttock,0.6902008056640625,UNCHECKED,442584,
8243A,"FRACTURA MALLEOLI LATERALIS, COMPLICATA",37,,"Fracture of lateral malleolus, open",0.5238417983055115,UNCHECKED,4085552,
6851A,CYSTA DERMOIDES SINE INFECTIONE ACUTA,377,,Pilonidal cyst without mention of abscess,0.5307754278182983,APPROVED,132397,
7138X,ARTHROPATHIA REACTIVA ALIA,24,,Arthropathy associated with other conditions classifiable elsewhere,0.5352703928947449,UNCHECKED,73553,
7274A,GANGLION CARPI,377,,"Ganglion and cyst of synovium, tendon, and bursa",0.593258798122406,APPROVED,4003132,
8442B,DISTORSIO/DISTEN/RUPT.LIG.CRUCIATI POSTERIORIS GENU,37,,Sprain of cruciate ligament of knee,0.3073914051055908,UNCHECKED,4035418,
1727B,"MELANOMA MAL CUTIS EXTR INFER,SUPERFICIAL SPREAD",11,,"Malignant melanoma of skin of lower limb, including hip",0.5336062908172607,UNCHECKED,4110725,
7278X,"MB SYNOVIAE, TENDINIS ET BURSAE ALIA DEFINITA",24,,"Other disorders of synovium, tendon, and bursa",0.35420894622802734,UNCHECKED,4195698,
1732A,"KORVAN IHON SYÖPÄ,CA BASOCELLULARE",11,,Other and unspecified malignant neoplasm of skin of ear and external auditory canal,0.22234275937080383,UNCHECKED,35622356,
7228C,SYNDROMA LUMBOSACRALE POSTLAMINECTOMIAM,376,,Postlaminectomy syndrome,0.48301640152931213,APPROVED,442425,
8510X,"CONTUSIO CEREBRI NON COMP,TAJUTTOM.KESTO,EI TIETOA",37,,Cortex (cerebral) contusion without mention of open intracranial wound,0.26577338576316833,UNCHECKED,4019347,
7490B,PALATOSCHISIS INCOMPLETA,24,,Cleft palate,0.7333003282546997,UNCHECKED,135923,
1830A,NEOPLASMA MALIGNUM OVARII,374,,Malignant neoplasm of ovary,0.5257325172424316,APPROVED,4181351,
1880A,NEOPLASMA MALIGNUM TRIGONI VESICAE URINARIAE,11,,Malignant neoplasm of trigone of urinary bladder,0.46685299277305603,UNCHECKED,4095755,
7598X,ANOMALIAE CONGENITAE ALIAE DEFINITAE,24,,Other specified anomalies,0.4822569787502289,UNCHECKED,4079975,
8810A,"VULNUS CUBITI, ANTEBRACHII ET CARPI NON COMPLICATUM",37,,"Open wound of elbow, forearm, and wrist, without mention of complication",0.22689706087112427,UNCHECKED,4309330,
5243A,POSITIO DENTIUM ABNORMIS,374,,Anomalies of tooth position of fully erupted teeth,0.5128192901611328,APPROVED,433243,
2113B,ADENOMA TUBULOVILLOSUM COLI,11,,Benign neoplasm of colon,0.6468045711517334,UNCHECKED,40489919,
7685A,VASTASYNTYNEEN VAIKEA ASFYKSIA,24,,Severe birth asphyxia,0.20695291459560394,UNCHECKED,4300882,
6961A,PSORIASIS VULGARIS,368,,Other psoriasis,1.0,APPROVED,4307925,
7892A,SPLENOMEGALIA,24,,Splenomegaly,0.8730233907699585,APPROVED,200527,
9556A,LAESIO TRAUMATICA NERVI DIGITALIS,37,,"Injury to digital nerve, upper limb",0.4587121903896332,UNCHECKED,40485984,
2220A,NEOPLASMA BENIGNUM TESTIS,11,,Benign neoplasm of testis,0.628921627998352,UNCHECKED,436366,
1888X,NEOPLASMA MALIGNUM VESICAE URINARIAE LOCO ALIUD,367,,Malignant neoplasm of other specified sites of bladder,0.36072495579719543,APPROVED,197508,
0084C,ENTERITIS YERSINIA ENTEROCOLITICA,36,,Intestinal infection due to other specified bacteria,0.8090917468070984,APPROVED,46273592,
8121A,FRACTURA HUMERI PARTIS SUPERIORIS COMPLICATA,24,,"Fracture of upper end of humerus, open",0.3898608684539795,UNCHECKED,376973,
2271A,NEOPLASMA BENIGNUM GLANDULAE PARATHYREOIDEAE,11,,Benign neoplasm of parathyroid gland,0.5283347368240356,UNCHECKED,134304,
2170A,NEOPLASMA BENIGNUM MAMMAE,367,,Benign neoplasm of breast,0.467948317527771,APPROVED,72576,
3870A,OTOSCLEROSIS,362,,"Otosclerosis involving oval window, nonobliterative",1.0,APPROVED,439035,
2123A,NEOPLASMA BENIGNUM BRONCHI ET PULMONUM,36,,Benign neoplasm of bronchus and lung,0.4785049855709076,UNCHECKED,4241635,
3200A,MENINGITIS E HAEMOPHILUS INFLUENZAE,11,,Hemophilus meningitis,0.896574854850769,APPROVED,4240481,
8211A,"FRACTURA DIAPHYSEOS FEMORIS, COMPLICATA",24,,"Fracture of shaft or unspecified part of femur, open",0.37053969502449036,UNCHECKED,45768479,
2153C,"ALARAAJAN BENIGNI PEHMYTKUDOSKASVAIN,HERMOPERÄINEN",36,,"Other benign neoplasm of connective and other soft tissue of lower limb, including hip",0.15113821625709534,UNCHECKED,44499835,
7188E,"MB ARTICULI, LIGAM ET CARTILAG AL DEF,LONKKANIVEL",362,,"Other joint derangement, not elsewhere classified",0.25045356154441833,APPROVED,761018,
3438X,PARESIS CEREBRALIS INFANTILIS ALIA DEFINITA,11,,Other specified infantile cerebral palsy,0.5121267437934875,UNCHECKED,4134120,
2330A,CARCINOMA IN SITU MAMMAE,36,,Carcinoma in situ of breast,0.5874311327934265,UNCHECKED,4093961,
8213A,"FRACT CONDYLI FEMORIS LATERALIS/MEDIALIS,COMPLICATA",24,,"Fracture of lower end of femur, open",0.38117414712905884,UNCHECKED,45766816,
2452A,THYREOIDITIS AUTOIMMUNISATORIA,36,,Chronic lymphocytic thyroiditis,0.6267864108085632,UNCHECKED,4281109,
2503B,"SOKERITAUDIN AIHEUTTAMA MUNUAISSAIRAUS,TYYPPI I",361,,Diabetes with other coma,0.13679619133472443,APPROVED,45773688,
3628X,MORBUS RETINAE ALIA DEFINITA,11,,Other retinal disorders,0.4799511432647705,UNCHECKED,321588,
8248X,"FRACTURA MALLEOLARIS NUD, NON COMPLICATA",24,,"Unspecified fracture of ankle, closed",0.42919111251831055,UNCHECKED,4047789,
3018E,PASSIIVIS-VIHAMIELINEN PERSOONALLISUUS,36,,Other personality disorders,0.22745205461978912,UNCHECKED,80838,
3630A,CHORIORETINITIS FOCALIS,11,,Focal chorioretinitis and focal retinochoroiditis,0.855498731136322,APPROVED,437850,
3451A,EPILEPSIA GENERALISATA CONVULSIVA,359,,Generalized convulsive epilepsy,0.7376999258995056,APPROVED,374924,
3773B,NEURITIS RETROBULBARIS,36,,Optic neuritis,0.8670994639396667,APPROVED,379818,
3632A,CHORIORETINITIS ALIA DEFINITA,11,,Other and unspecified forms of chorioretinitis and retinochoroiditis,0.7161948084831238,UNCHECKED,434033,
8792A,VULNERA ABDOMINALIS ANTERIORIS NON COMPLICATA,24,,"Open wound of abdominal wall, anterior, without mention of complication",0.45908820629119873,UNCHECKED,194788,
4787A,ALII MORBI LARYNGIS,36,,"Other diseases of larynx, not elsewhere classified",0.4343094527721405,UNCHECKED,4204967,
4029A,DECOMPENSATIO CORDIS NON INDICATA (WHO  II),359,,Unspecified hypertensive heart disease,0.4108527600765228,APPROVED,4111554,
3642X,IRIDOCYCLITIS ALIA,11,,Certain types of iridocyclitis,0.9013182520866394,APPROVED,434926,
5710A,ALKOHOLIRASVAMAKSA,36,,Alcoholic fatty liver,0.20709781348705292,UNCHECKED,4114717,
3651C,MATALAPAINEGLAUKOOMA,11,,Open-angle glaucoma,0.3053480088710785,UNCHECKED,43021225,
8861A,AMPUTATIO TRAUMATICA DIGITI ALTERIUS COMPLICATA,24,,"Traumatic amputation of other finger(s) (complete) (partial), complicated",0.5323106050491333,UNCHECKED,4054066,
3090A,MASENTUNEISUUTENA ILMENEVÄ SOPEUTUMISHÄIRIÖ,356,,Adjustment disorder with depressed mood,0.13744087517261505,APPROVED,442306,
3660A,CATARACTA INFANTILIS,11,,"Infantile, juvenile, and presenile cataract",0.7732463479042053,APPROVED,4220818,
5743A,"CHOLEDOCHOLITHIASIS CUM CHOLECYSTITIDE AC,SINE OBST",36,,Calculus of bile duct with acute cholecystitis,0.5700926184654236,UNCHECKED,4230969,
9692A,MYRKYTYS:BUTYROFENONIT,24,,Poisoning by butyrophenone-based tranquilizers,0.29190757870674133,UNCHECKED,443912,
3672A,ASTIGMATISMUS,11,,Astigmatism,0.8220982551574707,APPROVED,378424,
6050B,PARAPHIMOSIS,36,,Redundant prepuce and phimosis,1.0,APPROVED,4028998,
6581A,"RUPTURA MEMBRANAE FOETUS ANTE TEMPUS,",356,,Premature rupture of membranes,0.5141476392745972,APPROVED,194702,
6262B,POLYMENORRHOEA,36,,Excessive or frequent menstruation,1.0,APPROVED,4202828,
3673A,ANISOMETROPIA ET ANISEIKONIA,11,,Anisometropia and aniseikonia,0.8923743963241577,APPROVED,4109104,
0086C,ENTERITIS VIROSA ALIA DEFINITA SEU NUD,23,,Enteritis due to specified virus,0.29610365629196167,UNCHECKED,4221545,
2988A,LYHYTKESTOINEN PSYKOOSIREAKTIO,355,,Other and unspecified reactive psychosis,0.2512361705303192,APPROVED,4182683,
6595B,"VANHA ENSISYNNYTTÄJÄ, SYNNYTYKSEN AIKANA",36,,Elderly primigravida,0.1544957309961319,UNCHECKED,4148388,
3714A,DEGENERATIO CORNEAE,11,,Corneal degenerations,0.7785210013389587,APPROVED,372635,
0703A,HEPATITIS B SINE COMATE HEPATICO,23,,Viral hepatitis B without mention of hepatic coma,0.6295338869094849,UNCHECKED,4314443,
3012C,PSYKOOSIPIIRTEINEN PERSOONALLISUUS,355,,Schizoid personality disorder,0.19340817630290985,APPROVED,434010,
3715A,EROSIO CORNEAE RECURRENS,11,,Hereditary corneal dystrophies,0.7105305194854736,UNCHECKED,374946,
6645B,HAEMATOMA VULVAE/PERINEALE  IN PARTU,36,,Vulvar and perineal hematoma during delivery,0.4779677987098694,UNCHECKED,4300384,
6960A,PSORIASIS ARTHROPATHICA,354,,Psoriatic arthropathy,0.8043097853660583,APPROVED,81931,
2134A,NEOPLASMA BENIGNUM SCAPULAE ET OSS LONG EXTR SUP,23,,Benign neoplasm of scapula and long bones of upper limb,0.5165033936500549,UNCHECKED,4240156,
4372A,ENCEPHALOPATHIA HYPERTENSIVA,11,,Hypertensive encephalopathy,0.7860217094421387,APPROVED,312938,
6924B,DERMATITIS ARTEFACTA E METALLIS ALLERGICA,36,,Contact dermatitis and other eczema due to other chemical products,0.716234564781189,UNCHECKED,133285,
7225A,DEGENERATIO DISCI INTERVERTEBRALIS THORAC SEU LUMB,352,,Degeneration of thoracic or lumbar intervertebral disc,0.6052623987197876,APPROVED,434449,
2362A,NEOPLASMA DEFINITUM ALIUD OVARII,23,,Neoplasm of uncertain behavior of ovary,0.3931463658809662,UNCHECKED,42513694,
7227B,RINTANIKAMAN VÄLILEVYTYRÄ JUURIOIREINEEN,36,,Intervertebral disc disorder with myelopathy,0.11898960173130035,UNCHECKED,37396247,
4419X,ANEURYSMA/DISSECATIO AORTAE ALIA DEF.NONRUPTURATA,11,,Aortic aneurysm of unspecified site without mention of rupture,0.4320741295814514,UNCHECKED,312343,
3400A,SCLEROSIS MULTIPLEX (DISSEMINATA),350,,Multiple sclerosis,0.6033967137336731,APPROVED,374919,
2394A,NEOPLASMA NON DEF VESICAE URINARIAE,23,,Neoplasm of unspecified nature of bladder,0.3896733820438385,UNCHECKED,4112878,
4748X,MORBI CHRONICI TONSILLAE ALIA DEFINITA,11,,Other chronic disease of tonsils and adenoids,0.4223569631576538,UNCHECKED,23220,
7538X,MALEFORMATIO ORGANORUM URINARIORUM ALIA DEFINITA,36,,Other specified anomalies of bladder and urethra,0.34533390402793884,UNCHECKED,4011499,
