code,name_fi,name_en,name_se,valid_start_date,valid_end_date,name_en_source
G70.0#,Myasthenia gravis,Myasthenia gravis,Myasthenia gravis,1900-01-01,2020-12-31,THL
G70.1,Toksiset myoneuraaliset sairaudet,Toxic myoneural disorders,Toxiska neuromuskulära transmissionsrubbningar,1900-01-01,2020-12-31,THL
G70.20,Synnynnäinen familiaalinen myastenia,Congenital and developmental myasthenia,Medfödd familiär myasteni,1900-01-01,2020-12-31,THL
G70.21,Lantion ja raajojen myastenia,Limb girdle myasthenia,Limb girdle myasteni,1900-01-01,2020-12-31,THL
G70.28,Muu synnynnäinen tai kehityksellinen myastenia,Other congenital and developmental myasthenia,Annan medfödd och utvecklingsrelaterad myasteni,1900-01-01,2020-12-31,THL
G70.8,Muu hermo-lihasliitosten sairaus,Other specified myoneural disorders,Annan specificerad neuromuskulär transmissionsrubbning,1900-01-01,2020-12-31,THL
G70.9,Määrittämätön hermo-lihasliitosten sairaus,"Myoneural disorder, unspecified","Neuromuskulär transmissionsrubbning, ospecificerad",1900-01-01,2020-12-31,THL
G71,Primaariset lihassairaudet,Primary disorders of muscles,Primära muskelsjukdomar,1900-01-01,2020-12-31,THL
G71.0,Muu lihasdystrofia,Other muscular dystrophy,Andra muskeldystrofier,1900-01-01,2020-12-31,THL
G71.00,Hyvänlaatuinen lihasdystrofia (Becker),Muscular dystrophy benign [Becker],Muskeldystrofi benign [Becker],1900-01-01,2020-12-31,THL
G71.01,"Hyvänlaatuinen skapuloperoneaalinen lihasdystrofia, jolle ovat ominaisia varhain ilmenevät kontraktuurat (Emery-Dreifuss)",Muscular dystrophy benign scapuloperoneal with early contractures [Emery-Dreifuss],Muskeldystrofi benign skapuloperoneal med tidiga kontrakturer [Emery-Dreifuss],1900-01-01,2020-12-31,THL
G71.02,Kasvo-hartiaseudun lihasdystrofia (Landouzy-Déjerine),Muscular dystrophy facioscapulohumeral,Muskeldystrofi facioskapulohumeral (Landouzy-Déjerine),1900-01-01,2020-12-31,THL
G71.03,"Autosomissa peittyvästi periytyvä , Duchennen tai Beckerin dystrofiaa muistuttava lapsuuden lihasdystrofia","Muscular dystrophy autosomal recessive, childhood type, resembling Duchenne or Becker","Muskeldystrofi autosomalt recessiv, hos barn, liknande Duchenne eller Becker",1900-01-01,2020-12-31,THL
G71.04,Okulofaryngeaalinen lihasdystrofia,Muscular dystrophy oculopharyngeal,Muskeldystrofi okulofaryngeal,1900-01-01,2020-12-31,THL
G71.05,Skapuloperoneaalinen lihasdystrofia,Muscular dystrophy scapuloperoneal,Muskeldystrofi skapuloperoneal,1900-01-01,2020-12-31,THL
G71.06,Vaikea lihasdystrofia (Duchenne),Muscular dystrophy severe [Duchenne],Muskeldystrofi svår [Duchenne],1900-01-01,2020-12-31,THL
G71.08,Muu lihasdystrofia,Other muscular dystrophy,Annan muskeldystrofi,1900-01-01,2020-12-31,THL
G71.1,Muu lihasjänteyssairaus,Myotonic disorders,Myoton sjukdom,1900-01-01,2020-12-31,THL
G71.10#,Lääkeaineen laukaisema myotonia,Myotonia drug-induced,Myotoni läkemedelsutlöst,1900-01-01,2020-12-31,THL
G71.11,Myotoninen dystrofia (Steinert),Dystrophia myotonica [Steinert],Dystrophia myotonica [Steinert],1900-01-01,2020-12-31,THL
G71.12,Synnynnäinen myotonia,Myotonia congenita,Myotonia congenita,1900-01-01,2020-12-31,THL
G71.13,Neuromyotonia (Isaacs),Neuromyotonia [Isaacs],Neuromyotoni [Isaacs],1900-01-01,2020-12-31,THL
G71.14,Synnynnäinen paramyotonia,Paramyotonia congenita,Paramyotonia congenita,1900-01-01,2020-12-31,THL
G71.15,Pseudomyotonia,Pseudomyotonia,Pseudomyotoni,1900-01-01,2020-12-31,THL
G71.18,Muu lihasjänteyssairaus,Other musculoskeletal disorders,Annan myotona sjukdom,1900-01-01,2020-12-31,Google
H28.2*G71.11,Myotoniseen dystrofiaan liittyvä kaihi,Myotonic cataract,Myotonisk katarakt,1900-01-01,2020-12-31,THL
G71.11+H28.2,Myotoniseen dystrofiaan liittyvä kaihi,Myotonic cataract,Myotonisk katarakt,1900-01-01,2020-12-31,THL
G71.2,Muu synnynnäinen lihassairaus,Congenital myopathies,Andra medfödda myopatier,1900-01-01,2020-12-31,THL
G71.21,Synnynnäinen lihassairaus - lihassyiden tyyppien välinen epäsuhta,Fibre type disproportion,Medfödd myopati - fibre-type disproportion,1900-01-01,2020-12-31,THL
G71.22,Synnynnäinen lihassairaus - monitumaiset (pienitumaiset) lihassolut,Disease multicore (minicore),Medfödd myopati - minicore disease,1900-01-01,2020-12-31,THL
G71.23,Synnynnäinen myotubulaarinen [sentronukleaarinen] lihassairaus,Disease central core,Medfödd myopati - central core disease,1900-01-01,2020-12-31,THL
G71.24,Synnynnäinen nemaliini-lihassairaus,Nemaline myopathy,Medfödd nemalin myopati,1900-01-01,2020-12-31,THL
G71.25,Tarkemmin määrittämätön synnynnäinen lihasdystrofia,Congenital muscular dystrophy NOS,Medfödd muskeldystrofi UNS,1900-01-01,2020-12-31,THL
G71.28,Muu synnynnäinen lihassairaus,Other congenital muscle disease,Annan medfödd myopati,1900-01-01,2020-12-31,Google
G71.3,Muualla luokittamaton mitokondriaalinen lihassairaus,"Mitochondrial myopathy, not elsewhere classified",Mitokondriell myopati som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
G71.8,Muu primaarinen lihassairaus,Other primary disorders of muscles,Annan specificerad primär muskelsjukdom,1900-01-01,2020-12-31,THL
G71.9,Määrittämätön primaarinen lihassairaus,"Primary disorder of muscle, unspecified","Primär muskelsjukdom, ospecificerad",1900-01-01,2020-12-31,THL
G72,Muut lihassairaudet,Other myopathies,Andra myopatier,1900-01-01,2020-12-31,THL
G72.0#,Lääkeaineen laukaisema lihassairaus,Drug-induced myopathy,Läkemedelsutlöst myopati,1900-01-01,2020-12-31,THL
G72.1,Alkoholin käyttöön liittyvä lihassairaus,Alcoholic myopathy,Alkoholutlöst myopati,1900-01-01,2020-12-31,THL
G72.2,Muun myrkyllisen aineen aiheuttama lihassairaus,Myopathy due to other toxic agents,Myopati orsakad av annat toxiskt ämne,1900-01-01,2020-12-31,THL
G72.3,Periodinen halvaus,Periodic paralysis,Periodisk paralys,1900-01-01,2020-12-31,THL
G72.4,Muualla luokittamaton tulehduksellinen lihassairaus,"Inflammatory myopathy, not elsewhere classified",Inflammatorisk myopati som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
G72.8,Muu lihassairaus,Other specified myopathies,Annan specificerad myopati,1900-01-01,2020-12-31,THL
G72.9,Määrittämätön lihassairaus,"Myopathy, unspecified","Myopati, ospecificerad",1900-01-01,2020-12-31,THL
G73*,Muualla luokitettuihin sairauksiin liittyvät hermo-lihasliitosten ja lihasten sairaudet,Disorders of myoneural junction and muscle in diseases classified elsewhere,Neuromuskulära transmissionsrubbningar (rubbningar i överföringen av impulser mellan nerver och muskler) och muskelförändringar vid sjukdomar som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G73.0*,Umpierityssairauteen liittyvä myasteeninen oireyhtymä,Myasthenic syndromes in endocrine diseases,Myastent syndrom vid endokrin sjukdom,1900-01-01,2020-12-31,THL
G73.0*E05.9,Tyreotoksikoottiset myasteeniset oireyhtymät,Myasthenic syndromes in thyrotoxicosis [hyperthyroidism],Myastena syndrom vid tyreotoxikos,1900-01-01,2020-12-31,THL
G73.0*E10.4,Diabeteksen amyotrofia nuoruustyypin diabetes,Insulin-dependent diabetes mellitus - Diabetic amyotrophy,Diabetes med amyotrofi insulinberoende diabetes,1900-01-01,2020-12-31,THL
G73.0*E11.4,Diabeteksen amyotrofia aikuistyypin diabetes,Non-insulin-dependent diabetes mellitus - Diabetic amyotrophy,Diabetes med amyotrofi ej insulinberoende diabetes,1900-01-01,2020-12-31,THL
G73.1*,Eaton-Lambertin oireyhtymä,Eaton-Lambert syndrome,Eaton-Lamberts syndrom,1998-07-07,2020-12-31,THL
G73.1*C80.99,Eaton-Lambertin oireyhtymä,Eaton-Lambert syndrome,Eaton-Lamberts syndrom,1900-01-01,2020-12-31,THL
G73.2*,Muu kasvainsairauteen liittyvä myasteeninen oireyhtymä,Other myasthenic syndromes in neoplastic disease (C00-D48+),Annat myastent syndrom vid tumörsjukdom,1900-01-01,2020-12-31,THL
G73.3*,Myasteeninen oireyhtymä muualla luokitetun sairauden yhteydessä,Myasthenic syndromes in other diseases classified elsewhere,Myastent syndrom vid annan sjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G73.4*,Lihassairaus muualla luokitetun tartunta- ja loistaudin yhteydessä,Myopathy in infectious and parasitic diseases classified elsewhere,Myopati vid infektions- eller parasitsjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G73.5*,Umpierityssairauteen liittyvä lihassairaus,Myopathy in endocrine diseases,Myopati vid endokrin sjukdom,1900-01-01,2020-12-31,THL
G73.5*E05.9,Tyreotoksikoottinen lihassairaus,Thyrotoxic myopathy,Tyreotoxisk myopati,1900-01-01,2020-12-31,THL
G73.5*E20.9,Lisäkilpirauhasten vajaatoimintaan liittyvä lihassairaus,Myopathy in hypoparathyroidism,Myopati vid hypoparatyreoidism,1900-01-01,2020-12-31,THL
G73.6*,Aineenvaihduntasairauteen liittyvä lihassairaus,Myopathy in metabolic diseases,Myopati vid metaboliska sjukdomar,1900-01-01,2020-12-31,THL
G73.6*E74.0,Glykogeenin kertymäsairauteen liittyvä lihassairaus,Myopathy in glycogen storage disease,Myopati vid glykogenupplagringssjukdom,1900-01-01,2020-12-31,THL
G73.6*E75.6,Rasvankertymätauteihin liittyvä lihassairaus,Myopathy in lipid storage disorders,Myopati vid fettupplagringssjukdom,1900-01-01,2020-12-31,THL
G73.7*,Lihassairaus muualla luokitetun muun sairauden yhteydessä,Myopathy in other diseases classified elsewhere,Myopati vid annan sjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G73.7*M05.3,Reumatoidi lihassairaus,Rheumatoid myopathy,Reumatoid myopati,1900-01-01,2020-12-31,THL
G73.7*M32.1,LED-tautiin liittyvä lihassairaus,Myopathy in systemic lupus erythematosus,Myopati vid systemisk lupus erythematosus,1900-01-01,2020-12-31,THL
G73.7*M34.8,Sklerodermaan liittyvä lihassairaus,Myopathy in scleroderma,Myopati vid sklerodermi,1900-01-01,2020-12-31,THL
G73.7*M35.0,Sjögrenin oireyhtymään (sicca-oireyhtymä) liittyvä lihassairaus,Myopathy in sicca syndrome [Sjögren],Myopati vid siccasyndromet [Sjögrens syndrom],1900-01-01,2020-12-31,THL
G80-G83,CP-oireyhtymä ja muut halvausoireyhtymät,Cerebral palsy and other paralytic syndromes,Cerebral pares och andra förlamningssyndrom,1900-01-01,2020-12-31,THL
G80,CP-oireyhtymä,Infantile cerebral palsy,Cerebral pares,1900-01-01,2020-12-31,THL
G80.0,Spastinen kvadripleginen CP-oireyhtymä,Spastic quadriplegic cerebral palsy,Spastisk tetraplegisk cerebral pares,1900-01-01,2020-12-31,THL
G80.1,Spastinen dipleginen CP-oireyhtymä,Spastic diplegic cerebral palsy,Spastisk diplegisk cerebral pares,1900-01-01,2020-12-31,THL
G80.2,Spastinen hemipleginen CP-oireyhtymä,Spastic hemiplegic cerebral palsy,Spastisk hemiplegisk cerebral pares,1900-01-01,2020-12-31,THL
G80.3,Dyskineettinen CP-oireyhtymä,Dyskinetic cerebral palsy,Dyskinetisk cerebral pares,1900-01-01,2020-12-31,THL
G80.4,Ataktinen CP-oireyhtymä,Ataxic cerebral palsy,Ataktisk cerebral pares,1900-01-01,2020-12-31,THL
G80.8,Muu CP-oireyhtymä,Other infantile cerebral palsy,Annan specificerad form av cerebral pares,1900-01-01,2020-12-31,THL
G80.9,Määrittämätön CP-oireyhtymä,"Infantile cerebral palsy, unspecified","Cerebral pares, ospecificerad",1900-01-01,2020-12-31,THL
G81,Toispuolihalvaus,Hemiplegia,Ensidig förlamning,1900-01-01,2020-12-31,THL
G81.0,Veltto hemiplegia,Flaccid hemiplegia,Slapp hemipares,1900-01-01,2020-12-31,THL
G81.1,Jäykkä hemiplegia,Spastic hemiplegia,Spastisk hemipares,1900-01-01,2020-12-31,THL
G81.9,Määrittämätön hemiplegia,"Hemiplegia, unspecified","Hemipares, ospecificerad",1900-01-01,2020-12-31,THL
G82,Alaraajojen halvaukset ja neliraajahalvaukset,Paraplegia and tetraplegia,Parapares och tetrapares (förlamning av båda nedre extremiteterna och förlamning av alla fyra extremiteterna),1900-01-01,2020-12-31,THL
G82.0,Veltto paraplegia,Flaccid paraplegia,Slapp parapares,1900-01-01,2020-12-31,THL
G82.1,Jäykkä (spastinen) paraplegia,Spastic paraplegia,Spastisk parapares,1900-01-01,2020-12-31,THL
G82.2,Määrittämätön paraplegia,"Paraplegia, unspecified","Parapares, ospecificerad",1900-01-01,2020-12-31,THL
G82.3,Veltto tetraplegia,Flaccid tetraplegia,Slapp tetrapares,1900-01-01,2020-12-31,THL
G82.4,Jäykkä (spastinen) tetraplegia,Spastic tetraplegia,Spastisk tetrapares,1900-01-01,2020-12-31,THL
G82.5,Määrittämätön tetraplegia,"Tetraplegia, unspecified","Tetrapares, ospecificerad",1900-01-01,2020-12-31,THL
G83,Muut halvausoireyhtymät,Other paralytic syndromes,Andra förlamningssyndrom,1900-01-01,2020-12-31,THL
G83.0,Yläraajojen diplegia,Diplegia of upper limbs,Dipares i övre extremiteterna,1900-01-01,2020-12-31,THL
G83.1,Alaraajan monoplegia,Monoplegia of lower limb,Monopares i nedre extremitet,1900-01-01,2020-12-31,THL
G83.2,Yläraajan monoplegia,Monoplegia of upper limb,Monopares i övre extremitet,1900-01-01,2020-12-31,THL
G83.3,Määrittämätön monoplegia,"Monoplegia, unspecified",Ospecificerad monopares,1900-01-01,2020-12-31,THL
G83.4,Cauda equina -oireyhtymä,Cauda equina syndrome,Cauda equina-syndrom,1900-01-01,2020-12-31,THL
G83.5,Lukkotila,Locked in -syndrome,Locked in-syndrom,2019-12-31,2020-12-31,THL
G83.8,Muu halvausoireyhtymä,Other specified paralytic syndromes,Annat specificerat förlamningssyndrom,1900-01-01,2020-12-31,THL
G83.9,Määrittämätön halvausoireyhtymä,"Paralytic syndrome, unspecified","Förlamningssyndrom, ospecificerade",1900-01-01,2020-12-31,THL
G90-G99,Muut hermostosairaudet,Other disorders of the nervous system,Andra sjukdomar i nervsystemet,1900-01-01,2020-12-31,THL
G90,Autonomisen hermoston sairaudet,Disorders of autonomic nervous system,Sjukdomar i autonoma nervsystemet,1900-01-01,2020-12-31,THL
G90.0,Idiopaattinen autonomisten ääreishermojen sairaus,Idiopathic peripheral autonomic neuropathy,Idiopatisk perifer autonom neuropati,1900-01-01,2020-12-31,THL
G90.1,Suvuittainen dysautonomia (Riley-Day),Familial dysautonomia [Riley-Day],Familjär dysautonomi [Riley-Day],1900-01-01,2020-12-31,THL
G90.2,Hornerin oireyhtymä,Horner's syndrome,Horners syndrom,1900-01-01,2020-12-31,THL
G90.3,Usean järjestelmän rappeuma,Multi-system degeneration,Multipel systemdegeneration,1900-01-01,2020-12-31,THL
G90.4,Autonominen dysrefleksia,Autonomic dysreflexia,Autonom dysreflexi,2010-01-01,2020-12-31,THL
G90.8,Muu autonomisen hermoston sairaus,Other disorders of autonomic nervous system,Annan specificerad sjukdom i autonoma nervsystemet,1900-01-01,2020-12-31,THL
G90.9,Määrittämätön autonomisen hermoston sairaus,"Disorder of autonomic nervous system, unspecified","Sjukdom i autonoma nervsystemet, ospecificerad",1900-01-01,2020-12-31,THL
G91,Vesipäisyys,Hydrocephalus,"Hydrocefalus (vattenskalle, ökad mängd hjärnkammarvatten)",1900-01-01,2020-12-31,THL
G91.0,Kommunikoiva vesipäisyys,Communicating hydrocephalus,Kommunicerande hydrocefalus,1900-01-01,2020-12-31,THL
G91.1,Obstruktiivinen vesipäisyys,Obstructive hydrocephalus,Obstruktiv hydrocefalus,1900-01-01,2020-12-31,THL
G91.2,Normaalipaineinen vesipäisyys,Normal-pressure hydrocephalus,Normaltryckshydrocefalus,1900-01-01,2020-12-31,THL
G91.3,Määrittämätön vamman jälkeinen vesipäisyys,"Post-traumatic hydrocephalus, unspecified","Posttraumatisk hydrocefalus, ospecificerad",1900-01-01,2020-12-31,THL
G91.8,Muu vesipäisyys,Other hydrocephalus,Annan specificerad hydrocefalus,1900-01-01,2020-12-31,THL
G91.9,Määrittämätön vesipäisyys,"Hydrocephalus, unspecified","Hydrocefalus, ospecificerad",1900-01-01,2020-12-31,THL
G92,Toksinen aivosairaus,Toxic encephalopathy,Toxisk encefalopati (hjärnsjukdom),1900-01-01,2020-12-31,THL
G93,Muut aivosairaudet,Other disorders of brain,Andra sjukdomar i hjärnan,1900-01-01,2020-12-31,THL
G93.0,Aivokystat,Cerebral cysts,Hjärncystor,1900-01-01,2020-12-31,THL
G93.1,Hapenpuutteesta aiheutunut muualla luokittamaton aivovamma,"Anoxic brain damage, not elsewhere classified",Anoxisk hjärnskada som ej klassificeras annorstädes,1900-01-01,2020-12-31,THL
G93.2,Hyvänlaatuinen kallonsisäinen hypertensio,Benign intracranial hypertension,Benign intrakraniell hypertension,1900-01-01,2020-12-31,THL
G93.3,Virusinfektiota seuraava väsymysoireyhtymä,Postviral fatigue syndrome,Trötthetssyndrom efter virusinfektion,1900-01-01,2020-12-31,THL
G93.4,Määrittämätön enkefalopatia,"Encephalopathy, unspecified","Encefalopati, ospecificerad",1900-01-01,2020-12-31,THL
G93.5,Aivojen puristustila,Compression of brain,Hjärnkompression,1900-01-01,2020-12-31,THL
G93.6,Aivoturvotus,Cerebral oedema,Hjärnödem,1900-01-01,2020-12-31,THL
G93.7#,Reyen oireyhtymä,Reye's syndrome,Reyes syndrom,1900-01-01,2020-12-31,THL
G93.8,Muu aivosairaus,Other specified disorders of brain,Annan specificerad sjukdom i hjärnan,1900-01-01,2020-12-31,THL
G93.90,Aivokuolema,Brain death,Hjärndöd,1998-02-05,2020-12-31,THL
G93.99,Määrittämätön aivosairaus,"Disorder of brain, unspecified","Hjärnsjukdom, ospecificerad",1998-02-05,2020-12-31,THL
G94*,Muualla luokitettuihin sairauksiin liittyvät muut aivosairaudet,Other disorders of brain in diseases classified elsewhere,Andra tillstånd i hjärnan vid sjukdomar som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G94.0*,Vesipäisyys muualla luokitetun tartunta- tai loistaudin yhteydessä,Hydrocephalus in infectious and parasitic diseases classified elsewhere (A00-B99+),Hydrocefalus vid infektions- eller parasitsjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G94.1*,Vesipäisyys kasvainsairauden yhteydessä,Hydrocephalus in neoplastic disease,Hydrocefalus vid tumörsjukdom,1900-01-01,2020-12-31,THL
G94.2*,Vesipäisyys muun muualla luokitetun sairauden yhteydessä,Hydrocephalus in other diseases classified elsewhere,Hydrocefalus vid annan sjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G94.8*,Muu aivosairaus muualla luokitetun sairauden yhteydessä,Other specified disorders of brain in diseases classified elsewhere,Annat specificerat tillstånd i hjärnan vid sjukdom som klassificeras annorstädes,1900-01-01,2020-12-31,THL
G95,Muut selkäydinsairaudet,Other Spinal Cord Diseases,Andra sjukdomar i ryggmärgen,1900-01-01,2020-12-31,Google
G95.0,Selkäytimen ja/tai aivorungon ontelotauti,Syringomyelia and syringobulbia,Syringomyeli och syringobulbi,1900-01-01,2020-12-31,THL
G95.0+M49.4,Syringomyeliasta johtuva nikamasairaus,Neuropathic spondylopathy in syringomyelia and syringobulbia,Neuropatisk spondylopati vid syringomyeli och syringobulbi,1900-01-01,2020-12-31,THL
G95.1,Verisuoniperäiset selkäydinsairaudet,Vascular myelopathies,Vaskulära myelopatier,1900-01-01,2020-12-31,THL
G95.2,Määrittämätön selkäytimen puristustila,"Cord compression, unspecified","Ryggmärgskompression, ospecificerad",1900-01-01,2020-12-31,THL
G95.8#,Muu selkäydinsairaus,Other specified diseases of spinal cord,Annan specificerad sjukdom i ryggmärgen,1900-01-01,2020-12-31,THL
G95.9,Määrittämätön selkäydinsairaus,"Disease of spinal cord, unspecified","Sjukdom i ryggmärgen, ospecificerad",1900-01-01,2020-12-31,THL
