code,name_en_source,name_fi,name_en,better_name_en
H16.8,THL,Muu sarveiskalvotulehdus,Other keratitis,
H16.9,THL,Määrittämätön sarveiskalvotulehdus,"Keratitis, unspecified",
H17,THL,Sarveiskalvon arvet ja samentumat,Corneal scars and opacities,
H17.0,THL,Värikalvokiinnikkeinen sarveiskalvoarpi,Adherent leukoma,
H17.1,THL,Keskeinen sarveiskalvosamentuma,Other central corneal opacity,
H17.8,THL,Muu sarveiskalvon arpi tai samentuma,Other corneal scars and opacities,
H17.9,THL,Määrittämätön sarveiskalvon arpi ja/tai samentuma,"Corneal scar and opacity, unspecified",
H18,THL,Muut sarveiskalvon sairaudet,Other disorders of cornea,
H18.0#,THL,Sarveiskalvon väriaine- tai muu kertymä,Corneal pigmentations and deposits,
H18.1,THL,Rakkulainen sarveiskalvosairaus,Bullous keratopathy,
H18.2,THL,Muu sarveiskalvon turvotus,Other corneal oedema,
H18.3,THL,Sarveiskalvon kerrosten poikkeavuudet,Changes in corneal membranes,
H18.4,THL,Sarveiskalvon rappeuma,Corneal degeneration,
H18.5,THL,Perinnöllinen sarveiskalvon rappeuma,Hereditary corneal dystrophies,
H18.6,THL,Sarveiskalvon kartiopullistuma,Keratoconus,
H18.7,THL,Muu sarveiskalvon muodon muutos,Other corneal deformities,
H18.8,THL,Muu sarveiskalvon sairaus,Other specified disorders of cornea,
H18.9,THL,Määrittämätön sarveiskalvon sairaus,"Disorder of cornea, unspecified",
H19*,THL,Muualla luokitettuihin sairauksiin liittyvät kovakalvon ja sarveiskalvon sairaudet,Disorders of sclera and cornea in diseases classified elsewhere,
H19.0*,THL,Muualla luokitettuun sairauteen liittyvä kovakalvon tai sen pintakudoksen tulehdus,Scleritis and episcleritis in diseases classified elsewhere,
H19.0*A18.5,THL,Tuberkuloottinen episkleriitti,Lupus episcleritis,
H19.0*A52.79,THL,Myöhäiskupan aiheuttama episkleriitti,Late syphilitic episcleritis+,
H19.0*A69.2,THL,Lymen borrelioosiin liittyvä episkleriitti,Scleritis and episcleritis caused by Lyme disease,
H19.0*B02.3,THL,Vesirokkoviruksen aiheuttama kovakalvotulehdus,Zoster scleritis,
H19.1*,THL,Herpesviruksen aiheuttama sarveiskalvotulehdus,Herpesviral keratitis and keratoconjunctivitis,
H19.1*B00.5,THL,Herpesviruksen aiheuttama sarveiskalvotulehdus,Herpesviral keratoconjunctivitis,
H19.2*,THL,Muualla luokitettuun infektio- tai loistautiin liittyvä sarveiskalvotulehdus,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere,
H19.2*A18.5,THL,Tuberkuloosiin liittyvä sarveiskalvotulehdus,Keratitis and keratoconjunctivitis (interstitial) in tuberculosis,
H19.2*A50.3,THL,Kupan aiheuttama sarveiskalvotulehdus,Keratitis and keratoconjunctivitis (interstitial) in syphilis,
H19.2*A69.2,THL,Lymen borrelioosiin liittyvä sarveiskalvotulehdus,Keratitis and keratoconjunctivitis with Lyme disease,
H19.2*B02.3,THL,Vyöruusun aiheuttama sarveiskalvotulehdus,Keratitis and keratoconjunctivitis (interstitial) in zoster,
H19.2*B05.8,THL,Tuhkarokko ja sarveiskalvotulehdus,Keratitis and keratoconjunctivitis with measles,
H19.2*B30.0,THL,Epideeminen sarveiskalvotulehdus,Epidemic keratoconjunctivitis,
H19.2*B60.1,THL,Acanthamoeban aiheuttama sarveis- ja sidekalvotulehdus,Keratoconjunctivitis due to Acanthamoeba+,
H19.3*,THL,Muualla luokitettuun muuhun sairauteen liittyvä sarveiskalvotulehdus tai sarveis- ja sidekalvotulehdus,Keratitis and keratoconjunctivitis in other diseases classified elsewhere,
H19.3*M35.0,THL,Keratoconjunctivitis sicca,Keratoconjunctivitis sicca,
H19.8*,THL,Muualla luokitettuihin sairauksiin liittyvä muu kovakalvon tai sarveiskalvon sairaus,Other disorders of sclera and cornea in diseases classified elsewhere,
H19.8*E85.80,Google,Meretojan tautiin liittyvä sarveiskalvon verkkomainen rappeuma,Retinal degeneration of the cornea associated with Meretoja's disease,
H19.8*Q90.9,THL,Downin oireyhtymään liittyvä sarveiskalvon kartiopullistuma,Keratoconus in Down's syndrome,
H20,THL,Värikalvon ja sädekehän tulehdus,Iridocyclitis,
H20.0,THL,Uusiutuva värikalvon tulehdus,Acute and subacute iridocyclitis,
H20.1,THL,Pitkäaikainen värikalvon ja sädekehän tulehdus,Chronic iridocyclitis,
H20.2,THL,Mykiöperäinen värikalvon ja sädekehän tulehdus,Lens-induced iridocyclitis,
H20.8,THL,Muu värikalvon tai sädekehän tulehdus,Other iridocyclitis,
H20.9,THL,Määrittämätön värikalvon ja sädekehän tulehdus,"Iridocyclitis, unspecified",
H21,THL,Muut värikalvon ja sädekehän sairaudet,Other disorders of iris and ciliary body,
H21.0,THL,Etukammioverenvuoto,Hyphaema,
H21.1,THL,Muu värikalvon tai sädekehän verisuonimuutos,Other vascular disorders of iris and ciliary body,
H21.2,THL,Värikalvon ja sädekehän rappeumat,Degeneration of iris and ciliary body,
H21.3,THL,"Värikalvon, sädekehän tai etukammion kysta","Cyst of iris, ciliary body and anterior chamber",
H21.4,THL,Mustuaiskalvot,Pupillary membranes,
H21.5,THL,Muu värikalvon tai sädekehän kiinnike tai repeämä,Other adhesions and disruptions of iris and ciliary body,
H21.8,THL,Muu värikalvon tai sädekehän sairaus,Other specified disorders of iris and ciliary body,
H21.9,THL,Määrittämätön värikalvon ja/tai sädekehän sairaus,"Disorder of iris and ciliary body, unspecified",
H22*,THL,Muualla luokitettuihin sairauksiin liittyvät värikalvon ja sädekehän sairaudet,Disorders of iris and ciliary body in diseases classified elsewhere,
H22.0*,THL,Muualla luokitettuun infektioon tai loistautiin liittyvä värikalvon ja sädekehän tulehdus,Iridocyclitis in infectious and parasitic diseases classified elsewhere,
H22.0*A02.2,Google,Salmonellan aiheuttama värikalvon ja sädekehän tulehdus,Inflammation of the iris and radius caused by Salmonella,
H22.0*A18.5,THL,Tuberkuloottinen värikalvon ja sädekehän tulehdus,Lupus iridocyclitis,
H22.0*A51.4,THL,Sekundaarisen kupan aiheuttama värikalvon ja sädekehän tulehdus,Secondary syphilitic iridocyclitis+,
H22.0*A54.3,THL,Gonokokin aiheuttama värikalvon ja sädekehän tulehdus,Gonococcal iridocyclitis+,
H22.0*A69.2,Google,Borrelian (Lymen borrelioosin) aiheuttama värikalvon ja sädekehän tulehdus,Inflammation of the iris and radius caused by Borrelia (Lyme borreliosis),
H22.0*A74.8,Google,Klamydian aiheuttama värikalvon ja sädekehän tulehdus,Chlamydia-induced inflammation of the iris and radius,
H22.0*B00.5,THL,Herpesviruksen aiheuttama värikalvon ja sädekehän tulehdus,Herpesviral iridocyclitis,
H22.0*B02.3,THL,Vesirokkoviruksen aiheuttama värikalvon ja sädekehän tulehdus,Zoster iridocyclitis,
H22.1*,THL,Muualla luokitettuun muuhun sairauteen liittyvä värikalvon ja sädekehän tulehdus,Iridocyclitis in other diseases classified elsewhere,
H22.1*D86.8,THL,Sarkoidoosiin liittyvä iridosykliitti,Iridocyclitis in sarcoidosis+,
H22.1*M45,THL,Selkärankareumaan liittyvä värikalvon ja sädekehän tulehdus,Iridocyclitis in ankylosing spondylitis,
H22.8*,THL,Muualla luokitettuun sairauteen liittyvä muu värikalvon ja sädekehän sairaus,Other disorders of iris and ciliary body in diseases classified elsewhere,
H25,THL,Vanhuuden kaihet,Senile cataract,
H25.0,THL,Alkava vanhuudenkaihi,Senile incipient cataract,
H25.1,THL,Vanhuuden tumakaihi,Senile nuclear cataract,
H25.2,THL,Ylikypsä vanhuudenkaihi,"Senile cataract, morgagnian type",
H25.8,THL,Muu vanhuudenkaihi,Other senile cataract,
H25.9,THL,Määrittämätön vanhuudenkaihi,"Senile cataract, unspecified",
H26,THL,Muut kaihet,Other cataract,
H26.00,THL,Lapsuudenkaihi,"Infantile, juvenile and presenile cataract",
H26.01,THL,Nuoruudenkaihi,"Infantile, juvenile and presenile cataract",
H26.02,Google,Ennenaikainen vanhuudenkaihi,Premature old age cataracts,
H26.1,THL,Vammakaihi,Traumatic cataract,
H26.2,THL,Muuhun silmäsairauteen liittyvä kaihi,Complicated cataract,
H26.3#,THL,Lääkeaineiden aiheuttama kaihi,Drug-induced cataract,
H26.4,THL,Jälkikaihi (sekundaarikaihi),After-cataract,
H26.8,THL,Muu kaihi,Other specified cataract,
H26.9,THL,Määrittämätön kaihi,"Cataract, unspecified",
H27,THL,Muut mykiön sairaudet,Other disorders of lens,
H27.0,THL,Mykiöttömyys,Aphakia,
H27.1,THL,Mykiön siirtymä,Dislocation of lens,
H27.8,THL,Muu mykiön sairaus,Other specified disorders of lens,
H27.9,THL,Määrittämätön mykiön sairaus,"Disorder of lens, unspecified",
H28*,THL,Muualla luokitettuihin sairauksiin liittyvä kaihi ja muut mykiön sairaudet,Cataract and other disorders of lens in diseases classified elsewhere,
H28.0*,THL,Diabetekseen liittyvä kaihi,Diabetic cataract (E10-E14+ with common fourth character .3),
H28.0*E10.3,THL,Diabeteksen kaihi nuoruustyypin diabetes,Other specified diabetes mellitus - Diabetic cataract,
H28.0*E11.3,THL,Diabeteksen kaihi aikuistyypin diabetes,Non-insulin-dependent diabetes mellitus - Diabetic cataract,
H28.1*,THL,Muuhun umpierityssairauteen tai ravitsemus- tai aineenvaihduntahäiriöön liittyvä kaihi,"Cataract in other endocrine, nutritional and metabolic diseases",
H28.1*E20.9,THL,Lisäkilpirauhasten vajaatoimintaan liittyvä kaihi,Cataract in hypoparathyroidism,
H28.1*E46,THL,Aliravitsemukseen ja kuivumiseen liittyvä kaihi (E40-E46),Malnutrition-dehydration cataract (E40-E46+),
H28.2*,THL,Muualla luokitettuun muuhun sairauteen liittyvä kaihi,Cataract in other diseases classified elsewhere,
H28.8*,THL,Muualla luokitettuun sairauteen liittyvä muu mykiön sairaus,Other disorders of lens in diseases classified elsewhere,
H30,THL,Suoni- ja verkkokalvotulehdus,Chorioretinal inflammation,
H30.0,THL,Pesäkkeinen suoni- ja verkkokalvotulehdus,Focal chorioretinal inflammation,
H30.1,THL,Hajapesäkkeinen suonikalvo- ja verkkokalvotulehdus,Disseminated chorioretinal inflammation,
H30.2,THL,Sädekehän takaosan tulehdus,Posterior cyclitis,
H30.8,THL,Muu suonikalvo- tai verkkokalvotulehdus,Other chorioretinal inflammations,
H30.9,THL,Määrittämätön suoni- ja verkkokalvotulehdus,"Chorioretinal inflammation, unspecified",
H31,THL,Muut suonikalvon sairaudet,Other disorders of choroid,
H31.0,THL,Suoni- ja verkkokalvoarvet,Chorioretinal scars,
H31.1,THL,Suonikalvon rappeuma,Choroidal degeneration,
H31.2,THL,Perinnöllinen suonikalvorappeuma,Hereditary choroidal dystrophy,
H31.3,THL,Suonikalvon verenvuoto ja/tai repeämä,Choroidal haemorrhage and rupture,
H31.4,THL,Suonikalvon irtauma,Choroidal detachment,
H31.8,THL,Muu suonikalvosairaus,Other specified disorders of choroid,
H31.9,THL,Määrittämätön suonikalvosairaus,"Disorder of choroid, unspecified",
H32*,THL,Muualla luokitettuihin sairauksiin liittyvät suoni- ja verkkokalvon sairaudet,Chorioretinal disorders in diseases classified elsewhere,
H32.0*,THL,Muualla luokitettuun infektio- tai loistautiin liittyvä suoni- ja verkkokalvotulehdus,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere,
H32.0*A18.5,THL,Tuberkuloottinen suoni- ja verkkokalvon tulehdus,Lupus chorioretinitis,
H32.0*A52.79,THL,Myöhäiskupan aiheuttama suoni- ja verkkokalvon tulehdus,Late syphilitic chorioretinitis+,
H32.0*A69.2,Google,Lymen borrelioosiin liittyvä suoni- ja verkkokalvotulehdus,Vascular and retinal inflammation associated with Lyme borreliosis,
H32.0*B58.0,THL,Toksoplasmoosiin liittyvä suonikalvo-verkkokalvotulehdus,Toxoplasma chorioretinitis,
H32.8*,THL,Muualla luokitettuun sairauteen liittyvä muu suoni- ja verkkokalvon sairaus,Other chorioretinal disorders in diseases classified elsewhere,
H33,THL,Verkkokalvon irtaumat ja repeämät,Retinal detachments and breaks,
H33.0,THL,Verkkokalvoreiästä aiheutunut irtauma,Retinal detachment with retinal break,
H33.1,THL,Verkkokalvohalkio ja verkkokalvokystat,Retinoschisis and retinal cysts,
H33.2,THL,Verkkokalvon nesteinen irtauma,Serous retinal detachment,
H33.3,THL,Verkkokalvon repeämä ilman irtaumaa,Retinal breaks without detachment,
H33.4,THL,Vetojännityksestä aiheutunut verkkokalvon irtauma,Traction detachment of retina,
H33.5,THL,Muu verkkokalvon irtauma,Other retinal detachments,
H34,THL,Verkkokalvon verisuonitukokset,Retinal vascular occlusions,
H34.0,THL,Ohimenevä verkkokalvovaltimon tukos,Transient retinal artery occlusion,
H34.1,THL,Verkkokalvon keskusvaltimon tukos,Central retinal artery occlusion,
H34.2,THL,Muu verkkokalvovaltimoiden tukos,Other retinal artery occlusions,
H34.8,THL,Muu verkkokalvon verisuonitukos,Other retinal vascular occlusions,
H34.9,THL,Määrittämätön verkkokalvosuonen tukos,"Retinal vascular occlusion, unspecified",
H35,THL,Muut verkkokalvosairaudet,Other retinal disorders,
H35.0,THL,Taustaretinopatia ja verkkokalvon verisuonimuutokset,Background retinopathy and retinal vascular changes,
H35.1,THL,Keskosen verkkokalvosairaus,Retinopathy of prematurity,
H35.20,Google,Proliferatiivinen lasiais- ja verkkokalvosairaus,Proliferative vitreous and retinal disease,
H35.29,THL,Muu proliferatiivinen verkkokalvosairaus,Other proliferative retinopathy,
H35.30,THL,Makulan kuiva vanhuudenrappeuma,Kuhnt-Junius degeneration,
H35.31,THL,Makulan nesteinen vanhuudenrappeuma,Senile macular degeneration (atrophic)(exudative),
H35.36#,Google,Makulan kysta,Macular cyst,
H35.37#,Google,Makulan reikä,Macular hole,
H35.38#,Google,Makulan ryppykalvo (Pucker),Macular wrinkle (Pucker),
H35.39#,THL,Muut keskeisen silmänpohjan rappeumat,Degeneration of macula and posterior pole,
H35.4,THL,Verkkokalvon reunaosien rappeuma,Peripheral retinal degeneration,
H35.5,THL,Perinnöllinen verkkokalvorappeuma,Hereditary retinal dystrophy,
H35.6,THL,Verkkokalvon verenvuoto,Retinal haemorrhage,
H35.7,THL,Verkkokalvon kerrosten irtoaminen,Separation of retinal layers,
H35.8,THL,Muu verkkokalvosairaus,Other specified retinal disorders,
H35.9,THL,Määrittämätön verkkokalvosairaus,"Retinal disorder, unspecified",
H36*,THL,Muualla luokitettuihin sairauksiin liittyvät verkkokalvomuutokset,Retinal disorders in diseases classified elsewhere,
H36.00*,Google,Diabeettinen taustaretinopatia,Diabetic background retinopathy,
H36.01*,Google,Diabeettinen makulopatia,Diabetic maculopathy,
H36.02*,Google,Vaikea diabeettinen taustaretinopatia,Severe diabetic background retinopathy,
H36.03*,Google,Proliferatiivinen diabeettinen retinopatia,Proliferative diabetic retinopathy,
H36.04*,Google,Pitkälle edennyt diabeettinen silmäsairaus,Advanced diabetic eye disease,
H36.05*,Google,Diabeettisen silmäsairauden jälkiseuraukset,Consequences of diabetic eye disease,
H36.09*,THL,Määrittämätön diabeettinen verkkokalvosairaus,Diabetic retinopathy (E10-E14+ with common fourth character .3),
H36.09*E10.3,THL,Määrittämätön diabeteksen verkkokalvosairaus nuoruustyypin diabetes,Insulin-dependent diabetes mellitus - Diabetic retinopathy,
H36.09*E11.3,THL,Määrittämätön diabeteksen verkkokalvosairaus aikuistyypin diabetes,Non-insulin-dependent diabetes mellitus - Diabetic retinopathy,
H36.8*,THL,Muualla luokitettuun sairauteen liittyvä muu verkkokalvosairaus,Other retinal disorders in diseases classified elsewhere,
H36.8*D57.8,THL,Proliferatiivinen sirppisoluanemia ja verkkokalvosairaus,Proliferative sickle-cell retinopathy,
H36.8*E75.6,THL,Rasva-aineiden kertymätautiin liittyvä verkkokalvorappeuma,Retinal dystrophy in lipid storage disorders,
H36.8*I70.8,THL,Ateroskleroottinen verkkokalvosairaus,Atherosclerotic retinopathy,
H40,THL,Glaukooma,Glaucoma,
H40.0,THL,Epäilty glaukooma,Glaucoma suspect,
H40.1,THL,Primaarinen avokulmaglaukooma,Primary open-angle glaucoma,
H40.10,Google,Kapsulaarinen glaukooma ja eksfoliaatio-oireyhtymä,Capsular glaucoma and exfoliative syndrome,
H40.11,Google,Matalapaineglaukooma,Matalapaineglaukooma,
H40.12,Google,Pigmenttiglaukooma,pigmentary,
H40.13,Google,Pitkäaikainen avokulmaglaukooma,Long-term open-angle glaucoma,
H40.19,Google,Muu [primaarinen] avokulmaglaukooma,Other [primary] open-angle glaucoma,
H40.2,THL,Primaarinen ahdaskulmaglaukooma,Primary angle-closure glaucoma,
H40.20,Google,Akuutti ahdaskulmaglaukooma,Acute narrow-angle glaucoma,
H40.21,Google,Ajoittainen ahdaskulmaglaukooma,Intermittent narrow-angle glaucoma,
H40.22,Google,Pitkäaikainen ahdaskulmaglaukooma,Long-term narrow-angle glaucoma,
H40.29,Google,Muu [primaarinen] ahdaskulmaglaukooma,Other [primary] narrow-angle glaucoma,
H40.3,THL,Silmävamman aiheuttama glaukooma,Glaucoma secondary to eye trauma,
H40.4,THL,Silmätulehduksen aiheuttama glaukooma,Glaucoma secondary to eye inflammation,
H40.5,THL,Muun silmätaudin aiheuttama glaukooma,Glaucoma secondary to other eye disorders,
H40.6#,THL,Lääkeaineiden aiheuttama glaukooma,Glaucoma secondary to drugs,
H40.8,THL,Muu glaukooma,Other glaucoma,
H40.9,THL,Määrittämätön glaukooma,"Glaucoma, unspecified",
H42*,THL,Muualla luokitettuihin sairauksiin liittyvä glaukooma,Glaucoma in diseases classified elsewhere,
H42.0*,THL,"Umpieritys-, ravitsemus- tai aineenvaihduntasairauteen liittyvä glaukooma","Glaucoma in endocrine, nutritional and metabolic diseases",
H42.0*E72.0,THL,Lowen oireyhtymään liittyvä glaukooma,Glaucoma in Lowe's syndrome,
H42.0*E85.9,THL,Amyloidoosiin liittyvä glaukooma,Glaucoma in amyloidosis,
H42.8*,THL,Muualla luokitettuun muuhun sairauteen liittyvä glaukooma,Glaucoma in other diseases classified elsewhere,
H42.8*B73,THL,Jokisokeuteen liittyvä glaukooma,Glaucoma in onchocerciasis,
H43,THL,Lasiaisen sairaudet,Disorders of vitreous body,
H43.0,THL,Lasiaisen esiinpullistuminen,Vitreous prolapse,
H43.1,THL,Lasiaisverenvuoto,Vitreous haemorrhage,
H43.2,THL,Lasiaiskiteet,Crystalline deposits in vitreous body,
H43.3,THL,Muu lasiaissamentuma,Other vitreous opacities,
H43.8,THL,Muu lasiaissairaus,Other disorders of vitreous body,
H43.9,THL,Määrittämätön lasiaissairaus,"Disorder of vitreous body, unspecified",
H44,THL,Silmämunan yleissairaudet,Disorders of globe,
H44.0,THL,Silmämunan sisäosien märkäinen yleistulehdus (märkäinen endoftalmiitti),Purulent endophthalmitis,
H44.1,THL,Muu silmämunan sisäosien yleistulehdus,Other endophthalmitis,
H44.2,THL,Degeneratiivinen likitaittoisuus,Degenerative myopia,
H44.3,THL,Muu silmämunan rappeutumismuutos,Other degenerative disorders of globe,
H44.4,THL,Silmän matalapaineisuus,Hypotony of eye,
H44.5,THL,Silmämunan surkastumatila,Degenerated conditions of globe,
H44.6,THL,Vanha magneettinen vierasesine silmäkuopassa,"Retained (old) intraocular foreign body, magnetic",
H44.7,THL,Vanha ei-magneettinen vierasesine silmäkuopassa,"Retained (old) intraocular foreign body, nonmagnetic",
H44.8,THL,Muu silmämunan sairaus,Other disorders of globe,
H44.9,THL,Määrittämätön silmämunan muutos,"Disorder of globe, unspecified",
H45*,THL,Muualla luokitettuihin sairauksiin liittyvät lasiaisen ja silmämunan sairaudet,Disorders of vitreous body and globe in diseases classified elsewhere,
H45.0*,THL,Muualla luokitettuun sairauteen liittyvä lasiaisverenvuoto,Vitreous haemorrhage in diseases classified elsewhere,
H45.1*,THL,Muualla luokitettuun sairauteen liittyvä silmämunan sisäosien yleistulehdus,Endophthalmitis in diseases classified elsewhere,
H45.1*B69.1,THL,Systiserkoosiin liittyvä silmämunan sisäosien yleistulehdus,Endophthalmitis in cysticercosis,
H45.1*B73,THL,Jokisokeuteen liittyvä silmämunan sisäosien yleistulehdus,Endophthalmitis in onchocerciasis,
