Id_FIN	Abbreviation_FIN	Short name_FIN	Long name_FIN	shortTitle_ENG	ICD-10_FIN	icd10_ENG	Ensisijainen ICD-10_FIN	Parent code_FIN	Hierarchy level_FIN	Alakomponentti (icpc)_FIN	Harkitse (icpc)_FIN	Huom._FIN	Komponentti (icpc)_FIN	Kriteerit (icpc)_FIN	Lehtisolmu_FIN	Mukaan lukien_FIN	Pois lukien_FIN	Subkomponent (icpc)_FIN	Code_ENG	preferred_ENG	inclusion_ENG	exclusion_ENG	criteria_ENG	consider_ENG	note_ENG	ICPC2_mapping	ICPC_version
S09	Tulehtunut sormi/varvas	Tulehtunut sormi/varvas	Tulehtunut sormi/varvas	Infected finger/toe	L03.0	L03.0	L03.0	S	1	Infektiot			1 Oireet ja vaivat		T	kynsivallintulehdus	vammanjälkeinen sormen/varpaan tulehdus S11./ ihon sienitulehdus S74./ ihon hiivatulehdus S75	Infektioner	S09	Infected finger/toe	paronychia	post-traumatic infection finger/toe S11; tinea S74; monilia/candida S75				S09	2
S10	Paise	Paise	Paise	Boil/carbuncle	L02.0,L02.1,L02.2,L02.3,L02.4,L02.8,L02.9	L02.0; L02.1; L02.2; L02.3; L02.4; L02.8; L02.9	L02.9	S	1	Infektiot			1 Oireet ja vaivat		T	ajos./karvatupentulehdus./märkäpesäke./äkämä	imusolmuketulehdus B70./ peräaukon paise D95./ ulkoisen korvakäytävän paise H70./ nenän paise R73./ tulehtunut sormi/varvas S09./ haavatulehdus S11./ ruusu S76./ pilonidaalipaise S85./ hikirauhastulehdus S92./ ulkosynnyttimien paise X99./ miehen sukuelinten paise Y99	Infektioner	S10	Boil/carbuncle	abscess; furuncle	lymphadenitis B70; perianal boil D95; boil external auditory meatus H70; boil of nose R73; infected finger/toe S09; wound infection S11; erysipelas S76; pilonidal abscess S85; hydradenitis S92; boil female external genitalia X99; boil male external genitalia Y99				S10	2
S11	Ihotulehdus vamman jälkeen	Ihotulehdus vamman jälkeen	Ihotulehdus vamman jälkeen	Skin infection post-traumatic	T79.3	T79.3	T79.3	S	1	Infektiot			1 Oireet ja vaivat		T	vamman aiheuttaman haavan tai pureman jälkeinen ihotulehdus	leikkaushaavatulehdus A87./ ruusu./märkäinen ihotulehdus S76./ märkärupi S84	Infektioner	S11	Skin infection post-traumatic	infected post-traumatic wound/bite	surgical wound infection A87; erysipelas, pyoderma S76; impetigo S84				S11	2
S12	Hyönteisen purema/pisto	Hyönteisen purema/pisto	Hyönteisen purema/pisto	Insect bite/sting	S00.0,S00.2,S00.3,S00.4,S00.5,S00.7,S00.8,S00.9,S10.1,S10.7,S10.8,S10.9,S20.1,S20.3,S20.4,S20.7,S20.8,S30.7,S30.8,S30.9,S40.7,S40.8,S50.7,S50.8,S60.7,S60.8,S70.7,S70.8,S80.7,S80.8,S90.7,S90.8,T09.0,T11.0,T13.0,T14.0	S00.0; S00.2; S00.3; S00.4; S00.5; S00.7; S00.8; S00.9; S10.1; S10.7; S10.8; S10.9; S20.1; S20.3; S20.4; S20.7; S20.8; S30.7; S30.8; S30.9; S40.7; S40.8; S50.7; S50.8; S60.7; S60.8; S70.7; S70.8; S80.7; S80.8; S90.7; S90.8; T09.0; T11.0; T13.0; T14.0	T14.0	S	1	Vammat			1 Oireet ja vaivat		T		ei-lääkkeellisen aineen myrkkyvaikutus A86./ tulehtunut purema S11./ syyhy S72./ täit S73	Skador	S12	Insect bite/sting		toxic effects non-medical substance A86; infected bite S11; scabies S72; pediculosis S73				S12	2
S13	Eläimen/ihmisen purema	Eläimen/ihmisen purema	Eläimen/ihmisen purema	Animal/human bite	T14.1	T14.1	T14.1	S	1	Vammat			1 Oireet ja vaivat		T		ei-lääkkeellisen aineen myrkkyvaikutus A86./ tulehtunut purema S11	Skador	S13	Animal/human bite		toxic effects non-medical substance A86; infected bite S11				S13	2
S14	Palovamma	Palovamma	Palovamma	Burn/scald	T20.0,T20.1,T20.2,T20.3,T20.4,T20.5,T20.6,T20.7,T21.0,T21.1,T21.2,T21.3,T21.4,T21.5,T21.6,T21.7,T22.0,T22.1,T22.2,T22.3,T22.4,T22.5,T22.6,T22.7,T23.0,T23.1,T23.2,T23.3,T23.4,T23.5,T23.6,T23.7,T24.0,T24.1,T24.2,T24.3,T24.4,T24.5,T24.6,T24.7,T25.0,T25.1,T25.2,T25.3,T25.4,T25.5,T25.6,T25.7,T30.0,T30.1,T30.2,T30.3,T30.4,T30.5,T30.6,T30.7,T31.0,T31.1,T31.2,T31.3,T31.4,T31.5,T31.6,T31.7,T31.8,T31.9,T32.0,T32.1,T32.2,T32.3,T32.4,T32.5,T32.6,T32.7,T32.8,T32.9	T20.0; T20.1; T20.2; T20.3; T20.4; T20.5; T20.6; T20.7; T21.0; T21.1; T21.2; T21.3; T21.4; T21.5; T21.6; T21.7; T22.0; T22.1; T22.2; T22.3; T22.4; T22.5; T22.6; T22.7; T23.0; T23.1; T23.2; T23.3; T23.4; T23.5; T23.6; T23.7; T24.0; T24.1; T24.2; T24.3; T24.4; T24.5; T24.6; T24.7; T25.0; T25.1; T25.2; T25.3; T25.4; T25.5; T25.6; T25.7; T30.0; T30.1; T30.2; T30.3; T30.4; T30.5; T30.6; T30.7; T31.0; T31.1; T31.2; T31.3; T31.4; T31.5; T31.6; T31.7; T31.8; T31.9; T32.0; T32.1; T32.2; T32.3; T32.4; T32.5; T32.6; T32.7; T32.8; T32.9	T30.0	S	1	Vammat			1 Oireet ja vaivat		T	kaikenasteiset palovammat./ulkoisen kemikaalin aiheuttama palovamma	auringonpolttama S80	Skador	S14	Burn/scald	burn/scald of all degrees; external chemical burn	sunburn S80				S14	2
S15	Vierasesine ihossa	Vierasesine ihossa	Vierasesine ihossa	Foreign body in skin	S00.0,S00.2,S00.3,S00.4,S00.5,S00.7,S00.8,S00.9,S10.1,S10.7,S10.8,S10.9,S20.1,S20.3,S20.4,S20.7,S20.8,S30.7,S30.8,S30.9,S40.7,S40.8,S50.7,S50.8,S60.7,S60.8,S70.7,S70.8,S80.7,S80.8,S90.7,S90.8,T09.0,T11.0,T13.0,T14.0,T14.1	S00.0; S00.2; S00.3; S00.4; S00.5; S00.7; S00.8; S00.9; S10.1; S10.7; S10.8; S10.9; S20.1; S20.3; S20.4; S20.7; S20.8; S30.7; S30.8; S30.9; S40.7; S40.8; S50.7; S50.8; S60.7; S60.8; S70.7; S70.8; S80.7; S80.8; S90.7; S90.8; T09.0; T11.0; T13.0; T14.0; T14.1	T14.0	S	1	Vammat			1 Oireet ja vaivat		T	vierasesine kynnen alla		Skador	S15	Foreign body in skin	foreign body under nail					S15	2
S16	Mustelma/ruhje	Mustelma/ruhje	Mustelma/ruhje	Bruise/contusion	S00.0,S00.7,S00.8,S00.9,S10.1,S10.7,S10.8,S10.9,S20.0,S20.1,S20.2,S20.3,S20.4,S20.7,S20.8,S30.0,S30.1,S40.0,S40.7,S40.8,S40.9,S50.0,S50.1,S50.7,S50.8,S50.9,S60.0,S60.1,S60.2,S60.7,S60.8,S60.9,S70.0,S70.1,S70.7,S70.8,S70.9,S80.0,S80.1,S80.7,S80.8,S80.9,S90.0,S90.1,S90.2,S90.3,S90.7,S90.8,S90.9,T09.0,T11.0,T13.0,T14.0	S00.0; S00.7; S00.8; S00.9; S10.1; S10.7; S10.8; S10.9; S20.0; S20.1; S20.2; S20.3; S20.4; S20.7; S20.8; S30.0; S30.1; S40.0; S40.7; S40.8; S40.9; S50.0; S50.1; S50.7; S50.8; S50.9; S60.0; S60.1; S60.2; S60.7; S60.8; S60.9; S70.0; S70.1; S70.7; S70.8; S70.9; S80.0; S80.1; S80.7; S80.8; S80.9; S90.0; S90.1; S90.2; S90.3; S90.7; S90.8; S90.9; T09.0; T11.0; T13.0; T14.0	T14.0	S	1	Vammat			1 Oireet ja vaivat	mustelma/ruhje ilman ihorikkoa	T	hematooma	mustelma ja iho rikkoutunut S17	Skador	S16	Bruise/contusion	ecchymosis; haematoma	bruise with broken skin S17	bruise/contusion with intact skin surface			S16	2
S17	Hiertymä/naarmu/rakkula	Hiertymä/naarmu/rakkula	Hiertymä/naarmu/rakkula	Abrasion/scratch/blister	S00.0,S00.7,S00.8,S00.9,S10.1,S10.7,S10.8,S10.9,S20.1,S20.3,S20.4,S20.7,S20.8,S30.7,S30.8,S30.9,S40.7,S40.8,S40.9,S50.7,S50.8,S50.9,S60.7,S60.8,S60.9,S70.7,S70.8,S70.9,S80.7,S80.8,S80.9,S90.3,S90.7,S90.8,S90.9,T09.0,T11.0,T13.0,T14.0	S00.0; S00.7; S00.8; S00.9; S10.1; S10.7; S10.8; S10.9; S20.1; S20.3; S20.4; S20.7; S20.8; S30.7; S30.8; S30.9; S40.7; S40.8; S40.9; S50.7; S50.8; S50.9; S60.7; S60.8; S60.9; S70.7; S70.8; S70.9; S80.7; S80.8; S80.9; S90.3; S90.7; S90.8; S90.9; T09.0; T11.0; T13.0; T14.0	T14.0	S	1	Vammat			1 Oireet ja vaivat		T	ihorikko./raapima		Skador	S17	Abrasion/scratch/blister	bruise if skin broken; graze					S17	2
S18	Haava/laseraatio	Haava/laseraatio	Haava/laseraatio	Laceration/cut	S01.0,S01.2,S01.4,S01.40,S01.41,S01.50,S01.51,S01.59,S01.7,S01.8,S01.9,S11.0,S11.1,S11.2,S11.7,S11.8,S11.9,S21.0,S21.1,S21.2,S21.7,S21.8,S21.9,S31.0,S31.1,S31.8,S41.0,S41.1,S41.7,S41.8,S51.0,S51.7,S51.8,S51.9,S61.0,S61.1,S61.7,S61.8,S61.9,S71.0,S71.1,S71.7,S71.8,S81.0,S81.7,S81.8,S81.9,S91.0,S91.1,S91.2,S91.3,S91.7,T09.1,T11.1,T13.1,T14.1	S01.0; S01.2; S01.4; S01.7; S01.8; S01.9; S11.0; S11.1; S11.2; S11.7; S11.8; S11.9; S21.0; S21.1; S21.2; S21.7; S21.8; S21.9; S31.0; S31.1; S31.8; S41.0; S41.1; S41.7; S41.8; S51.0; S51.7; S51.8; S51.9; S61.0; S61.1; S61.7; S61.8; S61.9; S71.0; S71.1; S71.7; S71.8; S81.0; S81.7; S81.8; S81.9; S91.0; S91.1; S91.2; S91.3; S91.7; T09.1; T11.1; T13.1; T14.1	T14.1	S	1	Vammat			1 Oireet ja vaivat		T	ihon/ihonalaiskudoksen haava/viilto./repaleinen haava	purema S13	Skador	S18	Laceration/cut	laceration/cut of skin/subcutaneous tissues	bite S13; bruise with broken skin S17				S18	2
S19	Ihon vamma, muu	Ihon vamma, muu	Ihon vamma, muu	Skin injury other	S00.0,S00.7,S00.8,S00.9,S10.1,S10.7,S10.8,S10.9,S20.1,S20.3,S20.4,S20.7,S20.8,S30.7,S30.8,S30.9,S40.7,S40.8,S40.9,S50.7,S50.8,S50.9,S60.7,S60.8,S60.9,S70.7,S70.8,S70.9,S80.7,S80.8,S80.9,S90.7,S90.8,S90.9,T09.0,T11.0,T13.0,T14.0	S00.0; S00.7; S00.8; S00.9; S10.1; S10.7; S10.8; S10.9; S10.1; S10.7; S10.8; S10.9; S20.1; S20.3; S20.4; S20.7; S20.8; S30.7; S30.8; S30.9; S40.7; S40.8; S40.9; S50.7; S50.8; S50.9; S60.7; S60.8; S60.9; S70.7; S70.8; S70.9; S80.7; S80.8; S80.9; S90.7; S90.8; S90.9; T09.0; T11.0; T13.0; T14.0	T14.0	S	1	Vammat			1 Oireet ja vaivat		T	kynnen irtoaminen./neulanpisto./pistohaava./puhkeaminen	purema S13	Skador	S19	Skin injury other	avulsion nail; needle stick; puncture	bite S13				S19	2
S20	Sarveistuma/kovettuma	Sarveistuma/kovettuma	Sarveistuma/kovettuma	Corn/callosity	L84	L84	L84	S	1				1 Oireet ja vaivat		T		liikasarveistuminen S80		S20	Corn/callosity		hyperkeratosis S80				S20	2
S21	Ihon rakenteen oire/vaiva	Ihon rakenteen oire/vaiva	Ihon rakenteen oire/vaiva	Skin texture symptom/complaint	R23.4	R23.4	R23.4	S	1				1 Oireet ja vaivat		T	hilseily./ihon kuoriutuminen./kuiva iho./rypyt	hikoiluongelma A09./ päänahan oire/vaiva S24./ suomutauti S83./ hikirauhasen sairaus S92./ emättimen oire/vaiva X10		S21	Skin texture symptom/complaint	dry skin; peeling; scaling; wrinkles	sweating problem A09; scalp symptom/complaint S24; ichthyosis S83; sweat gland disease S92; vulval symptom/complaint X16				S21	2
S22	Kynnen oire/vaiva	Kynnen oire/vaiva	Kynnen oire/vaiva	Nail symptom/complaint	L60.1,L60.4,L60.5,L60.9,L62.0*,L62.0*M89.4,L62.8*,M89.4+L62.0,R68.3	L60.1; L60.4; L60.5; L60.9; L62.0; L62.8; R68.3	L60.9	S	1				1 Oireet ja vaivat		T	rumpupalikkasormet	kynsivallintulehdus S09./ sisäänkasvava kynsi S94		S22	Nail symptom/complaint	clubbing	paronychia S09; ingrowing nail S94				S22	2
S23	Kaljuus / hiustenlähtö	Kaljuus / hiustenlähtö	Kaljuus / hiustenlähtö	Hair loss/baldness	L63.0,L63.1,L63.2,L63.8,L63.9,L64.0#,L64.8,L64.9,L65.0#,L65.1#,L65.2#,L65.8#,L65.9#,L66.0,L66.1,L66.2,L66.3,L66.4,L66.8,L66.9	L63.0; L63.1; L63.2; L63.8; L63.9; L64.0; L64.8; L64.9; L65.0; L65.1; L65.2; L65.8; L65.9; L66.0; L66.1; L66.2; L66.3; L66.4; L66.8; L66.9	L64.9	S	1				1 Oireet ja vaivat		T	kaljuuntuminen./pälvikalju			S23	Hair loss/baldness	alopecia					S23	2
S24	Päänahan/hiusten oire/vaiva, muu	Päänahan/hiusten oire/vaiva, muu	Päänahan/hiusten oire/vaiva, muu	Hair/scalp symptom/complaint other	L67.0,L67.1,L67.8,L67.9,L68.0#,L68.1,L68.2,L68.3,L68.8,L68.9	L67.0; L67.1; L67.8; L67.9; L68.0; L68.1; L68.2; L68.3; L68.8; L68.9	L67.9	S	1				1 Oireet ja vaivat		T	hirsutismi./kuiva päänahka./liikakarvoitus	karvojen repimishimo P29./ karvatupentulehdus S10./ hiusten irtoaminen/kaljuus S23./ hilseily S86		S24	Hair/scalp symptom/complaint other	dry scalp; hirsutism	trichotillomania P29; folliculitis S10; hair loss/baldness S23; dandruff S86				S24	2
S26	Huoli/pelko ihosyövästä	Huoli/pelko ihosyövästä	Huoli/pelko ihosyövästä	Fear of cancer of skin	Z71.1	Z71.1	Z71.1	S	1				1 Oireet ja vaivat	potilaan huoli/pelko ihosyövästä  ilman/ ennen varmistettua diagnoosia	T		jos potilaalla on sairaus, luokittele se		S26	Fear of cancer of skin		if the patient has the disease, code the disease	concern about/fear of cancer of skin in a patient without the disease/until the diagnosis is proven			S26	2
S27	Huoli/pelko muusta ihosairaudesta	Huoli/pelko muusta ihosairaudesta	Huoli/pelko muusta ihosairaudesta	Fear of skin disease other	Z71.1	Z71.1	Z71.1	S	1				1 Oireet ja vaivat	potilaan huoli/pelko muusta ihosairaudesta ilman/ennen varmistettua diagnoosia	T		ihosyövän pelko S26./ jos potilaalla on sairaus./luokittele se		S27	Fear of skin disease other		fear of cancer of skin S26; if the patient has the disease, code the disease	concern about/fear of having other skin disease in a patient without the disease/until the diagnosis is proven			S27	2
S28	Toiminnanvajaus, ihon	Toiminnanvajaus, ihon	Toiminnanvajaus, ihon	Limited function/disability (S)	Z73.6	Z73.6	Z73.6	S	1			Ks. COOP/Wonca-taulukot toimintakyvyn kuvaamisessa (luku 8) kirjassa ICPC-2 Perusterveydenhuollon kansainvälinen luokitus (Kuntaliitto 2010)	1 Oireet ja vaivat	iho-ongelmaan liittyvä toiminnanvajaus tai toiminnan rajoittuneisuus	T				S28	Limited function/disability (S)			limitation of function/disability due to a skin problem		The COOP/WONCA Charts are suitable for documenting the patient's functional status (see Chapter 8).	S28	2
S29	Muu ihon oire/vaiva	Muu ihon oire/vaiva	Muu ihon oire/vaiva	Skin symptom/complaint other	R23.3,R23.8	R23.3; R23.8	R23.8	S	1				1 Oireet ja vaivat		T	hiussuonipurkauma./ihomuutos./navan ongelmat./petekkia./selluliitti./spontaani ekkymoosi	krooninen ihohaavauma S97./ arpi S99		S29	Skin symptom/complaint other	cellulite; petechiae; problems with umbilicus; sore(s); spontaneous ecchymosis	Chronic ulcer skin/pressure sore S97; scar S99				S29	2
S30	Iho, Laaja tutkimus/arviointi	Iho, Laaja tutkimus/arviointi	Iho, Laaja terveydentilan arviointi/tarkastus	Skin, Medical examin/health eval complete				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S30	Skin, Medical examination/health evaluation complete	complete examination of one body system or the whole body; complete check-up; well-baby exam; school health care exam for children/youth					S30	2
S31	Iho, Suppea tutkimus/arviointi	Iho, Suppea tutkimus/arviointi	Iho, Suppea terveydentilan arviointi/tarkastus	Skin, Medical examin/health eval partial				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S31	Skin, Medical examination/health evaluation partial	an examination focussed on a specific part of a body system; clinical screening of single health problems, e.g. heart auscultation or blood pressure measurement K31; or body temperature measurement A31					S31	2
S32	Iho, Allergiatutkimus	Iho, Allergiatutkimus	Iho, Allergiatutkimus	Skin, Sensitivity test				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S32	Skin, Sensitivity test	skin prick-test; patch test; Mantoux test; radioallergosorbent test (RAST) test; food challenge; methacholine challenge test	desensitisation -44	tests to detect/exclude allergy	blood test-34		S32	2
S33	Iho, Mikrobiol./immun.koe	Iho, Mikrobiol./immun.koe	Iho, Mikrobiologinen/immunologinen koe	Skin, Microbiological/immunological test				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S33	Skin, Microbiological/immunological test	blood culture; microbiological test of blood; microbiological test of faeces; microbiological test of sputum; microbiological test of throat swab; microbiological test of vaginal swab; antigen or antibody testing e.g. testing for human immunodeficiency virus, human papilloma virus or Hepatitis B; antibody titer	Mantoux test -32; blood group and type -34; semen analysis -38	test relating to bacteria, virus or other micro-organisms	blood test -34; urine test -35; faeces test -36; histological or exfoliative cytology -37;  biopsy of organ/skin -52	Laboratory analyses are classified according to the substrate/substance in which the test is done, whereas microbiological/immunological tests belong to -33 and histological/exfoliative cytology tests to -37.	S33	2
S34	Iho, Veritutkimus	Iho, Veritutkimus	Iho, Veritutkimus	Skin, Blood test				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S34	Skin, Blood test	blood group and type; erythrocyte sedimentation rate (ESR); white blood cell count (WBC); basic metabolic panel; blood hormone level; blood enzyme level; blood drug level; blood alcohol level; C-reactive protein (CRP); prothrombin time (INR); D-dimer; arterial blood gases; calculation of creatinine clearance; blood pregnancy test	radioallergosorbent test (RAST) -32; microbiological/immunological test -33; measurement of creatinine clearance -35; albumin:creatinine ratio -35	a laboratory analysis performed on a blood sample	microbiological/immunological test -33	Laboratory analyses are classified according to the substrate/substance in which the test is done, whereas microbiological/immunological tests belong to -33.	S34	2
S35	Iho, Virtsatutkimus	Iho, Virtsatutkimus	Iho, Virtsatutkimus	Skin, Urine test				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S35	Skin, Urine test	urine strip test; test for drugs in urine; urine pregnancy test; measurement of albumin: creatinine ratio	microscopic examination of urine -37; blood pregnancy test -34; calculation of creatinine clearance -34	a laboratory analysis performed on a urine sample	microbiological/immunological test -33	Laboratory analyses are classified according to the substrate/substance in which the test is done, whereas microbiological/immunological tests belong to -33 and histological/exfoliative cytology tests to -37. 	S35	2
S36	Iho, Ulostetutkimus	Iho, Ulostetutkimus	Iho, Ulostetutkimus	Skin, Faeces test				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S36	Skin, Faeces test	stool ova/cyst/parasites test; test for occult blood	microbiological culture of faeces -33	a laboratory analysis performed on a faeces sample with the exception of microbiological tests		Laboratory analyses are classified according to the substrate/substance in which the test is done, whereas microbiological/immunological tests belong to -33 and histological/exfoliative cytology tests to -37.	S36	2
S37	Iho, Histol./sytol. tutk.	Iho, Histol./sytol. tutk.	Iho, Histologinen/sytologinen tutkimus	Skin, Histological/exfoliative cytology				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S37	Skin, Histological/exfoliative cytology	histological or cytological examination of tissue or fluid retrieved by puncture/biopsy/excision/swabbing/collection; urine cytology; sputum analysis; semen analysis	microbiological test -33; skin scrapings -33	histological or cytological examination of cells collected from the body as a means of detecting cellular changes			S37	2
S38	Iho, Muu lab.tutkimus	Iho, Muu lab.tutkimus	Iho, Muu laboratoriotutkimus	Skin, Other laboratory test NEC				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S38	Skin, Other laboratory test NEC	antenatal chromosome screening; DNA/genetic/chromosome test; paternity test; sweat test; tear drop test; Helicobacter pylori breath test; any other laboratory test not included in the rubrics -32 to -37	exercise tests using imaging -41; electrical tracing -42; Holter monitoring -42				S38	2
S39	Iho, Kliin. toimintakoe	Iho, Kliin. toimintakoe	Iho, Kliininen toimintakoe	Skin, Physical function test				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S39	Skin, Physical function test	tympanometry; audiometry; tonometry; vision test; visual field; colour vision; calorimetric/vestibular function test; spirometry; urinary flowmetry	exercise test using imaging -41; exercise test using electrical tracing -42; Holter monitoring -42; mental function test -43	quantitative test to measure capacity of body functions excluding the mental state 			S39	2
S40	Iho, Diagn. endoskopia	Iho, Diagn. endoskopia	Iho, Diagnostinen endoskopia	Skin, Diagnostic endoscopy				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S40	Skin, Diagnostic endoscopy	rhinoscopy; pharyngoscopy; laryngoscopy; tracheoscopy; bronchoscopy; mediastinoscopy; hysteroscopy; colposcopy; laparoscopy; gastroscopy; colonoscopy; sigmoidoscopy; rectoscopy; anoscopy; arthroscopy	ophtalmoscopy -43; fundoscopy -43; dermoscopy -43	looking inside the body for medical reasons using an endoscope, an instrument used to examine the interior of a hollow organ or cavity of the body			S40	2
S41	Iho, Diagn. Kuvantaminen	Iho, Diagn. Kuvantaminen	Iho, Diagnostinen kuvantaminen	Skin, Diagnostic radiology/imaging				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S41	Skin, Diagnostic radiology/imaging	x-ray/ultrasound imaging; computed tomography (CT); nuclear medicine; positron emission tomography (PET); magnetic resonance imaging (MRI); angiography; bone/thyroid/heart scintigraphy; isotope scanning; thermography	radiotherapy -59	taking images of anatomic structures through the use of electromagnetic radiation or sound waves			S41	2
S42	Iho, Elektrofys. tutk.	Iho, Elektrofys. tutk.	Iho, Elektrofysiologinen tutkimus	Skin, Electrical tracing				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S42	Skin, Electrical tracing	electrocardiogram; exercise electrocardiogram; Holter monitoring; electromyogram (EMG); electroencephalogram (EEG); electronystagmography (ENG)		a test used to measure the electrical activity of an organ (e.g. heart, nerve, brain, muscle)			S42	2
S43	Iho, Muu tutkimus	Iho, Muu tutkimus	Iho, Muu tutkimustoimenpide	Skin, Other diagnostic procedure				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S43	Skin, Other diagnostic procedure	ophtalmoscopy; dermatoscopy; diagnostic laparotomy; dementia test; intelligence test; depression test; anxiety test; skin photo		a skin photo is a photography/video recording for diagnostic purpose			S43	2
S44	Iho, Rokotus / enn.ehk.lääk.	Iho, Rokotus / enn.ehk.lääk.	Iho, Rokotus / ennaltaehkäisevä lääkitys	Skin, Preventive immunization/medic				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S44	Skin, Preventive immunization/medication	active/passive immunization; prophylactic treatment with drugs e.g. malaria prophylaxis; desensitisation		immunization/desensitisation/preventive medication used to avoid conditions/reactions, not present at the time of prescribing	-50 medication; contraceptive medication W11. If contraceptive medication is prescribed for medical reasons, use the code for medication -50.	If the patient has a condition (e.g. hypertension), use the code for medication -50.  	S44	2
S45	Iho, Seuranta/neuvonta	Iho, Seuranta/neuvonta	Iho, Seuranta/terveysneuvonta/ruokavalioneuvonta	Skin, Observ/health educat/advice/diet				S	1				2 Diagnostiset ja ennaltaehkäisevät toimenpiteet		T				S45	Skin, Observation/health education/advice/diet	advice on healthy behaviour; prevention of health problems; advice on pregnancy and family planning; advice on regarding the use of health services; advice on regarding occupational health/social problems; watchful waiting	therapeutic counselling/listening  -58	prevention of health problems and advice on healthy behaviour			S45	2
