CodeId,ShortName,LongName,ParentId,HierarchyLevel,BeginningDate,ExpiringDate,Code1,Code2,English_name,ICD10who_code,exists_in_ICD10who,ICD10who_name,English_name_match_level,ICD10who_match_level
N14.3#,Raskasmetallien aih.nefropatia,Raskasmetallien aiheuttama munuaissairaus,N14,3,1900-01-01,2020-12-31,N14.3,NA,Nephropathy induced by heavy metals,N14.3#,TRUE,Nephropathy induced by heavy metals,0,match_one_code_removing_mark
N14.4#,Muu toks.munuaissairaus,Muualla luokittamaton toksinen munuaissairaus,N14,3,1900-01-01,2020-12-31,N14.4,NA,"Toxic nephropathy, not elsewhere classified",N14.4#,TRUE,"Toxic nephropathy, not elsewhere classified",0,match_one_code_removing_mark
N15,Muut tubulointerstit.nefropati,Muut tubulointerstitiaaliset munuaissairaudet,N10-N16,2,1900-01-01,2020-12-31,N15,NA,Other renal tubulo-interstitial diseases,N15,TRUE,Other renal tubulo-interstitial diseases,0,match_exactly
N15.0,Balkanin munuaissairaus,Balkanin munuaissairaus,N15,3,1900-01-01,2020-12-31,N15.0,NA,Balkan nephropathy,N15.0,TRUE,Balkan nephropathy,0,match_exactly
N15.1,Munuais/perinefrinen paise,Munuaispaise ja/tai munuaisen ympäryspaise,N15,3,1900-01-01,2020-12-31,N15.1,NA,Renal and perinephric abscess,N15.1,TRUE,Renal and perinephric abscess,0,match_exactly
N15.8,Muu tubulointerstit.nefropatia,Muu tubulointerstitiaalinen munuaissairaus,N15,3,1900-01-01,2020-12-31,N15.8,NA,Other specified renal tubulo-interstitial diseases,N15.8,TRUE,Other specified renal tubulo-interstitial diseases,0,match_exactly
N15.9,Tubulointerstit.nefropatia NAS,Määrittämätön tubulointerstitiaalinen munuaissairaus,N15,3,1900-01-01,2020-12-31,N15.9,NA,"Renal tubulo-interstitial disease, unspecified",N15.9,TRUE,"Renal tubulo-interstitial disease, unspecified",0,match_exactly
N16*,"Muut sair,tubuloint.nefropatia",Muualla luokitettuihin sairauksiin liittyvät tubulointerstitiaaliset munuaissairaudet,N10-N16,2,1900-01-01,2020-12-31,N16,NA,Renal tubulo-interstitial disorders in diseases classified elsewhere,N16*,TRUE,Renal tubulo-interstitial disorders in diseases classified elsewhere,0,match_one_code_removing_mark
N16.0*,"Inf/loist,tubuloint,nefropatia",Muualla luokitettuun infektio- tai loistautiin liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.0,NA,Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,N16.0*,TRUE,Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,0,match_one_code_removing_mark
N16.0*A02.2,"Salmon.,tubuloint,nefropatia",Salmonellan aiheuttama munuaisten tubulointerstitiaalinen sairaus,N16*,3,1900-01-01,2020-12-31,N16.0,A02.2,Salmonella renal tubulo-interstitial disease,N16.0,FALSE,Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N16.0*A23.9,"Brusell.,tubuloint,nefropatia",Bruselloosiin liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.0,A23.9,Renal tubulo-interstitial disorders (due to)(in) brucellosis,N16.0,FALSE,Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N16.0*A36.8,"Diphter.,tubuloint,nefropatia",Kurkkumätään liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.0,A36.8,Renal tubulo-interstitial disorders (due to)(in) diphtheria,N16.0,FALSE,Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N16.0*B58.8,"Toksopl.,tubuloint,nefropatia",Toksoplasmoosiin liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.0,B58.8,Renal tubulo-interstitial disorders (due to)(in) toxoplasmosis,N16.0,FALSE,Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,NA,match_first_code
N16.1*,"Kasvainsair,tubuloint.nefropat",Kasvainsairauteen liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.1,NA,Renal tubulo-interstitial disorders in neoplastic diseases,N16.1*,TRUE,Renal tubulo-interstitial disorders in neoplastic diseases,0,match_one_code_removing_mark
N16.1*C90.0,"Plasmasyt,tubuloint.nefropat",Myeloomaan liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.1,C90.0,Renal tubulo-interstitial disorders in multiple myeloma,N16.1,FALSE,Renal tubulo-interstitial disorders in neoplastic diseases,NA,match_first_code
N16.2*,Veri/immun.sair.tub.int.nefrop,Muualla luokitettuun veren ja immuunimekanismin sairauteen liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.2,NA,Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,N16.2*,TRUE,Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,0,match_one_code_removing_mark
N16.2*D86.8,Sarkoid..tub.int.nefrop,Sarkoidoosiin liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.2,D86.8,Renal tubulo-interstitial disorders in sarcoidosis,N16.2,FALSE,Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,NA,match_first_code
N16.2*D89.1,Sekam.kryoglob.tub.int.nefrop,Sekamuotoiseen kryoglobulinemiaan liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.2,D89.1,Renal tubulo-interstitial disorders in mixed cryoglobulinaemia,N16.2,FALSE,Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,NA,match_first_code
N16.3*,"Metab.sair,tubuloint.nefropati",Aineenvaihduntasairauteen liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.3,NA,Renal tubulo-interstitial disorders in metabolic diseases,N16.3*,TRUE,Renal tubulo-interstitial disorders in metabolic diseases,0,match_one_code_removing_mark
N16.3*E72.0,"Kystinoosi,tubuloint.nefropati",Kystinoosiin liittyvä tubulointerstitiaalinen sairaus,N16*,3,1900-01-01,2020-12-31,N16.3,E72.0,Renal tubulo-interstitial disorders in cystinosis,N16.3,FALSE,Renal tubulo-interstitial disorders in metabolic diseases,NA,match_first_code
N16.3*E74.0,"Ghykoneoosi,tubuloint.nefropat",Glykogeenin kertymäsairauteen (glykogenoosiin) liittyvä tubulointerstitiaalinen sairaus,N16*,3,1900-01-01,2020-12-31,N16.3,E74.0,Renal tubulo-interstitial disorders in glycogen storage disease,N16.3,FALSE,Renal tubulo-interstitial disorders in metabolic diseases,NA,match_first_code
N16.3*E83.0,"Hepatolent.degen.,tub.int.nefr",Hepatolentikulaariseen degeneraatioon liittyvä tubulointerstitiaalinen sairaus,N16*,3,1900-01-01,2020-12-31,N16.3,E83.0,Renal tubulo-interstitial disorders in Wilson's disease,N16.3,FALSE,Renal tubulo-interstitial disorders in metabolic diseases,NA,match_first_code
N16.3*E83.50,Hyperkalsemian aih mun.sairaus,Määrittämättömän hyperkalsemian aiheuttama munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.3,E83.50,Nefrocalcinosis NEC,N16.3,FALSE,Renal tubulo-interstitial disorders in metabolic diseases,NA,match_first_code
N16.3*M10.0,Kihdin aiheuttama munuaisvaurio,Kihdin aiheuttama munuaisvaurio,N16*,3,1900-01-01,2020-12-31,N16.3,M10.0,NA,N16.3,FALSE,Renal tubulo-interstitial disorders in metabolic diseases,NA,match_first_code
N16.3*M10.9,Kihdin aih munuaissairaus,Kihdin aiheuttama munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.3,M10.9,NA,N16.3,FALSE,Renal tubulo-interstitial disorders in metabolic diseases,NA,match_first_code
N16.4*,"Syst.sidekudossair,tub.int.sai",Systeemiseen sidekudossairauteen liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.4,NA,Renal tubulo-interstitial disorders in systemic connective tissue disorders,N16.4*,TRUE,Renal tubulo-interstitial disorders in systemic connective tissue disorders,0,match_one_code_removing_mark
N16.4*M32.1,"SLE,tub.int.sai",Systeemiseen lupus erythematosukseen liittyvä tubulointerstitiaalinen sairaus,N16*,3,1900-01-01,2020-12-31,N16.4,M32.1,Renal tubulo-interstitial disorders in systemic lupus erythematosus,N16.4,FALSE,Renal tubulo-interstitial disorders in systemic connective tissue disorders,NA,match_first_code
N16.4*M35.0,"Sjögren,tub.int.sai",Sjögrenin oireyhtymään liittyvä tubulo-interstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.4,M35.0,Sjögren's syndrome with renal tubulo-interstitial disorders+,N16.4,FALSE,Renal tubulo-interstitial disorders in systemic connective tissue disorders,NA,match_first_code
N16.5*,Tubulointerst.rejektionefropat,Siirteen hyljintään liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.5,NA,Renal tubulo-interstitial disorders in transplant rejection,N16.5*,TRUE,Renal tubulo-interstitial disorders in transplant rejection,0,match_one_code_removing_mark
N16.5*T86.9,"Tub.interst.rej.nefropat, ei m",Määrittämättömän siirteen hyljintään liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.5,T86.9,Renal tubulo-interstitial disorder in transplant rejection,N16.5,FALSE,Renal tubulo-interstitial disorders in transplant rejection,NA,match_first_code
N16.8*,"Muu sair,tubuloint.nefropatia",Muualla luokitettuun muuhun sairauteen liittyvä tubulointerstitiaalinen munuaissairaus,N16*,3,1900-01-01,2020-12-31,N16.8,NA,Renal tubulo-interstitial disorders in other diseases classified elsewhere,N16.8*,TRUE,Renal tubulo-interstitial disorders in other diseases classified elsewhere,0,match_one_code_removing_mark
N17,Ak.munuaisten vajaatoiminta,Akuutti munuaisten vajaatoiminta,N17-N19,2,1900-01-01,2020-12-31,N17,NA,Acute renal failure,N17,TRUE,Acute renal failure,0,match_exactly
N17-N19,Munuaisten vajaatoiminta,Munuaisten vajaatoiminta,N00-N99,1,1900-01-01,2020-12-31,N17,N19,Renal failure,NA,FALSE,NA,NA,classification_code
N17.0,"Ak.mun.vajaatoim,tubulusnekroo",Akuutti munuaisten vajaatoiminta ja siihen liittyvä tubulusnekroosi,N17,3,1900-01-01,2020-12-31,N17.0,NA,Acute renal failure with tubular necrosis,N17.0,TRUE,Acute renal failure with tubular necrosis,0,match_exactly
N17.1,"Ak.mun.vajaatoim,kortik.nekr",Akuutti munuaisten vajaatoiminta ja siihen liittyvä akuutti munuaisten kuorikerroksen kuolio,N17,3,1900-01-01,2020-12-31,N17.1,NA,Acute renal failure with acute cortical necrosis,N17.1,TRUE,Acute renal failure with acute cortical necrosis,0,match_exactly
N17.2,"Ak.mun.vajaatoim,ydinnekroosi",Akuutti munuaisten vajaatoiminta ja siihen liittyvä akuutti munuaisten ydinkerroksen kuolio,N17,3,1900-01-01,2020-12-31,N17.2,NA,Acute renal failure with medullary necrosis,N17.2,TRUE,Acute renal failure with medullary necrosis,0,match_exactly
N17.8,Muu ak. munuaisten vajaatoim,Muu akuutti munuaisten vajaatoiminta,N17,3,1900-01-01,2020-12-31,N17.8,NA,Other acute renal failure,N17.8,TRUE,Other acute renal failure,0,match_exactly
N17.9,Ak.munuaisten vajaatoim. NAS,Määrittämätön akuutti munuaisten vajaatoiminta,N17,3,1900-01-01,2020-12-31,N17.9,NA,"Acute renal failure, unspecified",N17.9,TRUE,"Acute renal failure, unspecified",0,match_exactly
N18,Kr.munuaisten vajaatoiminta,Pitkäaikainen munuaisten vajaatoiminta,N17-N19,2,1900-01-01,2020-12-31,N18,NA,Chronic renal failure,N18,TRUE,Chronic kidney disease,11,match_exactly
N18.0,Munuaissairauden loppuvaihe,Munuaissairauden loppuvaihe,N18,3,1900-01-01,2020-12-31,N18.0,NA,End-stage renal disease,N18.0,TRUE,End-stage renal disease,0,match_exactly
N18.8,Muu kr.munuaisten vajaatoimint,Muu pitkäaikainen munuaisten vajaatoiminta,N18,3,1900-01-01,2020-12-31,N18.8,NA,Other chronic renal failure,N18.8,TRUE,Other chronic renal failure,0,match_exactly
N18.8+G63.8,Ureeminen hermosairaus,Ureeminen hermosairaus,N18,3,1900-01-01,2020-12-31,N18.8,G63.8,Uraemic neuropathy,N18.8,FALSE,Other chronic renal failure,NA,match_first_code
N18.8+I32.8,Ureeminen sydänpussitulehdus,Ureeminen sydänpussitulehdus,N18,3,1900-01-01,2020-12-31,N18.8,I32.8,Pericarditis (in) uraemic,N18.8,FALSE,Other chronic renal failure,NA,match_first_code
N18.9,Kr.munuaisten vajaatoimint.NAS,Määrittämätön pitkäaikainen munuaisten vajaatoiminta,N18,3,1900-01-01,2020-12-31,N18.9,NA,"Chronic renal failure, unspecified",N18.9,TRUE,"Chronic kidney disease, unspecified",11,match_exactly
N19,Munuaisten vajaatoiminta NAS,Määrittämätön munuaisten vajaatoiminta,N17-N19,2,1900-01-01,2020-12-31,N19,NA,Unspecified renal failure,N19,TRUE,Unspecified kidney failure,5,match_exactly
N20,Munuaisen/ureterin kivitauti,Munuaisen ja/tai virtsanjohtimen kivitauti,N20-N23,2,1900-01-01,2020-12-31,N20,NA,Calculus of kidney and ureter,N20,TRUE,Calculus of kidney and ureter,0,match_exactly
N20-N23,Virtsakivitauti,Virtsakivitauti,N00-N99,1,1900-01-01,2020-12-31,N20,N23,Urolithiasis,NA,FALSE,NA,NA,classification_code
N20.0,Munuaiskivitauti,Munuaiskivitauti,N20,3,1900-01-01,2020-12-31,N20.0,NA,Calculus of kidney,N20.0,TRUE,Calculus of kidney,0,match_exactly
N20.1,Virtsanjohtimen kivitauti,Virtsanjohtimen kivitauti,N20,3,1900-01-01,2020-12-31,N20.1,NA,Calculus of ureter,N20.1,TRUE,Calculus of ureter,0,match_exactly
N20.2,Munuaisen+ureterin kivitauti,Munuaisen ja virtsanjohtimen kivitauti,N20,3,1900-01-01,2020-12-31,N20.2,NA,Calculus of kidney with calculus of ureter,N20.2,TRUE,Calculus of kidney with calculus of ureter,0,match_exactly
N20.9,Määrittämätön virtsakivitauti,Määrittämätön virtsakivitauti,N20,3,1900-01-01,2020-12-31,N20.9,NA,"Urinary calculus, unspecified",N20.9,TRUE,"Urinary calculus, unspecified",0,match_exactly
N21,Alempien virtsateiden kivitaut,Alempien virtsateiden kivitauti,N20-N23,2,1900-01-01,2020-12-31,N21,NA,Calculus of lower urinary tract,N21,TRUE,Calculus of lower urinary tract,0,match_exactly
N21.0,Virtsarakon kivitauti,Virtsarakon kivitauti,N21,3,1900-01-01,2020-12-31,N21.0,NA,Calculus in bladder,N21.0,TRUE,Calculus in bladder,0,match_exactly
N21.1,Virtsaputken kivitauti,Virtsaputken kivitauti,N21,3,1900-01-01,2020-12-31,N21.1,NA,Calculus in urethra,N21.1,TRUE,Calculus in urethra,0,match_exactly
N21.8,Muu alemp.virtsateid.kivitauti,Muu alempien virtsateiden kivitauti,N21,3,1900-01-01,2020-12-31,N21.8,NA,Other lower urinary tract calculus,N21.8,TRUE,Other lower urinary tract calculus,0,match_exactly
N21.9,Alempien virtsateid.kivitauti,Määrittämätön alempien virtsateiden kivitauti,N21,3,1900-01-01,2020-12-31,N21.9,NA,"Calculus of lower urinary tract, unspecified",N21.9,TRUE,"Calculus of lower urinary tract, unspecified",0,match_exactly
N22*,Muihin sair.liitt.virtsakivit,Muualla luokitettuihin sairauksiin liittyvä virtsakivitauti,N20-N23,2,1900-01-01,2020-12-31,N22,NA,Calculus of urinary tract in diseases classified elsewhere,N22*,TRUE,Calculus of urinary tract in diseases classified elsewhere,0,match_one_code_removing_mark
N22.0*,"Halkiomatotauti,urolithiasis",Halkiomatotautiin liittyvä virtsatiekivitauti,N22*,3,1900-01-01,2020-12-31,N22.0,NA,Urinary calculus in schistosomiasis [bilharziasis],N22.0*,TRUE,Urinary calculus in schistosomiasis [bilharziasis],0,match_one_code_removing_mark
N22.0*B65.9,"Skistosom. NUD,urolithiasis",Skistosomiaasiin liittyvä virtsatiekivitauti,N22*,3,1900-01-01,2020-12-31,N22.0,B65.9,Urinary calculus in schistosomiasis [bilharziasis],N22.0,FALSE,Urinary calculus in schistosomiasis [bilharziasis],NA,match_first_code
N22.8*,Muuhun sair.liitt.urolithiasis,Muualla luokitettuun muuhun sairauteen liittyvä virtsatiekivitauti,N22*,3,1900-01-01,2020-12-31,N22.8,NA,Calculus of urinary tract in other diseases classified elsewhere,N22.8*,TRUE,Calculus of urinary tract in other diseases classified elsewhere,0,match_one_code_removing_mark
N23,Määrittämätön munuaiskoliikki,Määrittämätön munuaiskoliikki,N20-N23,2,1900-01-01,2020-12-31,N23,NA,Unspecified renal colic,N23,TRUE,Unspecified renal colic,0,match_exactly
N25,Tubul.toim.häiriön aih.sairaud,Munuaistiehyiden toimintahäiriöstä aiheutuvat sairaudet,N25-N29,2,1900-01-01,2020-12-31,N25,NA,Disorders resulting from impaired renal tubular function,N25,TRUE,Disorders resulting from impaired renal tubular function,0,match_exactly
N25-N29,Muut mun/virtsanjoh. sairaudet,Muut munuaisen ja virtsanjohtimen sairaudet,N00-N99,1,1900-01-01,2020-12-31,N25,N29,Other disorders of kidney and ureter,NA,FALSE,NA,NA,classification_code
N25.0,Munuaisper. luunkasvuhäiriö,Munuaisperäinen luunkasvuhäiriö,N25,3,1900-01-01,2020-12-31,N25.0,NA,Renal osteodystrophy,N25.0,TRUE,Renal osteodystrophy,0,match_exactly
N25.0+M90.8,Mun.per.luunkasv.häir&luusair.,Munuaisperäiseen luunkasvuhäiriöön liittyvä luusairaus,N25,3,1900-01-01,2020-12-31,N25.0,M90.8,Osteopathy in renal osteodystrophy,N25.0,FALSE,Renal osteodystrophy,NA,match_first_code
N25.1,Munuaisper.diabetes insipidus,Munuaisperäinen diabetes insipidus,N25,3,1900-01-01,2020-12-31,N25.1,NA,Nephrogenic diabetes insipidus,N25.1,TRUE,Nephrogenic diabetes insipidus,0,match_exactly
N25.8,Muu tubul.toim.häir.aih.sair,Muu munuaistiehyiden toimintahäiriöstä aiheutuva sairaus,N25,3,1900-01-01,2020-12-31,N25.8,NA,Other disorders resulting from impaired renal tubular function,N25.8,TRUE,Other disorders resulting from impaired renal tubular function,0,match_exactly
N25.9,Tubul. vajaatoim.aih.sair.NAS,Määrittämätön munuaistiehyiden vajaatoiminnasta aiheutunut sairaus,N25,3,1900-01-01,2020-12-31,N25.9,NA,"Disorder resulting from impaired renal tubular function, unspecified",N25.9,TRUE,"Disorder resulting from impaired renal tubular function, unspecified",0,match_exactly
N26,Kutistusmunuainen NAS,Määrittämätön kutistusmunuainen,N25-N29,2,1900-01-01,2020-12-31,N26,NA,Unspecified contracted kidney,N26,TRUE,Unspecified contracted kidney,0,match_exactly
N27,"Munuaisen pienuus,syy tuntemat",Tuntemattomasta syystä aiheutunut munuaisen pienuus,N25-N29,2,1900-01-01,2020-12-31,N27,NA,Small kidney of unknown cause,N27,TRUE,Small kidney of unknown cause,0,match_exactly
N27.0,Toisen munuaisen pienuus,Toisen munuaisen pienuus,N27,3,1900-01-01,2020-12-31,N27.0,NA,"Small kidney, unilateral",N27.0,TRUE,"Small kidney, unilateral",0,match_exactly
N27.1,Molempien munuaisten pienuus,Molempien munuaisten pienuus,N27,3,1900-01-01,2020-12-31,N27.1,NA,"Small kidney, bilateral",N27.1,TRUE,"Small kidney, bilateral",0,match_exactly
N27.9,Munuaisen pienuus NAS,Määrittämätön munuaisen pienuus,N27,3,1900-01-01,2020-12-31,N27.9,NA,"Small kidney, unspecified",N27.9,TRUE,"Small kidney, unspecified",0,match_exactly
N28,Muut mun/ureterin sairaudet,Muualla luokittamattomat muut munuaisen ja virtsanjohtimen sairaudet,N25-N29,2,1900-01-01,2020-12-31,N28,NA,"Other disorders of kidney and ureter, not elsewhere classified",N28,TRUE,"Other disorders of kidney and ureter, not elsewhere classified",0,match_exactly
