code,name_fi,name_en,name_en_source
5714X,HEPATITIS CHRONICA ALIA SEU NUD,"Chronic liver disease and cirrhosis, Chronic hepatitis",ICD9_code_match(parent_match)
5715A,MAKSAKIRROOSI (EI ALKOHOLIN AIHEUTTAMA),"Chronic liver disease and cirrhosis, Cirrhosis of liver without mention of alcohol",ICD9_code_match(unique_parent_match)
5716A,CIRRHOSIS BILIARIS PRIMARIA,"Chronic liver disease and cirrhosis, Biliary cirrhosis",ICD9_code_match(parent_match)
5716X,CIRRHOSIS BILIARIS ALIA,"Chronic liver disease and cirrhosis, Biliary cirrhosis",ICD9_code_match(parent_match)
5718X,RASVAMAKSA (EI ALKOHOLIN AIHEUTTAMA),"Chronic liver disease and cirrhosis, Other chronic nonalcoholic liver disease",ICD9_code_match(unique_parent_match)
5719X,MORBI HEPATIS NONALCOHOLICI ALII SEU NUD,"Chronic liver disease and cirrhosis, Unspecified chronic liver disease without mention of alcohol",ICD9_code_match(unique_parent_match)
572,MAKSA-ABSKESSI JA MUIDEN MAKSASAIRAUKSIEN SEURAAMUK,Liver abscess and sequelae of chronic liver disease,ICD9_code_match(full_match)
5720A,ABSCESSUS HEPATIS,"Liver abscess and sequelae of chronic liver disease, Abscess of liver",ICD9_code_match(unique_parent_match)
5721A,PHLEBITIS VENAE PORTAE,"Liver abscess and sequelae of chronic liver disease, Portal pyaemia",ICD9_code_match(unique_parent_match)
5722A,COMA HEPATICUM,"Liver abscess and sequelae of chronic liver disease, Hepatic coma",ICD9_code_match(unique_parent_match)
5723A,PORTTILASKIMOHYPERTONIA,"Liver abscess and sequelae of chronic liver disease, Portal hypertension",ICD9_code_match(unique_parent_match)
5724A,SYNDROMA HEPATORENALE,"Liver abscess and sequelae of chronic liver disease, Hepatorenal syndrome",ICD9_code_match(unique_parent_match)
5728X,SEQUELAE MORBI HEPATIS CHRONICI ALIA DEFINITA,"Liver abscess and sequelae of chronic liver disease, Other sequelae of chronic liver disease",ICD9_code_match(unique_parent_match)
573,ALII MORBI HEPATIS,Other disorders of liver,ICD9_code_match(full_match)
5733A,TOKSINEN HEPATIITTI,"Other disorders of liver, Hepatitis, unspecified",ICD9_code_match(unique_parent_match)
5734A,INFARCTUS HEPATIS,"Other disorders of liver, Hepatic infarction",ICD9_code_match(unique_parent_match)
5738A,PERIHEPATITIS,"Other disorders of liver, Other specified disorders of liver",ICD9_code_match(parent_match)
5738X,MORBUS HEPATIS ALIA DEFINITA,"Other disorders of liver, Other specified disorders of liver",ICD9_code_match(parent_match)
5739X,MORBUS HEPATIS  NUD,"Other disorders of liver, Unspecified disorder of liver",ICD9_code_match(unique_parent_match)
574,CHOLELITHIASIS,Cholelithiasis,ICD9_code_match(full_match)
5740A,"CHOLECYSTOLITHIASIS CUM CHOLECYSTITIDE AC,SINE OBST","Cholelithiasis, Calculus of gallbladder with acute cholecystitis",ICD9_code_match(parent_match)
5740B,"CHOLECYSTOLITHIASIS CUM CHOLECYSTITIDE AC,CUM OBSTR","Cholelithiasis, Calculus of gallbladder with acute cholecystitis",ICD9_code_match(parent_match)
5741A,"CHOLECYSTOLITHIASIS CUM CHOLECYSTITIDE CHR,SINE OBS","Cholelithiasis, Calculus of gallbladder with other cholecystitis",ICD9_code_match(parent_match)
5741B,"CHOLECYSTOLITHIASIS CUM CHOLECYSTITIDE CHR,CUM OBST","Cholelithiasis, Calculus of gallbladder with other cholecystitis",ICD9_code_match(parent_match)
5742A,"CHOLECYSTOLITHIASIS SINE CHOLECYSTITIDE,SINE OBSTR","Cholelithiasis, Calculus of gallbladder without mention of cholecystitis",ICD9_code_match(parent_match)
5742B,"CHOLECYSTOLITHIASIS SINE CHOLECYSTITIDE,CUM OBSTR","Cholelithiasis, Calculus of gallbladder without mention of cholecystitis",ICD9_code_match(parent_match)
5743A,"CHOLEDOCHOLITHIASIS CUM CHOLECYSTITIDE AC,SINE OBST","Cholelithiasis, Calculus of bile duct with acute cholecystitis",ICD9_code_match(parent_match)
5743B,"CHOLEDOCHOLITHIASIS CUM CHOLECYSTITIDE AC,CUM OBSTR","Cholelithiasis, Calculus of bile duct with acute cholecystitis",ICD9_code_match(parent_match)
5744A,"CHOLEDOCHOLITHIASIS CUM CHOLECYSTITIDE CHR,SINE OBS","Cholelithiasis, Calculus of bile duct with other cholecystitis",ICD9_code_match(parent_match)
5744B,"CHOLEDOCHOLITHIASIS CUM CHOLECYSTITIDE CHR,CUM OBST","Cholelithiasis, Calculus of bile duct with other cholecystitis",ICD9_code_match(parent_match)
5745A,"CHOLEDOCHOLITHIASIS SINE CHOLECYSTITIDE,SINE OBSTR","Cholelithiasis, Calculus of bile duct without mention of cholecystitis",ICD9_code_match(parent_match)
5745B,"CHOLEDOCHOLITHIASIS SINE CHOLECYSTITIDE,CUM OBSTR","Cholelithiasis, Calculus of bile duct without mention of cholecystitis",ICD9_code_match(parent_match)
575,MUUT SAPPIRAKON SAIRAUDET,Other disorders of gallbladder,ICD9_code_match(full_match)
5750A,CHOLECYSTITIS ACUTA SINE CHOLELITHIASI,"Other disorders of gallbladder, Acute cholecystitis",ICD9_code_match(unique_parent_match)
5751A,CHOLECYSTITIS ALIA,"Other disorders of gallbladder, Other cholecystitis",ICD9_code_match(unique_parent_match)
5753A,HYDROPS VESICAE FELLAE,"Other disorders of gallbladder, Hydrops of gallbladder",ICD9_code_match(unique_parent_match)
5754A,PERFORATIO VESICAE FELLAE,"Other disorders of gallbladder, Perforation of gallbladder",ICD9_code_match(unique_parent_match)
5755A,FISTULA VESICAE FELLAE,"Other disorders of gallbladder, Fistula of gallbladder",ICD9_code_match(unique_parent_match)
5756A,CHOLESTEROSIS VESICAE FELLAE,"Other disorders of gallbladder, Cholesterolosis of gallbladder",ICD9_code_match(unique_parent_match)
5758X,MUU SAPPIRAKON SAIRAUS,"Other disorders of gallbladder, Other specified disorders of gallbladder",ICD9_code_match(unique_parent_match)
5759X,SAPPIRAKON SAIRAUS NUD,"Other disorders of gallbladder, Unspecified disorder of gallbladder",ICD9_code_match(unique_parent_match)
576,MUUT SAPPITEIDEN SAIRAUDET,Other disorders of biliary tract,ICD9_code_match(full_match)
5760A,SYNDROMA POST CHOLECYSTECTOMIAM,"Other disorders of biliary tract, Postcholecystectomy syndrome",ICD9_code_match(unique_parent_match)
5761A,CHOLANGITIS SUPPURATIVA,"Other disorders of biliary tract, Cholangitis",ICD9_code_match(parent_match)
5761B,CHOLANGITIS CHRONICA,"Other disorders of biliary tract, Cholangitis",ICD9_code_match(parent_match)
5761C,CHOLANGITIS SCLEROSIVA,"Other disorders of biliary tract, Cholangitis",ICD9_code_match(parent_match)
5761X,CHOLANGITIS ALIA,"Other disorders of biliary tract, Cholangitis",ICD9_code_match(parent_match)
5762A,OBSTRUCTIO DUCTUS CHOLEDOCHI (SINE CHOLEDOCHOLITH.),"Other disorders of biliary tract, Obstruction of bile duct",ICD9_code_match(unique_parent_match)
5763A,PERFORATIO DUCTUS DUCTUS CHOLEDOCHI (NONTRAUMATICA),"Other disorders of biliary tract, Perforation of bile duct",ICD9_code_match(unique_parent_match)
5764A,FISTULA DUCTUS CHOLEDOCHI,"Other disorders of biliary tract, Fistula of bile duct",ICD9_code_match(unique_parent_match)
5765A,SPASMUS SPHINCTERIS ODDI,"Other disorders of biliary tract, Spasm of sphincter of Oddi",ICD9_code_match(unique_parent_match)
5768X,MUU SAPPITIESAIRAUS,"Other disorders of biliary tract, Other specified disorders of biliary tract",ICD9_code_match(unique_parent_match)
5769X,SAPPITIESAIRAUS NUD,"Other disorders of biliary tract, Unspecified disorder of biliary tract",ICD9_code_match(unique_parent_match)
577,MORBI PANCREATIS,Diseases of pancreas,ICD9_code_match(full_match)
5770A,PANCREATITIS ACUTA NONALCOHOLICA NONHAEMORRHAGICA,"Diseases of pancreas, Acute pancreatitis",ICD9_code_match(parent_match)
5770B,PANCREATITIS ACUTA NONALCOHOLICA HAEMORRHAGICA,"Diseases of pancreas, Acute pancreatitis",ICD9_code_match(parent_match)
5770C,PANCREATITIS ACUTA NONALCOHOLICA RECIDIVANS,"Diseases of pancreas, Acute pancreatitis",ICD9_code_match(parent_match)
5770D,PANCREATITIS ACUTA ALCOHOLICA NONHAEMORHAGICA,"Diseases of pancreas, Acute pancreatitis",ICD9_code_match(parent_match)
5770E,PANCREATITIS ACUTA ALCOHOLICAHAEMORRHAGICA,"Diseases of pancreas, Acute pancreatitis",ICD9_code_match(parent_match)
5770F,PANCREATITIS ACUTA ALCOHOLICA RECIDIVANS,"Diseases of pancreas, Acute pancreatitis",ICD9_code_match(parent_match)
5771A,PANCREATITIS CHRONICA NONALCOHOLICA RECIDIVANS,"Diseases of pancreas, Chronic pancreatitis",ICD9_code_match(parent_match)
5771B,PANCREATITIS CHRONICA NONALCOHOLICA NUD,"Diseases of pancreas, Chronic pancreatitis",ICD9_code_match(parent_match)
5771C,PANCREATITIS CHRONICA ALCOHOLICA RECIDIVANS,"Diseases of pancreas, Chronic pancreatitis",ICD9_code_match(parent_match)
5771D,PANCREATITIS CHRONICA ALCOHOLICA NUD,"Diseases of pancreas, Chronic pancreatitis",ICD9_code_match(parent_match)
5772A,CYSTA ET PSEUDOCYSTA PANCREATIS,"Diseases of pancreas, Cyst and pseudocyst of pancreas",ICD9_code_match(parent_match)
5772B,ABSCESSUS PANCREATIS,"Diseases of pancreas, Cyst and pseudocyst of pancreas",ICD9_code_match(parent_match)
5778A,HAIMAFISTELI,"Diseases of pancreas, Other specified diseases of pancreas",ICD9_code_match(parent_match)
5778X,MUU HAIMASAIRAUS,"Diseases of pancreas, Other specified diseases of pancreas",ICD9_code_match(parent_match)
5779X,HAIMASAIRAUS NUD,"Diseases of pancreas, Unspecified disease of pancreas",ICD9_code_match(unique_parent_match)
578,HAEMORRHAGIA INTESTINALIS,Gastro-intestinal haemorrhage,ICD9_code_match(full_match)
5780A,HAEMATEMESIS,"Gastro-intestinal haemorrhage, Haematemesis",ICD9_code_match(unique_parent_match)
5781A,MELAENA,"Gastro-intestinal haemorrhage, Melaena",ICD9_code_match(parent_match)
5781B,HAEMORRHAGIA EX ANO,"Gastro-intestinal haemorrhage, Melaena",ICD9_code_match(parent_match)
579,MALABSORPTIO,Intestinal malabsorption,ICD9_code_match(full_match)
5790A,COELIACIA,"Intestinal malabsorption, Coeliac disease",ICD9_code_match(unique_parent_match)
5791A,TROPICAL SPRUE,"Intestinal malabsorption, Tropical sprue",ICD9_code_match(unique_parent_match)
5792A,BLIND LOOP SYNDROME,"Intestinal malabsorption, Blind loop syndrome",ICD9_code_match(unique_parent_match)
5793A,SHORT BOWEL SYNDROME,"Intestinal malabsorption, Other and unspecified postsurgical nonabsorption",ICD9_code_match(parent_match)
5793B,MALABSORPTIO POSTOPERATIVA ALIA,"Intestinal malabsorption, Other and unspecified postsurgical nonabsorption",ICD9_code_match(parent_match)
5794A,STEATORRHOEA PANCREATIS,"Intestinal malabsorption, Pancreatic steatorrhoea",ICD9_code_match(unique_parent_match)
5798A,RUOKA-AINEALLERGIAAN LIITTYVÄ MALABSORPTIO,"Intestinal malabsorption, Other specified intestinal malabsorption",ICD9_code_match(parent_match)
5798X,MALABSORPTIO ALIA DEFINITA,"Intestinal malabsorption, Other specified intestinal malabsorption",ICD9_code_match(parent_match)
5799X,MALABSORPTIO NUD,"Intestinal malabsorption, Unspecified intestinal malabsorption",ICD9_code_match(unique_parent_match)
580,GLOMERULONEPHRITIS ACUTA,Acute glomerulonephritis,ICD9_code_match(full_match)
5800A,"GLOMERULONEPHRITIS ACUTA DIFFUSA,EI NEFR SDR","Acute glomerulonephritis, With lesion of proliferative glomerulonephritis",ICD9_code_match(parent_match)
5800B,"GLOMERULONEPHRITIS ACUTA DIFFUSA,NEFR SDR","Acute glomerulonephritis, With lesion of proliferative glomerulonephritis",ICD9_code_match(parent_match)
5804A,"RAPIDLY PROGRESSIVE GLOMERULONEFR,EI NEFR SDR","Acute glomerulonephritis, With lesion of rapidly progressive glomerulonephritis",ICD9_code_match(parent_match)
5804B,"RAPIDLY PROGRESSIVE GLOMERULONEFR,NEFR SDR","Acute glomerulonephritis, With lesion of rapidly progressive glomerulonephritis",ICD9_code_match(parent_match)
5808A,"GLOMERULONEPHRITIS ACUTA ALIA,EI NEFR SDR","Acute glomerulonephritis, With other specified pathological lesion in kidney",ICD9_code_match(parent_match)
5808B,"GLOMERULONEPHRITIS ACUTA ALIA,NEFR SDR","Acute glomerulonephritis, With other specified pathological lesion in kidney",ICD9_code_match(parent_match)
5809A,"GLOMERULONEPHRITIS ACUTA NUD,EI NEFR SDR",Acute glomerulonephritis with unspecified pathological lesion in kidney,ICD9_code_match(parent_match)
5809B,"GLOMERULONEPHRITIS ACUTA NUD,NEFR SDR",Acute glomerulonephritis with unspecified pathological lesion in kidney,ICD9_code_match(parent_match)
581,SYNDROMA NEPHROTICUM,Nephrotic syndrome,ICD9_code_match(full_match)
5813A,MINIMAL CHANGE GLOMERULONEPHRITIS,"Nephrotic syndrome, With lesion of minimal change glomerulonephritis",ICD9_code_match(unique_parent_match)
5818X,SYNDROMA NEPHROTICUM ALIA DEFINITA,"Nephrotic syndrome, With other specified pathological lesion in kidney",ICD9_code_match(unique_parent_match)
5819X,SYNDROMA NEPHROTICUM NUD,Nephrotic syndrome with unspecified pathological lesion in kidney,ICD9_code_match(unique_parent_match)
582,GLOMERULONEPHRITIS CHRONICA,Chronic glomerulonephritis,ICD9_code_match(full_match)
5820A,"GLOMERULONEPHRITIS CHRONICA PROLIF,EI NEFR SDR","Chronic glomerulonephritis, With lesion of proliferative glomerulonephritis",ICD9_code_match(parent_match)
5820B,"GLOMERULONEPHRITIS CHRONICA PROLIF,NEFR SDR","Chronic glomerulonephritis, With lesion of proliferative glomerulonephritis",ICD9_code_match(parent_match)
5821A,"GLOMERULONEPHRITIS CHRONICA MEMBRANACEA,EI NEFR SDR","Chronic glomerulonephritis, With lesion of membranous glomerulonephritis",ICD9_code_match(parent_match)
5821B,"GLOMERULONEPHRITIS CHRONICA MEMBRANACEA,NEFR SDR","Chronic glomerulonephritis, With lesion of membranous glomerulonephritis",ICD9_code_match(parent_match)
5822A,"GLOMERULONEPHRITIS CHRONICA MESANGIOCAP,EI NEFR SDR","Chronic glomerulonephritis, With lesion of membranoproliferative glomerulonephritis",ICD9_code_match(parent_match)
5822B,"GLOMERULONEPHRITIS CHRONICA MESANGIOCAP,NEFR SDR","Chronic glomerulonephritis, With lesion of membranoproliferative glomerulonephritis",ICD9_code_match(parent_match)
5824A,"CRESCENT GLOMERULONEPHRITIS ,EI NEFR SDR","Chronic glomerulonephritis, With lesion of rapidly progressive glomerulonephritis",ICD9_code_match(parent_match)
5824B,"CRESCENT GLOMERULONEPHRITIS ,NEFR SDR","Chronic glomerulonephritis, With lesion of rapidly progressive glomerulonephritis",ICD9_code_match(parent_match)
5828A,"GLOMERULONEPHRITIS CHRONICA ALIA DEF,EI NEFR SDR","Chronic glomerulonephritis, With other specified pathological lesion in kidney",ICD9_code_match(parent_match)
5828B,"GLOMERULONEPHRITIS CHRONICA ALIA DEF,NEFR SDR","Chronic glomerulonephritis, With other specified pathological lesion in kidney",ICD9_code_match(parent_match)
5829A,"GLOMERULONEPHRITIS CHRONICA NUD ,EI NEFR SDR",Chronic glomerulonephritis with unspecified pathological lesion in kidney,ICD9_code_match(parent_match)
5829B,"GLOMERULONEPHRITIS CHRONICA NUD ,NEFR SDR",Chronic glomerulonephritis with unspecified pathological lesion in kidney,ICD9_code_match(parent_match)
583,NEPHRITIS ALIA ET NUD,"Nephritis and nephropathy, not specified as acute or chronic",ICD9_code_match(full_match)
5838A,NEPHRITIS INTERSTITIALIS CHRONICA E PHARMACA,"Nephritis and nephropathy, not specified as acute or chronic, With other specified pathological lesion in kidney",ICD9_code_match(parent_match)
5838B,NEPHRITIS INTERSTITIALIS CHRONICA TOXICA,"Nephritis and nephropathy, not specified as acute or chronic, With other specified pathological lesion in kidney",ICD9_code_match(parent_match)
5838C,NEPHRITIS INTERSTITIALIS CHRONICA INFECTIOSA,"Nephritis and nephropathy, not specified as acute or chronic, With other specified pathological lesion in kidney",ICD9_code_match(parent_match)
5838D,NEPHRITIS INTERSTITIAL CHRON CUM NECROSI PAPILLARI,"Nephritis and nephropathy, not specified as acute or chronic, With other specified pathological lesion in kidney",ICD9_code_match(parent_match)
5838X,NEPHRITIS INTERSTITIALIS CHRONICA ALIA DEFINITA,"Nephritis and nephropathy, not specified as acute or chronic, With other specified pathological lesion in kidney",ICD9_code_match(parent_match)
5839X,NEPHRITIS INTERSTITIALIS NUD,"Nephritis and nephropathy, not specified as acute or chronic, With unspecified pathological lesion in kidney",ICD9_code_match(unique_parent_match)
584,INSUFFICIENTIA RENIS ACUTA,Acute renal failure,ICD9_code_match(full_match)
5845A,NEPHROPATHIA TUBULOINTERSTITIALIS ACUTA E PHARMACO,"Acute renal failure, With lesion of tubular necrosis",ICD9_code_match(parent_match)
5845B,NEPHROPATHIA TUBULOINTERSTITIALIS ACUTA TOXICA,"Acute renal failure, With lesion of tubular necrosis",ICD9_code_match(parent_match)
5845C,NEPHROPATHIA TUBULOINTERSTITIALIS ACUTA INFECTIOSA,"Acute renal failure, With lesion of tubular necrosis",ICD9_code_match(parent_match)
5845D,NEPHROPAT TUBULOINTERSTIT AC CUM NECROSI PAPILLARI,"Acute renal failure, With lesion of tubular necrosis",ICD9_code_match(parent_match)
5845E,NEPHROPATHIA TUBULOINTERSTITIALIS ACUTA ALIA DEFIN,"Acute renal failure, With lesion of tubular necrosis",ICD9_code_match(parent_match)
5845X,NEPHROPATHIA TUBULOINTERSTITIALIS ACUTA NUD,"Acute renal failure, With lesion of tubular necrosis",ICD9_code_match(parent_match)
5846A,NEPHROPAT TUBULOINTERSTIT AC CUM NECROSI CORTIC AC,"Acute renal failure, With lesion of renal cortical necrosis",ICD9_code_match(unique_parent_match)
5847A,NECROSIS PAPILLARIS ACUTA,"Acute renal failure, With lesion of renal medullary [papillary] necrosis",ICD9_code_match(unique_parent_match)
5848X,INSUFFICIENTIA RENIS ACUTA ALIA DEFINITA,"Acute renal failure, With other specified pathological lesion in kidney",ICD9_code_match(unique_parent_match)
5849X,INSUFFICIENTIA RENIS ACUTA NUD,"Acute renal failure, unspecified",ICD9_code_match(unique_parent_match)
585,INSUFFICIENTIA RENIS CHRONICA,Chronic renal failure,ICD9_code_match(full_match)
5850A,INSUFFICIENTIA RENIS CHRONICA SINE URAEMIA,Chronic renal failure,ICD9_code_match(grandparent_match)
5850B,INSUFFICIENTIA RENIS CHRONICA CUM URAEMIA,Chronic renal failure,ICD9_code_match(grandparent_match)
587,SCLEROSIS RENALIS SECUNDARIA NUD,"Renal sclerosis, unspecified",ICD9_code_match(full_match)
5870A,SCLEROSIS RENALIS SECUNDARIA NUD,"Renal sclerosis, unspecified",ICD9_code_match(grandparent_match)
588,MORBI METABOLICI CAUSA INSUFFICIENTIA RENUM,Disorders resulting from impaired renal function,ICD9_code_match(full_match)
5880A,OSTEODYSTROPHIA RENALIS,"Disorders resulting from impaired renal function, Renal osteodystrophy",ICD9_code_match(unique_parent_match)
5881A,NEFROGEENINEN DIABETES INSIPIDUS,"Disorders resulting from impaired renal function, Nephrogenic diabetes insipidus",ICD9_code_match(unique_parent_match)
