code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date
JW,Ruuansulatuselinleikkausten komplikaatiotoimenpiteet,Reoperations in gastroenterological surgery,Operationer för komplikationer av gastrointestinal kirurgi,THL,1900-01-01,2030-12-31
JWA00,Ruuansulatuselinleikkauksen auenneen leikkaushaavan tarkistaminen,Repair of wound dehiscence in gastroenterological surgery,Revision/sutur av sårruptur efter operationer på matsmältningsorganen,THL,1997-01-01,2030-12-31
JWA01,Ruuansulatuselinleikkauksen tulehtuneen haavaontelon aukaisu ja kanavointi vatsaontelon tähystyksessä,Laparoscopic repair of wound dehiscence in gastroenterological surgery,Perkutan endoskopisk reoperation för djup infektion efter operationer på matsmältningsorganen,THL,2004-01-01,2030-12-31
JWC00,Ruuansulatuselinleikkauksen tulehtuneen haavaontelon aukaisu ja kanavointi,Reoperation for deep infection in gastroenterological surgery,Revision av sårinfektion efter operationer på matsmältningsorganen,THL,1900-01-01,2030-12-31
JWD00,Ruuansulatuselinleikkauksen uusintaleikkaus pinnallisen vuodon vuoksi,Revision gastrointestinal surgery due to superficial bleeding,Reoperation för ytlig blödning efter operationer på matsmältningsorganen,Translator,2004-01-01,2030-12-31
JWE00,Ruuansulatuselinleikkauksen uusintaleikkaus haavan tai haavaontelon vuodon vuoksi,Reoperation for deep haemorrhage in gastroenterological surgery,Revision av sårblödning efter operationer på matsmältningsorganen,THL,1997-01-01,2030-12-31
JWE01,Ruuansulatuselinleikkauksen uusintaleikkaus haavaontelon vuodon vuoksi vatsaontelon tähystyksessä,Laparoscopic revision gastrointestinal surgery due to bleeding in wound cavity,Perkutan endoskopisk reoperation för djup blödning efter operationer på matsmältningsorganen,Translator,2004-01-01,2030-12-31
JWF00,Ruuansulatuselinleikkauksen uusintaleikkaus suoliliitoksen pettämisen vuoksi,Reoperation for insufficiency of anastomosis or suture in gastroenterological surgery,Revision av suturinsufficiens i tarmen efter operationer på matsmältningsorganen,THL,1997-01-01,2030-12-31
JWF01,Uusintaleikkaus suoli- tai tiehytliitoksen pettämisen vuoksi vatsaontelon tähystyksessä,Percutaneous endoscopic reoperation for insufficiency of anastomosis or suture in gastroenterological,Perkutan endoskopisk reoperation för anastomos- eller suturinsufficiens efter operationer på matsmältningsorganen,THL,2004-01-01,2030-12-31
JWW96,Muu ruuansulatuselinleikkauksen uusintaleikkaus,Other reoperation in gastroenterological surgery,Annan reoperation på gastrointestinalkanalen och därtill hörande organ,THL,2004-01-01,2030-12-31
TJD30,Muu gastoenterologinen pientoimenpide,Other minor procedure in gastroenterological surgery,Annan gastroenterologisk mindre åtrgärd,THL,1997-01-01,2000-11-14
JX,Muut vatsaontelon ja ruuansulatuskanavan toimenpiteet,Other procedures on abdomen and abdominal organs,Andra åtgärder på abdominala organ,THL,1900-01-01,2030-12-31
JX_,Muu vatsaontelon elinten diagnostinen radiologia,Other diagnostic radiology of abdomen and abdominal organs,Annan diagnostisk radiogi av adominella organ,THL,1999-01-01,2030-12-31
JH3HE,Vatsa-alueen suppea verrantatutkimus UÄ:llä,Ultrasound examination of an abdominal organ for follow-up after an earlier examination,"UL av buken, begränsad kontrollundersökning (t.ex. lever, njurar m.m. betäckande även uringvägar)",THL,2000-01-01,2002-11-11
JN1AD,Ylävatsan tietokonetomografiatutkimus,CT examination of upper part of abdomen,"Övre del av buken, DT",THL,1999-01-01,2030-12-31
JN1AE,Ylävatsan ultraäänitutkimus,Ultrasound examination of upper part of abdomen,"Övre del av buken, UL",THL,1999-01-01,2030-12-31
JN1AF,Ylävatsan suppea magneettitutkimus keskikenttälaitteella,Simple MRI examination of upper part of abodmen with median intensity magnet,"Övre del av buken, begränsad MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN1AG,Ylävatsan suppea magneettitutkimus,Simple MRI examination of upper part of abodmen with high intensity magnet,"Övre del av buken, begränsad MR",THL,1999-01-01,2030-12-31
JN1AM,Ylävatsan suppea 3 Teslan MT,Upper part of abdomen simple MRI examination with 3 Tesla magnet,"Övre del av buken, begränsad MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN1BD,Ylävatsan laaja tietokonetomografiatutkimus,Extensive CT examination of upper part of abdomen,"Övre del av buken, omfattande DT",THL,1999-01-01,2030-12-31
JN1BF,Ylävatsan magneettitutkimus keskikenttälaitteella,MRI examination of upper part of abodmen with median intensity magnet,"Övre del av buken, MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN1BG,Ylävatsan magneettitutkimus,MRI examination of upper part of abodmen with high intensity magnet,"Övre del av buken, MR",THL,1999-01-01,2030-12-31
JN1BM,Ylävatsan 3 Teslan MT,Upper part of abdomen MRI examination with 3 Tesla magnet,"Övre del av buken, MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN1CD,Ylävatsan erittäin laaja tietokonetomografiatutkimus,Very extensive CT examination of upper part of abdomen,"Övre del av buken, mycket omfattande DT",THL,1999-01-01,2030-12-31
JN1CF,Ylävatsan laaja magneettitutkimus keskikenttälaitteella,Extensive MRI examination of upper part of abdomen with median intensity magnet,"Övre del av buken, omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN1CG,Ylävatsan laaja magneettitutkimus,Extensive MRI examination of upper part of abdomen with high intensity magnet,"Övre del av buken, omfattande MR",THL,1999-01-01,2030-12-31
JN1CM,Ylävatsan laaja 3 Teslan MT,Upper part of abdomen extensive MRI examination with 3 Tesla magnet,"Övre del av buken, omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN1DF,Ylävatsan erittäin laaja magneettitutkimus keskikenttälaitteella,Very extensive MRI examination of upper part of abdomen with median intensity magnet,"Övre del av buken, mycket omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN1DG,Ylävatsan erittäin laaja magneettitutkimus,Very extensive MRI examination of upper part of abdomen with high intensity magnet,"Övre del av buken, mycket omfattande MR",THL,1999-01-01,2030-12-31
JN1DM,Ylävatsan erittäin laaja 3 Teslan MT,Upper part of abdomen very extensive MRI examination with 3 Tesla magnet,"Övre del av buken, mycket omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN1DS,Ylävatsan aineenvaihdunnan PET-magneettitutkimus,PET-MRI of metabolism in upper abdomen,"Övre del av buken, metabolisk PET-MRI",Translator,2014-01-01,2030-12-31
JN1XD,Ylävatsan muu TT,Other CT examination of upper part of abdomen,DT av övre delen av buken (övrig),THL,1999-01-01,2002-11-11
JN2AD,Alavatsan tietokonetomografiatutkimus,CT examination of lower part of abdomen,"Nedre del av buken, DT",THL,1999-01-01,2030-12-31
JN2AE,Alavatsan ultraäänitutkimus,Ultrasound examination of lower part of abdomen without contrast,"Nedre del av buken, UL",THL,1999-01-01,2030-12-31
JN2BD,Alavatsan laaja tietokonetomografiatutkimus,Extensive CT exmaniation of lower part of abdomen,"Nedre del av buken, omfattande DT",THL,1999-01-01,2030-12-31
JN2BF,Alavatsan magneettitutkimus keskikenttälaitteella,MRI examination of lower part of abdoment with median intensity magnet,"Nedre del av buken, MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN2BG,Alavatsan magneettitutkimus,MRI examination of lower part of abdoment with high intensity magnet,"Nedre del av buken, MR",THL,1999-01-01,2030-12-31
JN2BM,Alavatsan 3 Teslan MT,Lower part of abdomen MRI examination with Tesla magnet,"Nedre del av buken, MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN2CD,Alavatsan erittäin laaja TT,Very extensive CT examination of lower part of abdomen,"Nedre del av buken, mycket omfattande DT",THL,1999-01-01,2010-12-31
JN2CF,Alavatsan laaja magneettitutkimus keskikenttälaitteella,Extensive MRI examination of lower part of abdoment with median intensity magnet,"Nedre del av buken, omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN2CG,Alavatsan laaja magneettitutkimus,Extensive MRI examination of lower part of abdoment with high intensity magnet,"Nedre del av buken, omfattande MR",THL,1999-01-01,2030-12-31
JN2CM,Alavatsan laaja 3 Teslan MT,Lower part of abdomen extensive MRI examination with Tesla magnet,"Nedre del av buken, omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN2DF,Alavatsan erittäin laaja magneettitutkimus keskikenttälaitteella,Very extensive MRI examination of lower part of abdoment with median intensity magnet,"Nedre del av buken, mycket omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN2DG,Alavatsan erittäin laaja magneettitutkimus,Very extensive MRI examination of lower part of abdoment with high intensity magnet,"Nedre del av buken, mycket omfattande MR",THL,1999-01-01,2030-12-31
JN2DM,Alavatsan erittäin laaja 3 Teslan MT,Lower part of abdomen very extensive MRI examination with Tesla magnet,"Nedre del av buken, mycket omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN2DS,Alavatsan aineenvaihdunnan PET-magneettitutkimus,PET-MRI of metabolism in lower abdomen,"Nedre del av buken, metabolisk PET-MRI",Translator,2014-01-01,2030-12-31
JN2XD,Alavatsan muu TT,Other CT examination of lower part of abdomen,DT av nedre delen av buken (övrig),THL,1999-01-01,2002-11-11
JN3AA,Vatsan röntgen,Abdominal X-ray examination without contrast,"Buköversikt, röntgen",THL,1999-01-01,2030-12-31
JN3AD,Vatsan tietokonetomografiatutkimus,Abdominal CT examination,"Buk, DT",THL,1999-01-01,2030-12-31
JN3AE,Vatsan ultraäänitutkimus,Abdominal ultrasound examination,"Buk, UL",THL,1999-01-01,2030-12-31
JN3BD,Vatsan laaja tietokonetomografiatutkimus,Extensive abdominal CT,"Buk, omfattande DT",THL,1999-01-01,2030-12-31
JN3BF,Vatsan magneettitutkimus keskikenttälaitteella,MRI examination of abdomen with median intensity magnet,"Buk, MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN3BG,Vatsan magneettitutkimus,MRI examination of abdomen with high intensity magnet,"Buk, MR",THL,1999-01-01,2030-12-31
JN3BM,Vatsan 3 Teslan MT,Abdominal MRI examination with 3 Tesla magnet,"Buk, MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN3CA,Vatsan tai lantion alueen suppea röntgen,Simple X-ray examination of abdomen and pelvis,Enkel röntgenbild av buk eller bäcken,THL,1999-01-01,2030-12-31
JN3CD,Vatsan erittäin laaja tietokonetomografiatutkimus,Abdominal CT examination both without and with contrast,"Buk, mycket omfattande DT",THL,1999-01-01,2030-12-31
JN3CF,Vatsan laaja magneettitutkimus keskikenttälaitteella,Extensive MRI examination of abdomen with median intensity magnet,"Buk, omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN3CG,Vatsan laaja magneettitutkimus,Extensive MRI examination of abdomen with high intensity magnet,"Buk, omfattande MR",THL,1999-01-01,2030-12-31
JN3CM,Vatsan laaja 3 Teslan MT,Abdominal extensive MRI examination with 3 Tesla magnet,"Buk, omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN3DE,Vatsan laaja ultraäänitutkimus virtausmittauksineen elinsiirron jälkeen,Abdominal extensive ultrasoudn examination with blood flow measurements after transplantation,"Buk, omfattande UL med flödesmätningar efter organtransplantation",THL,1999-01-01,2030-12-31
JN3DF,Vatsan erittäin laaja magneettitutkimus keskikenttälaitteella,Very extensive MRI examination with median intensity magnet,"Buk, mycket omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
JN3DG,Vatsan erittäin laaja magneettitutkimus,Very extensive MRI examination with high intensity magnet,"Buk, mycket omfattande MR",THL,1999-01-01,2030-12-31
JN3DM,Vatsan erittäin laaja 3 Teslan MT,Abdominal very extensive MRI examination with 3 Tesla magnet,"Buk, mycket omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
JN3GE,Vatsan alueen intraoperatiivinen ultraäänitutkimus,Intraoperative ultrasound examination of abdomen,"Buk, intraoperativt UL",Translator,2011-01-01,2030-12-31
JN3HA,Vatsan tai lantion alueen tomografia,Tomography of abdominal or pelvic organs,Tomografi av bukorganen eller bäckenet,THL,1999-01-01,2010-12-31
JN3HD,Vatsan rasvamittaus-TT,Mesurement of abdominell fat with CT,Mätning av abdominal fett med TT,THL,2009-01-01,2030-12-31
JN3HE,Vatsa-alueen suppea seurantaultraäänitutkimus,Simple abdominal follow-up ultrasound,"Buk, begränsad kontrollundersökning med UL",THL,2004-01-01,2030-12-31
JN3KE,Vatsaelimen ultraäänitutkimus varjoainetta käyttäen,Abdominal ultrasound with added contrast,"Bukorgan, UL med kontrastmedel",THL,2004-01-01,2030-12-31
JN3XD,Vatsan muu TT,Other CT examination of abdomen,DT av hela buken (övrig),THL,1999-01-01,2002-11-11
JN5LT,Vartalon tai raajan alueen suonimalformaation skleroterapia suoralla punktiolla,Sclerotherapy with direct puncture body area,Skleroterpi med direkt punktion i kroppen,THL,2009-01-01,2030-12-31
JN7AN,Somatostatiinireseptoreiden gammakuvaus,Somatostatin receptor isotope imaging,Somatostatinreceptor isotopundersökning,THL,2009-01-01,2030-12-31
JN7AQ,Somatostatiinireseptoreiden SPET ja matala-annos-TT,Somatostatin receptor SPET med low dose CT,Somatostatinreceptor SPET med låg dos DT,THL,2009-01-01,2030-12-31
JN7SN,Somatostatiinireseptoreiden SPET,Somatostatin receptor SPECT,Somatostatinreceptor SPET,THL,2009-01-01,2030-12-31
JX1JB,Ruuansulatuskanavan läpikulun tutkimus,Gastrointestinal passage X-ray examination,Gastrointestinal passage röntgen undersökning,THL,2009-01-01,2030-12-31
JX1LA,Ruuansulatuselimistön läpivalaisu ja röntgen,Kinetic X-ray of alimentary tract with pictures,Genomlysning och bild av tarmkanalen,THL,1999-01-01,2030-12-31
JX1XB,Ruuansulatuskanavan muu varjoainetutkimus,Other X-ray examination of alimentary tract with contrast,"Matsmältningskanal , annan kontrastundersökning",THL,1999-01-01,2030-12-31
JX1XE,Ruuansulatuselimistön muu ultraäänitutkimus,Other ultrasound examinaton of alimentary organs,Annan UL av matsmältningsorganen,THL,1999-01-01,2030-12-31
JX2XB,Ruuansulatuselinten muu varjoainetutkimus leikkauksen jälkeen,Other postoperative ultrasound examinaton of alimentary organs,"Matsmältningskanal, annan postoperativ kontrastundersökning",THL,1999-01-01,2010-12-31
YJ1AD,Vatsan annossuunnittelu-TT,CT examination of abdomen for dose design of radiotherapy,Bukens DT för dosplanering,THL,1999-01-01,2030-12-31
YJ1BD,Vatsan laaja annossuunnittelu-TT,Extensive CT examination of abdomen for dose design of radiotherapy,Bukens omfattande DT för dosplanering,THL,2003-01-01,2030-12-31
YJ1CD,Vatsan erittäin laaja annossuunnittelu-TT,Very extensive CT examination of abdomen for dose design of radiotherapy,"Buk, mycket omfattande DT för dosplanering",THL,2005-01-01,2030-12-31
YJ2VF,Lantion annossuunnittelu keskikenttämagneettilaitteella,MRI examination of pelvis with median intensity magnet for dose design of radiotherapy,"Bäckenregion, MR för dosplanering (under 1,5T)",THL,1999-01-01,2016-12-31
YJ2VG,Lantion annossuunnittelu-MT,MRI examination of pelvis with high intensity magnet for dose design of radiotherapy,"Bäckenregion, MR för dosplanering",THL,1999-01-01,2030-12-31
YJ2VM,Lantion annossuunnittelu 3 Teslan MT,Pelvic MRI examination for dose design of radiotherapy with 3 Tesla magnet,"Bäckenregion, MR för dosplanering (över 1,5T)",THL,2009-01-01,2016-12-31
YJ3VF,Vatsan annossuunnittelu keskikenttämagneettilaitteella,MRI examination of abdomen with median intesity magnet for dose design of radiotherapy,"Buk, MR för dosplanering (under 1,5T)",THL,1999-01-01,2016-12-31
YJ3VG,Vatsan annossuunnittelu-MT,MRI examination of abdomen with high intesity magnet for dose design of radiotherapy,"Buk, MR för dosplanering",THL,1999-01-01,2030-12-31
YJ3VM,Vatsan annossuunnittelu 3 Teslan MT,Abdominal MRI examination for dose design of radiotherapy with 3 Tesla magnet,"Buk, MR för dosplanering (över 1,5T)",THL,2009-01-01,2016-12-31
YL1AD,Lantion annossuunnittelu-TT,CT examination of pelvis for dose design of radiotherapy,Bäckenets DT för dosplanering,THL,1999-01-01,2030-12-31
YL1BD,Lantion laaja annossuunnittelu-TT,Extensive CT examination of pelvis for dose design of radiotherapy,Bäckenets omfattande DT för dosplanering,THL,2003-01-01,2030-12-31
YL1CD,Lantion erittäin laaja annossuunnittelu-TT,Very extensive CT examination of pelvis for dose design of radiotherapy,"Bäcken, mycket omfattande DT för dosplanering",THL,2005-01-01,2030-12-31
JXA,Abdominaalialueen useaan elimeen kohdistuvat (laajat) leikkaukset,Extensive abdominal operations with overlapping anatomical location,Omfattande abdominala operationer på överlappande anatomiska regioner,THL,2010-01-01,2030-12-31
JXA00,Vatsanseinämän alkuperältään tuntemattoman laajan kasvaimen intralesionaarinen poisto,Intralesional excision of extensive tumour of abdominal wall without defined origin in JA subgroup,"Intralesional excision av extensiv tumör i bukväggen, utan definierad ursprung",THL,2010-01-01,2030-12-31
JXA03,Vatsanseinämän alkuperältään tuntemattoman laajan kasvaimen marginaalinen poisto,Marginal excision of extensive tumour of abdominal wall without defined origin in JA subgroup,"Marginal excision av extensiv tumör i bukväggen, utan definierad ursprung",THL,2010-01-01,2030-12-31
JXA06,Vatsanseinämän alkuperältään tuntemattoman laajan kasvaimen laaja poisto,Wide excision of extensive tumour of abdominal wall without defined origin in JA subgroup,"Utvidgad excision av extensiv tumör i bukväggen, utan definierad ursprung",THL,2010-01-01,2030-12-31
JXA10,Vatsaontelon alkuperältään tuntemattoman laajan kasvaimen intralesionaarinen poisto,Intralesional excision of extensive tumour of abdominal cavity without defined origin in JA subgroup,"Intralesional excision av extensiv tumör i bukhålen, utan definierad ursprung",THL,2010-01-01,2030-12-31
JXA13,Vatsaontelon alkuperältään tuntemattoman laajan kasvaimen marginaalinen poisto,Marginal excision of extensive tumour of abdominal cavity without defined origin in JA subgroup,"Marginal excision av extensiv tumör i bukhålen, utan definierad ursprung",THL,2010-01-01,2030-12-31
JXA16,Vatsaontelon alkuperältään tuntemattoman laajan kasvaimen laaja poisto,Wide excision of extensive tumour of abdominal cavity without defined origin in JA subgroup,"Utvidgad excision av extensiv tumör i bukhålen, utan definierad ursprung",THL,2010-01-01,2030-12-31
