code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date,freq_finngen,freq_tays,freq_total
DQ029,Sädehoito kurkunpään paikallisesti uusineen kasvaimen hoitona,Radiotheraoy of local recidive of tumor of larynx,Strålbehandling av lokal recidivtumör i struphuvudet,THL,1997-01-01,2010-12-31,0,0,0
DQ049,Sädehoito kurkunpäässä ilmenneen etäpesäkkeen hoitona,Radiotherapy of methastasis of larynx,Strålbehandling av metastas i struphuvudet,THL,1997-01-01,2010-12-31,0,0,0
DQ090,Sädehoito kurkunpään profylaktisena hoitona,Profylactic radiotherapy of larynx,Profylaktisk strålbehandling av struphuvudet,THL,1997-01-01,2010-12-31,0,0,0
DQ099,Muu kurkunpään sädehoito,Other radiotherapy of larynx,Annan strålbehandling av struphuvudet,THL,1997-01-01,2010-12-31,0,0,0
DQ_2,Kurkunpään kirurgia,Surgery of larynx,Larynxkirurgi,THL,1900-01-01,2030-12-31,0,0,0
DQA00,Kurkunpään aukaisu,Incision of larynx,Incision av larynx,THL,1900-01-01,2030-12-31,0,1,0
DQA20,Kurkunpään aukaisu tutkimus- ja hoitotarkoituksessa,Exploratory laryngofissure,Explorativ laryngofissur,THL,1900-01-01,2030-12-31,0,0,0
DQB00,Paikallisen muutoksen poisto kurkunpäästä epäsuoralla menetelmällä,Excision of lesion of larynx,"Exstirpation eller resektion av larynxtumör, indirekt",THL,1900-01-01,2017-12-31,0,1,0
DQB20,Kurkunpään poisto osittain,Partial excision of larynx,Delesektion av larynx,THL,1900-01-01,2030-12-31,0,1,0
DQB40,Kurkunpään poisto äänihuulitason yläpuolelta,Supraglottic laryngectomy,Supraglottisk laryngektomi,THL,1900-01-01,2017-12-31,0,2,0
DQB50,Kurkunpään puoliskon poisto,Hemilaryngectomy,Hemilaryngektomi,THL,1900-01-01,2017-12-31,0,0,0
DQB60,Kannuruston poisto,Aryotenoidectomy,Arytenoidektomi,THL,1900-01-01,2030-12-31,7,0,0
DQB80,Äänihuulikurouman korjaaminen,Operation for stricture of vocal cords,Operation för stämbandsstriktur,THL,1900-01-01,2030-12-31,0,0,0
DQC00,Vierasesineen poisto kurkunpäästä,Removal of foreign body from larynx,Avlägsnande av främmande kropp ur struphuvudet,THL,1900-01-01,2017-12-31,0,1,0
DQC10,Vierasesineen poisto kurkunpäästä tähystyksessä,Endoscopic removal of foreign body from larynx,Endoskopiskt avlägsnande av främmande kropp ur struphuvudet,THL,1900-01-01,2030-12-31,0,1,0
DQD00,Äänihuulen kiinnitys sivulle,Lateral fixation of vocal cord,Laterofixation av stämband,THL,1900-01-01,2030-12-31,0,0,0
DQD10,Kurkunpään vamman korjaus,Suture of larynx,Rekonstruktion av larynx efter trauma,THL,1900-01-01,2030-12-31,0,4,0
DQD20,Kurkunpään korjaaminen vapaalla limakalvosiirteellä,Reconstruction of larynx with free mucosa graft,Rekonstruktion av larynx med fritt slemhinnetransplantat,THL,1900-01-01,2017-12-31,0,0,0
DQD25,Kurkunpään korjaaminen mikrovaskulaarisella siirteellä,Reconstruction of larynx with free microvascular graft,Rekonstruktion av larynx med mikrovaskulär transplantat,THL,2004-01-01,2017-12-31,0,0,0
DQD30,Kurkunpään korjaaminen varrellisella kielekkeellä,Reconstruction of larynx with pedunculated graft,Rekonstruktion av larynx med stjälkad lambå,THL,1900-01-01,2017-12-31,0,1,0
DQD32,Äänihuulen limakalvon plastia äänen parantamiseksi,Plastic repair vocal cord for better voice,Plastik av stämbandsmukosan för röstförbättring,THL,1900-01-01,2030-12-31,0,0,0
DQD40,Kurkunpään muovausleikkaus,Plastic repair of larynx,Laryngoplastik,THL,1900-01-01,2030-12-31,0,0,0
DQD42,Muu ääntä parantava rustoon kohdistuva leikkaus,Other operation for better voice on cartilage of the larynx,Annan röstförbättrande operation på broskvävnad,THL,1900-01-01,2030-12-31,0,0,0
DQD50,Kurkunpään stentin asettaminen,Endoscopic insertion of stent in larynx,Inläggande av stent i larynx,THL,1900-01-01,2030-12-31,0,2,0
DQ_3,Muu kurkunpään toimenpide,Other procedures of larynx,Andra åtgärder på larynx,THL,1900-01-01,2030-12-31,0,0,0
DQ1S2,Kurkunpään tähystyskuvaus,Endoscopic imaging of larynx,Videolaryngoskopi,Translator,2020-01-01,2030-12-31,0,0,0
DQ1V2,Kurkunpään videokuvaus,Video recording of larynx,Videofilmning av struphuvudet,Translator,2020-01-01,2030-12-31,0,0,0
TDQ00,Neulakudosnäytteen otto kurkunpäästä,Needle biopsy of larynx,Punktionsbiopsi av larynx,THL,1900-01-01,2017-12-31,0,0,0
DW,"Korva-, nenä-, kaula- ja kurkunpääleikkausten haavakomplikaatioleikkaukset","Reoperations in surgery of ear, nose and larynx","Reoperationer för sårkomplikationer av ögon-, näs- och halskirurgi",THL,1900-01-01,2030-12-31,0,0,0
DWC00,"Uusintaleikkaus korva-, nenä-, kaula- tai kurkunpääleikkauksen jälkeisen syvän infektion vuoksi","Reoperation due to deep infection following ear, nose, neck or larynx surgery",Revision av ÖNH-operationssår p.g.a djup infektion,Translator,2004-01-01,2030-12-31,0,0,0
DWW99,"Muu korva-, nenä-, kaula- ja kurkunpääleikkausten haavakomplikaatioleikkaus","Other reoperation in surgery of ear, nose and larynx",Revision av ÖNH-operationssår p.g.a. andra komplikationer,THL,1900-01-01,2030-12-31,0,17,0
DX,"Muut korvan, nenän ja kurkun toimenpiteet","Other procedures on ear, nose and throat","Andra åtgärder på öron, näsa och hals",THL,1900-01-01,2030-12-31,0,0,0
E,"Hampaat, leuka, suu ja nielu","Teeth, jaws, mouth and pharynx","Tänder, käkar, munhåla och svalg",THL,1900-01-01,2030-12-31,0,0,0
EA,Huulten toimenpiteet,Lips,Åtgärder i läppar,THL,1900-01-01,2030-12-31,0,0,0
EA_,Muut huulien toimenpiteet,Other procedures on lips,Andra åtgärder på läppar,THL,1900-01-01,2005-02-28,0,0,0
EAA,Huulen aukaisu- ja poistotoimenpiteet,Incision and excision of lip,"Incision, Resektion, excision av läpp",THL,1900-01-01,2030-12-31,0,0,0
EAA25,Ylähuulen poisto kokonaan,Complete excision of upper lip,Exstirpation av överläpp,Translator,2018-01-01,2030-12-31,0,0,0
EAA35,Alahuulen poisto kokonaan,Complete excision of lower lip,Exstirpation av underläpp,Translator,2018-01-01,2030-12-31,0,0,0
EAA99,Muu huulien poistoleikkaus,Other excision of lip,Annan resektion eller excision av läpp,THL,1900-01-01,2030-12-31,11,0,0
EAB,Huulien korjaustoimenpiteet,Reconstructive operations on lip,Rekonstruktiva ingrepp på läpparna,THL,1900-01-01,2030-12-31,0,0,0
EAB30,Huulihalkion korjaaminen tai muovaus,Correction of cleft lip,Läpprekonstruktion eller -plastik på grund av läppspalt,THL,1900-01-01,2030-12-31,33,0,0
EAW,Muut huulten toimenpiteet,Other procedures on lips,Andra åtgärder på läpparna,THL,1900-01-01,2030-12-31,0,0,0
TEA10,Neulakudosnäytteen otto huulesta,Needle biopsy of lip,Punktionsbiopsi av läpp,THL,1900-01-01,2017-12-31,0,1,0
EB,Hampaiston toimenpiteet,Teeth,Åtgärder på tänder,THL,1900-01-01,2030-12-31,0,0,0
EB_,Hampaiston diagnostinen radiologia,Diagnostic radiology of teeth,Diangostisk radiologi av tänder,THL,1900-01-01,2030-12-31,0,0,0
EB1BA,Hammasröntgen usealle filmille tai muu intraoraaliröntgen,Extensive intraoral X-ray examination,Tandröntgen omfattande flera bilder eller annan intraoral röntgenundersökning,THL,1999-01-01,2010-12-31,295,0,0
EB1DI,"Hampaiden kartiokeilatutkimus, yksi tai useampi hammas",Cone beam imaging of one or more teeth,Volymtomografi av en eller flera tänder,Translator,2019-08-01,2030-12-31,0,14,0
EB1KA,Hampaiston tai leuan osittainen (rajoitetun alueen) panoraamatomografia,Partial (restricted area) panoramic tomography of teeth or jaw,Partiell ortopantomografi av käkar och tänder (begränsat område),Translator,2014-01-01,2030-12-31,9,0,0
EB1RA,Hammaskuvaus kliinisen tutkimuksen yhteydessä,X-ray examination of tooth in conjunction with clinical examination,Tandrtg i samband med klinisk undersökning,THL,2009-01-01,2010-12-31,0,0,0
EB1S1,Hampaiden valokuvaus,Photography of teeth,Fotografering av tänderna,Translator,2020-01-01,2030-12-31,0,0,0
EB1TW,Hampaiston 3-ulotteinen mallinnus,3D modelling of dentition,3-dimensionella modeller av tänderna,Translator,2019-08-01,2030-12-31,0,0,0
EB9HA,Kuoleman jälkeinen hampaiston ja leuan panoraamatomografia tai muu yksinkertainen rakokuvaus,Panoramic tomography of teeth and jaws or other simple X-ray examination post mortem,Post mortem-ortopantomografi eller annan enkel spaltröntgen av käkar och tänder,Translator,2016-01-01,2030-12-31,0,0,0
EBA,Hampaiden poistot,Extraction and partial excision of tooth,Extraktion av tand eller del av tand,THL,1900-01-01,2030-12-31,0,0,0
EBA99,Muu hampaan poistoleikkaus,Other extraction or partial excision of tooth,Annan operativ tandextraktion,THL,1900-01-01,2030-12-31,0,1,0
EBB,Hampaiden kiruginen korjaaminen tai korvaaminen,Reconstructive surgical operations on teeth,Kirurgisk rekonstruktion eller ersättande av tänder,THL,1900-01-01,2030-12-31,0,0,0
EBB20,Hampaan siirto,Transplantation of tooth,Transplantation av tand,THL,1900-01-01,2030-12-31,0,0,0
EBB40,Juurikanavaperforaation ja/tai resorption kirurginen korjaus juuren ulkopinnalta,Surgical repair of root canal perforation and/or resorption via external root surface,Kirurgisk reparation av rotkanalsperforation och/eller resorption på rotens yttre yta,Translator,2011-01-01,2030-12-31,0,0,0
EBB50,"Juurikanavaperforaation ja/tai resorption kirurginen korjaus juuren ulkopinnalta, vaativa",Demanding surgical repair of root canal perforation and/or resorption via external root surface,"Kirurgisk reparation av rotkanalsperforation och/eller resorption på rotens yttre yta, krävande",Translator,2011-01-01,2030-12-31,0,0,0
EBB99,Muu hampaan korjausleikkaus,Other reconstructive operations on tooth,Annan operativrekonstruktion av tand,THL,1900-01-01,2030-12-31,0,1,0
EBU,Hampaisiin kiinnitettyjen laitteiden poistot,Removal of implants and external fixation devices from teeth,Avlägsnande av apparat från tänderna,THL,1900-01-01,2030-12-31,0,0,0
EBW,Muut hammastoimenpiteet,Other procedures on teeth,Andra åtgärder på tänderna,THL,1900-01-01,2030-12-31,0,0,0
TEB00,Hampaan kruunuttaminen,Restoration of crown of tooth,Applikationav tandkrona,THL,1900-01-01,1999-07-09,41,0,0
TEB10,Hampaantäyttö suoralla menetelmällä,Restoration of tooth using filling,Tandfyllning med plastiskt material,THL,1900-01-01,1999-07-09,90,0,0
TEB20,Hampaantäyttö epäsuoralla menetelmällä,Restoration of tooth using inlay,Tandfyllning med fast material,THL,1900-01-01,1999-07-09,0,0,0
TEB30,Hampaan juurihoito,Root canal therapy to tooth,Rotbehandling av tand,THL,1900-01-01,1999-07-09,26,0,0
TEB40,Märkivän hampaan aukaisu,Drainage of abscess of alveolus through tooth,Dränage av odontogen abscess,THL,1900-01-01,1999-07-09,0,0,0
EC,Ikenien ja hammasharjanteiden toimenpiteet,Produres of gingiva and alveoli,Åtgärderna på gingiva och alveolarutskott,THL,1900-01-01,2030-12-31,0,0,0
EC_,Muu ienten tai ienharjanteen toimenpide,Other procedues of gingiva and alveoli,Annan åtgärd på gingiva och alveolarutskott,THL,1900-01-01,2030-12-31,0,0,0
TEC00,Neulakudosnäytteenotto ikenestä,Needle biopsy of gingiva,Punktionsbiopsi av gingiva,THL,1900-01-01,2030-12-31,0,0,0
ECA,"Ikenen ja hammasharjanteen aukaisu, koepalan otto tai poistoleikkaukset","Incision, biopsy and excision of gingiva and alveolus","Incision, biopsi och excision av gingiva och alveolarutskott",THL,1900-01-01,2030-12-31,0,0,0
ECB,Ikenen ja hammasharjanteen korjaavat leikkaukset,Reconstructive operations on gingiva and alveoli,Rekonstruktiva ingrepp på gingiva och alveolarutskott,THL,1900-01-01,2030-12-31,0,0,0
ECB17,Ienhalkion korjaaminen,Operation for cleft gingiva,Korrigering av gingivaspalt,THL,1900-01-01,2030-12-31,23,0,0
ECB21,Hammasharjanteen pidentäminen (distraktiohoito),Distraction alveoplasty,Distraktion av alveolärutskott,THL,2000-02-09,2005-02-28,0,0,0
ECB50,Hammasharjanteen murtuman leikkaushoito,Alveoplasty using graft of bone or foreign material,Kirurgisk behandling av fraktur på alveolarutskotts,THL,1900-01-01,2030-12-31,0,10,0
ECB65,Hammasharjanteen katkaisu ja venytys,Extension of alveolus,Avbrytning och distraktion av alveolarutskottet,THL,2000-01-01,2030-12-31,0,0,0
ECU,Istutteiden tai laitteiden poisto hammasharjanteesta,Removal of implants and external fixation devices from alveoli,Uttagning av material eller apparat från alveolarutskott,THL,1900-01-01,2030-12-31,0,0,0
ECU05,"Mini-implantin tai -ruuvin poisto, suppea",Restricted removal of mini-implant or miniscrew,"Borttagning av mini-tandimplantat eller -skruv, begränsad",Translator,2012-01-01,2030-12-31,0,1,0
ECU06,Mini-implantin tai -ruuvin poisto,Removal of mini-implant or miniscrew,Borttagning av mini-tandimplantat eller -skruv,Translator,2012-01-01,2030-12-31,0,2,0
ECW,Muut ikenen ja hammasharjanteen leikkaukset,Other operations on gingiva and alveoli,Andra operationer på gingiva och alveolarutskott,THL,1900-01-01,2030-12-31,0,0,0
ECW05,"Mini-implantin tai -ruuvin asettaminen, suppea",Restricted insertion of mini-implant or miniscrew,"Insättning av mini-tandimplantat eller -skruv, begränsad",Translator,2012-01-01,2030-12-31,0,0,0
ECW06,Mini-implantin tai -ruuvin asettaminen,Insertion of mini-implant or miniscrew,Insättning av mini-tandimplantat eller -skruv,Translator,2012-01-01,2030-12-31,0,1,0
ED,Alaleuan toimenpiteet,Mandible,Åtgärder på underkäken,THL,1900-01-01,2030-12-31,0,0,0
ED_,Alaleuan diagnostinen radiologia,Diagnostic radiology of mandible,Diagnostisk radiologi av underkäke,THL,1900-01-01,2030-12-31,0,0,0
EDA,Alaleuan aukaisu tai koepalan otto,Incision and biopsy of mandible,"Incision, biopsi av underkäke",THL,1900-01-01,2030-12-31,0,0,0
EDB,Alaleuan poisto osittain tai kokonaan,Excision of mandible,"Delresektion, totalexstirpation av underkäke",THL,1900-01-01,2030-12-31,0,0,0
EDB10,Alaleuan poisto kokonaan (mandibulektomia),Mandibulectomy,Exstirpation av underkäke (mandibulektomi),THL,1900-01-01,2030-12-31,0,3,0
EDB30,Alaleukaluun lihashaarakkeen poistoleikkaus (koronoidektomia),Coronoidectomy,Koronoidektomi,THL,1999-01-01,2030-12-31,0,5,0
EDB99,Muu alaleukaluun poistoleikkaus,Other excision on mandible,Annan resektion av underkäkben,THL,1900-01-01,2030-12-31,0,10,0
EDC,Alaleuan korjausleikkaukset,Reconstructive operations on mandible,Rekonstruktiva ingrepp på underkäken,THL,1900-01-01,2030-12-31,0,0,0
EDC00,Alaleukaluun nivelhaarakkeen katkaisu,Condylotomy of mandible,Kondylotomi på underkäken,THL,1900-01-01,2030-12-31,0,1,0
EDC05,Alaleukaluun segmentaalinen poisto,Segmental osteotomy of mandible,Segmentell osteotomi i mandibula,THL,1900-01-01,2030-12-31,9,0,0
EDC11,Alaleukaluun pidentäminen eteenpäin distraktiomenetelmällä,Horisontal distraktion of mandiple,Horisontal distraktion av underkäkben,THL,2000-02-09,2005-02-28,0,0,0
EDC15,Alaleukaluun nousevan haaran vertikaalinen katkaisu,Vertical osteotomy of ramus of mandible,Vertikal ramusosteotomi på underkäkens övre del,THL,1900-01-01,2030-12-31,0,1,0
EDC16,Alaleukaluun pidentäminen alaspäin distraktiomenetelmällä,Vertical distraction of mandiple,Vertikal distraktion av underkäkben,THL,2000-02-09,2005-02-28,0,0,0
EDC20,Alaleukaluun nousevan haaran muu katkaisu,Unspecified osteotomy of ramus of mandible,Annan ramusosteotomi på underkäken,THL,1900-01-01,2030-12-31,0,3,0
EDC25,Alaleukaluun runko-osan katkaisu,Osteotomy of body of mandible,Corpusosteotomi eller -ektomi på underkäken,THL,1900-01-01,2030-12-31,0,1,0
EDC31,Kielilihasjänteen siirto alaleuan kärjen osteotomialla (box-leikkaus),Box-operation of mandiple,Box-operation av underkäkben,THL,2000-02-09,2030-12-31,0,9,0
EDC35,Alaleukamurtuman suljettu korjaaminen ja kiinnitys,Closed reduction and immobilisation of fracture of mandible,Sluten reposition och immobilisation av underkäksfraktur,THL,1900-01-01,2002-12-13,6,0,0
EDC40,Alaleukamurtuman avoin liittäminen,Open reposition and osteosyntesis of fracture of mandible,Öppen reposition och osteosyntes av underkäksfraktur,THL,1900-01-01,2002-12-13,29,0,0
EDC50,Alaleukaluun katkaisu ja horisontaalinen venytys,Cutting and horisontal distraction of mandiple,Avbrytning och horisontal distraktion av underkäkben,THL,2000-01-01,2030-12-31,0,0,0
EDC55,Alaleukaluun katkaisu ja vertikaalinen venytys,Cutting and vertical distraction of mandiple,Avbrytning och vertikal distraktion av underkäkben,THL,2000-01-01,2030-12-31,0,0,0
EDU,Istutteen tai kiinnityslaitteen poisto alaleuasta,Removal of implants and external fixation devices from mandible,Avlägsnande av implantat eller externt fixationsmaterial från underkäke,THL,1900-01-01,2030-12-31,0,0,0
EDU00,Alaleuan istutteen tai kiinnityslaitteen poisto,Removal of implant or external fixation device from mandible,Uttagning av implant eller fixations apparat från mandibula,THL,2000-01-01,2003-09-25,0,0,0
EDW,Muut alaleuan leikkaukset,Other operations on mandible,Andra operationer på underkäken,THL,1900-01-01,2030-12-31,0,0,0
ED_2,Muu alaleuan toimenpide,Other procedures of mandible,Andra åtgärder på underkäke,THL,1900-01-01,2030-12-31,0,0,0
EEU00,Yläleuan istutteen tai kiinnityslaitteen poisto,Removal of implant or external fixation device from maxilla,Uttagning av implant eller fixations apparat från maxilla,THL,2000-01-01,2002-12-13,0,0,0
TED10,Neulakudosnäytteen otto alaleuasta,Needle biopsy of mandible,Punktionsbiopsi av underkäken,THL,1900-01-01,2030-12-31,0,2,0
EE,Yläleuan toimenpiteet,Maxilla,Åtgärder på överkäke,THL,1900-01-01,2030-12-31,0,0,0
EE_,Yläleuan diagnostinen radiologia,Diagnostic radiology of maxilla,Diagnostisk radiologi av överkäke,THL,1900-01-01,2030-12-31,0,0,0
EE1HA,Leuan tomografia tai implanttikuvaus (yksi leukapuolisko),Tomography of maxilla and mandiple or X-ray for implants,Tomografi av käkarna eller implantatröntgen (en käkshalva),THL,1999-01-01,2030-12-31,0,6,0
EE1JA,"Leuan tomografia tai implanttikuvaus, laaja (kaksi leukapuoliskoa)",Extensive tomography of maxilla and mandiple,"Tomografi eller implantatröntgen av käken, omfattande (två käkshalvor)",THL,1999-01-01,2030-12-31,0,26,0
EE1KA,"Leuan tomografia tai implanttikuvaus, erittäin laaja (3-4 leukapuoliskoa)","Tomography or implant scan of jaw, very extensive (3–4 quarters)","Tomografi eller implantatröntgen av käken, omfattande (3-4 käkshalvor)",Translator,2005-03-01,2030-12-31,0,0,0
EEA,Yläleuan aukaisu tai koepalan otto,Incision and biopsy or of maxilla,Öppnande av övre käken eller biopsitagande,THL,1900-01-01,2030-12-31,0,0,0
EEB,Yläleuan poisto osoittain tai kokonaan,Excision of maxilla,"Resektion, exstirpation av överkäken",THL,1900-01-01,2030-12-31,0,0,0
EEB20,Yläleuan poisto kokonaan,Hemimaxillectomy,Total exstirpation av överkäken,THL,1900-01-01,2030-12-31,0,0,0
EEB99,Muu yläleukaluun poistoleikkaus,Other excision of maxilla,Annan resektion av överkäkben,THL,1900-01-01,2030-12-31,0,6,0
EEC,Yläleuan korjausleikkaukset,Reconstructive operations on maxilla,Rekonstruktiva ingrepp på överkäken,THL,1900-01-01,2030-12-31,0,0,0
EEC00,Yläleukaluun segmentaalinen katkaisu,Segmental osteotomy of maxilla,Segmentosteotomi på överkäken,THL,1900-01-01,2030-12-31,11,0,0
EEC01,Yläleukaluun eteensiirto distraktiomenetelmällä,Distraction of maxilla,Distraktion av överkäkben,THL,2000-02-09,2030-12-31,0,1,0
EEC10,"Yläleukaluun katkaisu, Le Fort II",Le Fort II osteotomy,Le Fort II-osteotomi,THL,1900-01-01,2030-12-31,0,0,0
