ATCKOODI;MYYNTILUPANRO;PAATOSPVM;PAATTYMISPVM;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;PROSESSINIMI;TILANIMI;HALTIJANNIMI;PAKKAUSKOKO;NIMI;KAUPAN;VNRNRO;KAUPPAANTULOPVM;KAUPASTAPOISPVM
B02BD02;13983;04.08.2000;16.12.2019;HELIXATE NEXGEN;1000 IU;injektiokuiva-aine ja liuotin, liuosta varten;Keskitetty;Myyntilupa peruuntunut hakijan toimesta;BAYER AG;1000 IU + 2.5 ml;Injektiopullo;0;510200;01.11.2007;
B02BD02;13982;04.08.2000;16.12.2019;HELIXATE NEXGEN;500 IU;injektiokuiva-aine ja liuotin, liuosta varten;Keskitetty;Myyntilupa peruuntunut hakijan toimesta;BAYER AG;500 IU + 2.5 ml;Injektiopullo;0;553923;01.11.2007;
B02BD02;13981;04.08.2000;16.12.2019;HELIXATE NEXGEN;250 IU;injektiokuiva-aine ja liuotin, liuosta varten;Keskitetty;Myyntilupa peruuntunut hakijan toimesta;BAYER AG;250 IU + 2.5 ml;Injektiopullo;0;114134;01.11.2007;
C07AA05;31529;23.04.2014;;HEMANGIOL;3.75 mg/ml;oraaliliuos;Keskitetty;Myyntilupa myönnetty;PIERRE FABRE;120 ml;Pullo;1;576993;22.05.2015;
N05CM02;5161;03.01.1968;03.01.2003;HEMINEVRIN;300 mg;kapseli, pehmeä;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;100;Tablettipurkki;0;514646;14.02.2000;
N05CM02;5514;18.09.1968;03.01.2003;HEMINEVRIN;50 mg/ml;oraaliliuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;500 ml;Pullo;0;514653;15.11.1999;
N05CM02;5161;03.01.1968;03.01.2003;HEMINEVRIN;300 mg;kapseli, pehmeä;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;25;Tablettipurkki;0;514638;;
N05CM02;2793;12.01.1966;01.09.2000;HEMINEVRIN;8 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA;500 ml;Infuusiopullo;0;181529;;
B02BX06;35308;23.02.2018;27.02.2023;HEMLIBRA;150 mg/ml;injektioneste, liuos;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;0.4 ml;Injektiopullo;1;097982;15.05.2018;
B02BX06;35305;23.02.2018;27.02.2023;HEMLIBRA;30 mg/ml;injektioneste, liuos;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;1 ml;Injektiopullo;1;523913;01.05.2018;
B02BX06;35308;23.02.2018;27.02.2023;HEMLIBRA;150 mg/ml;injektioneste, liuos;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;0.7 ml;Injektiopullo;1;566403;15.05.2018;
B02BX06;35308;23.02.2018;27.02.2023;HEMLIBRA;150 mg/ml;injektioneste, liuos;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;1 ml;Injektiopullo;1;589578;15.05.2018;
B05AA07;12579;23.03.1998;15.01.2007;HEMOHES;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 1000 ml;Pussi;0;462192;;
B05AA07;12579;23.03.1998;15.01.2007;HEMOHES;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 500 ml;Pussi;0;462176;21.12.1998;
B05AA07;12578;23.03.1998;30.11.2007;HEMOHES;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;20 x 500 ml;Pussi;0;057935;27.07.2000;
B05AA07;12578;23.03.1998;30.11.2007;HEMOHES;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 1000 ml;Pussi;0;462259;21.12.1998;
B05AA07;12578;23.03.1998;30.11.2007;HEMOHES;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 250 ml;Infuusiopullo;0;462200;;05.05.2003
B05AA07;12578;23.03.1998;30.11.2007;HEMOHES;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 500 ml;Pussi;0;462242;21.12.1998;
B05AA07;12579;23.03.1998;15.01.2007;HEMOHES;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 250 ml;Infuusiopullo;0;462002;;05.05.2003
B05AA07;12578;23.03.1998;30.11.2007;HEMOHES;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;6 x 1000 ml;Infuusiopullo;0;462234;;05.05.2003
B05AA07;12579;23.03.1998;15.01.2007;HEMOHES;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 1000 ml;Pussi;0;000397;;
B05AA07;12578;23.03.1998;30.11.2007;HEMOHES;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;20 x 500 ml;Pussi;0;536268;21.12.1998;20.10.2000
B05AA07;12578;23.03.1998;30.11.2007;HEMOHES;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 1000 ml;Pussi;0;000425;;
B05AA07;12579;23.03.1998;15.01.2007;HEMOHES;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 500 ml;Infuusiopullo;0;462143;;05.05.2003
B05AA07;12579;23.03.1998;15.01.2007;HEMOHES;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;6 x 1000 ml;Infuusiopullo;0;462150;;05.05.2003
B05AA07;12578;23.03.1998;30.11.2007;HEMOHES;60 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;10 x 500 ml;Infuusiopullo;0;462226;;05.05.2003
B05AA07;12579;23.03.1998;15.01.2007;HEMOHES;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;20 x 500 ml;Pussi;0;058479;27.07.2000;
B05AA07;12579;23.03.1998;15.01.2007;HEMOHES;100 mg/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BRAUN MELSUNGEN;20 x 500 ml;Pussi;0;536250;;20.10.2000
B05ZB;13902;08.11.1999;;HEMOSOL B0;;hemodialyysi- / hemofiltraationeste;Tunnustaminen;Myyntilupa myönnetty;GAMBRO;2 x 5000 ml;Pussi;1;048770;04.04.2002;
B05ZB;13902;08.11.1999;;HEMOSOL B0;;hemodialyysi- / hemofiltraationeste;Tunnustaminen;Myyntilupa myönnetty;GAMBRO;2 x 5000 ml;Pussi;0;112433;31.01.2001;04.04.2002
B01AB01;10380;19.12.1990;31.05.2019;HEPAFLEX;2.5 IU/ml;infuusioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;BAXTER S.A.;10 x 1000 ml;Pussi;0;108043;07.03.1991;
B01AB01;1307;28.04.1965;28.04.1997;HEPARIN;5000 IU/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHERING OY;5 ml;;0;477695;;
B01AB01;1307;28.04.1965;28.04.1997;HEPARIN;5000 IU/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHERING OY;10 x 5 ml;;0;035329;15.06.1987;01.05.1997
B01AB01;10219;16.05.1990;;HEPARIN LEO;5000 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;LEO PHARMA A/S;5 x 10 ml;Injektiopullo;0;181446;;04.12.2001
B01AB01;10220;16.05.1990;01.10.2018;HEPARIN LEO;25000 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;LEO PHARMA A/S;10 x 2 ml;Injektiopullo;0;585646;04.02.1997;31.12.2001
B01AB01;31380;09.09.2013;01.08.2016;HEPARIN LEO;100 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORIFARM;10 x 10 ml;Injektiopullo;0;442827;01.01.2014;
B01AB01;10219;16.05.1990;;HEPARIN LEO;5000 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;LEO PHARMA A/S;5 x 5 ml;Injektiopullo;0;181461;;04.12.2001
B01AB01;10219;16.05.1990;;HEPARIN LEO;5000 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;LEO PHARMA A/S;5 x 5 ml;Injektiopullo;0;585679;15.05.1991;
B01AB01;10219;16.05.1990;;HEPARIN LEO;5000 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;LEO PHARMA A/S;10 x 5 ml;Injektiopullo;1;464327;01.01.2020;
B01AB01;10219;16.05.1990;;HEPARIN LEO;5000 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;LEO PHARMA A/S;5 x 10 ml;Injektiopullo;0;585638;23.10.1995;31.12.2001
B01AB01;10218;16.05.1990;;HEPARIN LEO;100 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;LEO PHARMA A/S;10 x 2 ml;Ampulli;0;031765;06.06.1995;01.03.2002
B01AB01;10218;16.05.1990;;HEPARIN LEO;100 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;LEO PHARMA A/S;5 x 2 ml;Ampulli;0;112714;07.05.1991;28.11.1995
B01AB01;31435;06.05.2014;;HEPARIN LEO;100 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;PARANOVA;10 x 10 ml;Injektiopullo;1;385995;01.12.2017;
B01AB01;33202;13.05.2015;13.05.2020;HEPARIN LEO;5000 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;PARANOVA;5 x 5 ml;Injektiopullo;0;118474;01.01.2016;
B01AB01;10218;16.05.1990;;HEPARIN LEO;100 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;LEO PHARMA A/S;10 x 10 ml;Injektiopullo;0;112722;;04.12.2001
B01AB01;10218;16.05.1990;;HEPARIN LEO;100 IU/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;LEO PHARMA A/S;10 x 10 ml;Injektiopullo;1;585661;07.05.1991;
B01AB01;1308;28.04.1965;28.04.1997;HEPARIN SUBCUTAN;25000 IU/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHERING OY;5 ml;;0;477729;;01.05.1997
B01AB01;1308;28.04.1965;28.04.1997;HEPARIN SUBCUTAN;25000 IU/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SCHERING OY;25 x 0.2 ml;;0;541631;25.11.1989;04.02.1994
J06BB04;31579;25.08.2014;;HEPATECT;50 IU/ml;infuusioneste, liuos;Tunnustaminen;Myyntilupa myönnetty;BIOTEST PHARMA;2 ml;Injektiopullo;0;377957;01.09.2015;
J06BB04;31579;25.08.2014;;HEPATECT;50 IU/ml;infuusioneste, liuos;Tunnustaminen;Myyntilupa myönnetty;BIOTEST PHARMA;40 ml;Injektiopullo;0;067940;01.09.2015;
J06BB04;31579;25.08.2014;;HEPATECT;50 IU/ml;infuusioneste, liuos;Tunnustaminen;Myyntilupa myönnetty;BIOTEST PHARMA;10 ml;Injektiopullo;0;083525;01.09.2015;
J06BB04;31579;25.08.2014;;HEPATECT;50 IU/ml;infuusioneste, liuos;Tunnustaminen;Myyntilupa myönnetty;BIOTEST PHARMA;100 ml;Injektiopullo;0;456667;01.09.2015;
J05AF08;17394;06.03.2003;;HEPSERA;10 mg;tabletti;Keskitetty;Myyntilupa myönnetty;GILEAD SCIENCES;30;Tablettipurkki;1;014510;30.10.2003;
L01XC03;14044;28.08.2000;;HERCEPTIN;150 mg;kuiva-aine välikonsentraatiksi infuusionestettä varten, liuos;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;150 mg;Injektiopullo;1;573477;27.10.2000;
L01XC03;31496;25.03.2013;;HERCEPTIN;150 mg;kuiva-aine välikonsentraatiksi infuusionestettä varten, liuos;Keskitetty;Myyntilupa myönnetty;PARANOVA;150 mg;Injektiopullo;0;456420;15.01.2015;
L01XC03;30624;26.08.2013;;HERCEPTIN;600 mg;injektioneste, liuos;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;600 mg;Injektiopullo;1;460339;15.09.2013;
D06BB03;13774;21.12.1998;;HERPOLIPS;50 mg/g;emulsiovoide;Tunnustaminen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;2 g;Putki;1;550863;13.10.1999;
V08AB03;8921;09.01.1985;01.05.2012;HEXABRIX;200 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;10 x 100 ml;Injektiopullo;0;056473;24.01.1985;15.02.2008
V08AB03;8761;23.05.1984;17.02.2020;HEXABRIX;320 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;200 ml;;0;107011;;18.11.1996
V08AB03;8761;23.05.1984;17.02.2020;HEXABRIX;320 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;10 x 100 ml;Injektiopullo;0;440461;15.06.1984;
V08AB03;9207;29.01.1986;29.01.1998;HEXABRIX;160 mg I/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;10 x 100 ml;;0;077750;02.07.1986;
V08AB03;9207;29.01.1986;29.01.1998;HEXABRIX;160 mg I/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;50 ml;;0;111609;;
V08AB03;8921;09.01.1985;01.05.2012;HEXABRIX;200 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;25 x 50 ml;Injektiopullo;0;056440;24.01.1985;
V08AB03;8761;23.05.1984;17.02.2020;HEXABRIX;320 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;20 ml;;0;103366;;18.11.1996
V08AB03;8761;23.05.1984;17.02.2020;HEXABRIX;320 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;10 x 200 ml;Injektiopullo;0;191197;15.06.1984;
V08AB03;8761;23.05.1984;17.02.2020;HEXABRIX;320 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;25 x 20 ml;Ampulli;0;556340;15.06.1984;
V08AB03;8921;09.01.1985;01.05.2012;HEXABRIX;200 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;50 ml;;0;103374;;25.11.1998
V08AB03;8761;23.05.1984;17.02.2020;HEXABRIX;320 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;20 x 10 ml;;0;144519;31.05.1994;25.11.1998
V08AB03;8761;23.05.1984;17.02.2020;HEXABRIX;320 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;25 x 50 ml;Injektiopullo;0;440453;15.04.1986;
V08AB03;9207;29.01.1986;29.01.1998;HEXABRIX;160 mg I/ml;injektioneste;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;25 x 50 ml;;0;077743;02.07.1986;
V08AB03;8761;23.05.1984;17.02.2020;HEXABRIX;320 mg I/ml;injektioneste, liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GUERBET;5 x 200 ml;;0;107037;;18.11.1996
C08DA01;10427;27.02.1991;31.12.1998;HEXASOPTIN;120 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;TIKA;30;;0;057000;15.03.1994;
C08DA01;10425;27.02.1991;31.12.1998;HEXASOPTIN;40 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;TIKA;25;;0;056804;15.07.1993;
C08DA01;10425;27.02.1991;31.12.1998;HEXASOPTIN;40 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;TIKA;100;;0;056812;15.05.1993;
C08DA01;10427;27.02.1991;31.12.1998;HEXASOPTIN;120 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;TIKA;100;;0;057018;15.01.1994;
C08DA01;10426;27.02.1991;31.12.1998;HEXASOPTIN;80 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;TIKA;30;;0;056853;15.03.1994;
C08DA01;10426;27.02.1991;31.12.1998;HEXASOPTIN;80 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;TIKA;100;;0;056861;15.09.1993;
L01XX03;9412;14.01.1987;14.01.1996;HEXASTAT;100 mg;kapseli;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;25;;0;099572;15.02.1987;14.01.1996
J07CA09;14708;23.10.2000;28.06.2012;HEXAVAC;;injektioneste, suspensio;Keskitetty;Myyntilupa peruuntunut hakijan toimesta;SANOFI PASTEUR MSD;0.5 ml;Esitäytetty ruisku;0;005738;;
J07CA09;14708;23.10.2000;28.06.2012;HEXAVAC;;injektioneste, suspensio;Keskitetty;Myyntilupa peruuntunut hakijan toimesta;SANOFI PASTEUR MSD;0.5 ml;Esitäytetty ruisku;0;005664;;
V04CX06;20233;15.07.2005;;HEXVIX;85 mg;jauhe ja liuotin liuosta varten, virtsarakkoon;Tunnustaminen;Myyntilupa myönnetty;PHOTOCURE ASA;85 mg + 50 ml;Injektiopullo;0;015072;01.10.2005;28.02.2019
V04CX06;20233;15.07.2005;;HEXVIX;85 mg;jauhe ja liuotin liuosta varten, virtsarakkoon;Tunnustaminen;Myyntilupa myönnetty;PHOTOCURE ASA;85 mg + 50 ml;Injektiopullo;1;373205;01.01.2018;
J07AG01;12456;01.12.1997;01.09.2014;HIBERIX;;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;1 annos + 0.5 ml;Esitäytetty ruisku;0;510396;;05.10.2007
J07AG01;12456;01.12.1997;01.09.2014;HIBERIX;;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;1 annos + 0.5 ml;Injektiopullo;0;468033;;05.10.2007
J07AG01;12456;01.12.1997;01.09.2014;HIBERIX;;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;10 x (1annos+0.5ml);Injektiopullo;0;468041;20.09.2002;
J07AG01;12456;01.12.1997;01.09.2014;HIBERIX;;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;GLAXOSMITHKLINE;10 x (1annos+0.5ml);Esitäytetty ruisku;0;510404;15.05.2008;
D08AC02;6416;16.08.1972;16.08.2000;HIBISCRUB;40 mg/ml;liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA UK;5000 ml;;0;592386;15.06.1997;
D08AC02;6416;16.08.1972;16.08.2000;HIBISCRUB;40 mg/ml;liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA UK;250 ml;;0;596023;15.11.1997;
D08AC02;6416;16.08.1972;16.08.2000;HIBISCRUB;40 mg/ml;liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA UK;500 ml;;0;592378;15.12.1997;
D08AC02;5498;21.08.1968;21.08.1994;HIBITANE;200 mg/ml;liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA UK;5000 ml;;0;577676;02.07.1993;21.08.1994
D08AC02;5498;21.08.1968;21.08.1994;HIBITANE;200 mg/ml;liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA UK;500 ml;;0;437483;02.07.1993;21.08.1994
D08AC02;5497;21.08.1968;21.08.1997;HIBITANE;50 mg/ml;liuos ulkoiseen käyttöön;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA UK;5000 ml;;0;149708;15.08.1971;
A01AB03;7308;06.10.1976;06.10.1995;HIBITANE DENTAL;1 %;geeli;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA UK;50 g;;0;418301;07.09.1994;06.10.1995
A01AB03;7309;06.10.1976;06.10.1995;HIBITANE DENTAL;2 mg/ml;liuos;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ASTRAZENECA UK;300 ml;;0;155010;;06.10.1995
J07AG01;10873;16.12.1992;08.08.2005;HIBTITER;;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;WYETH LEDERLE;4 x 0.5 ml;Injektiopullo;0;569400;07.12.1993;
A07XA04;29702;11.04.2012;;HIDRASEC;10 mg;rakeet oraalisuspensiota varten;Tunnustaminen;Myyntilupa myönnetty;BIOPROJET EUROPE LTD;16;Annospussi;1;091446;01.06.2014;
A07XA04;29704;11.04.2012;;HIDRASEC;100 mg;kapseli, kova;Tunnustaminen;Myyntilupa myönnetty;BIOPROJET EUROPE LTD;10;Läpipainopakkaus;1;513253;01.10.2017;
A07XA04;29704;11.04.2012;;HIDRASEC;100 mg;kapseli, kova;Tunnustaminen;Myyntilupa myönnetty;BIOPROJET EUROPE LTD;20;Läpipainopakkaus;0;418942;15.06.2014;
A07XA04;29703;11.04.2012;;HIDRASEC;30 mg;rakeet oraalisuspensiota varten;Tunnustaminen;Myyntilupa myönnetty;BIOPROJET EUROPE LTD;16;Annospussi;1;097504;01.06.2014;
J07AJ01;8439;23.02.1983;31.12.2000;HINKUYSKÄROKOTE;;injektioneste, suspensio;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;KANSANTERVEYSLAITOS;10 x 0.5 ml;Ampulli;0;064709;23.02.1983;
J01XX05;6794;24.04.1974;;HIPEKSAL;1 g;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;TAKEDA OY;100;Tablettipurkki;0;586578;15.09.1974;
J01XX05;8578;12.10.1983;12.10.2007;HIPEKSAL;1 g;rakeet oraaliliuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;LEIRAS FINLAND;100;Annospussi;0;063685;15.10.1984;
J01XX05;6794;24.04.1974;;HIPEKSAL;1 g;tabletti, kalvopäällysteinen;Kansallinen;Myyntilupa myönnetty;TAKEDA OY;20;;0;121889;25.11.1989;31.07.1995
J01XX05;22414;27.09.2007;27.09.2011;HIPREX;1 g;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PARANOVA;100;Tablettipurkki;0;398164;01.02.2008;
J01XX05;7765;16.05.1979;;HIPREX;1 g;jauhe;Kansallinen;Myyntilupa myönnetty;MEDA;100;Pussi;1;005769;15.03.1980;
J01XX05;6482;13.12.1972;;HIPREX;1 g;tabletti;Kansallinen;Myyntilupa myönnetty;MEDA OY;20;Tablettipurkki;0;124321;15.06.1975;11.01.2008
J01XX05;6482;13.12.1972;;HIPREX;1 g;tabletti;Kansallinen;Myyntilupa myönnetty;MEDA OY;100;Tablettipurkki;1;124339;15.06.1973;
C05BA01;5134;27.12.1967;01.03.2014;HIRUDOID;3 mg/g;emulsiovoide;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;STADA ARZNEIMITTEL A;10 x 100 g;Putki;0;162867;17.06.1986;
C05BA01;6267;22.09.1971;22.09.1996;HIRUDOID;;geeli;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;10 x 40 g;;0;559294;;22.09.1996
C05BA01;6267;22.09.1971;22.09.1996;HIRUDOID;;geeli;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;SANKYO PHARMA;10 x 100 g;;0;162859;17.06.1986;01.10.1996
C05BA01;5134;27.12.1967;01.03.2014;HIRUDOID;3 mg/g;emulsiovoide;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;STADA ARZNEIMITTEL A;10 x 40 g;;0;477943;;19.12.2000
C05BA01;9983;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;emulsiovoide;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;10 x 100 g;;0;470864;15.12.1989;01.04.1997
C05BA01;9983;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;emulsiovoide;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;10 x 40 g;;0;470856;15.12.1989;01.04.1997
C05BA01;9984;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;geeli;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;10 x 40 g;;0;470955;15.12.1989;15.05.1997
C05BA01;9983;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;emulsiovoide;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;50 g;Putki;1;098358;15.03.2011;
C05BA01;9984;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;geeli;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;50 g;Putki;1;098381;15.03.2011;
C05BA01;9984;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;geeli;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;10 x 100 g;;0;470997;15.12.1989;01.04.1997
C05BA01;9983;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;emulsiovoide;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;30 g;Putki;1;098347;15.03.2011;
C05BA01;9984;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;geeli;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;100 g;Putki;1;470930;15.12.1989;
C05BA01;9984;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;geeli;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;30 g;Putki;1;098370;15.03.2011;
C05BA01;9983;24.05.1989;;HIRUDOID FORTE;4.45 mg/g;emulsiovoide;Kansallinen;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;100 g;Putki;1;470831;15.12.1989;
R06AX11;9257;14.05.1986;01.04.1999;HISMANAL;10 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;30;Läpipainopakkaus;0;107383;15.05.1986;
R06AX11;9257;14.05.1986;01.04.1999;HISMANAL;10 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;100;Läpipainopakkaus;0;107391;15.05.1986;
R06AX11;9786;19.10.1988;01.04.1999;HISMANAL;1 mg/ml;mikstuura;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ORION OYJ ESPOO;100 ml;;0;036848;15.12.1988;
R06AX13;16400;24.03.2003;;HISTADIN;10 mg;tabletti;Tunnustaminen;Myyntilupa myönnetty;LABORATOIRES SMB;30;Läpipainopakkaus;1;018170;05.11.2008;
R06AE07;19625;07.03.2005;01.10.2012;HISTANOVA;10 mg;tabletti, kalvopäällysteinen;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ALTERNOVA A/S;30;Läpipainopakkaus;0;072716;01.05.2005;14.02.2009
