Code,n_codes,freq_finngen_per,Finnish,English
95290,23,0.00530%,"Hermovamma olkavarressa, Jälkivaivat","Injury to nerve(s) in upper arm, Late effect"
96698,23,0.00530%,Muu antiepileptit,NA
98399,23,0.00530%,"Syövyttävien aineiden myrkkyvaikutus, Tarkemmin määrittelemätön syövyttävä aine","Toxic effect of corrosive aromatics, acids and caustic alkalis, Caustic NOS"
E9109,23,0.00530%,"Hukkuminen, onnettomuuden aiheuttama hukkumisvaara, Muut ja tarkemmin määrittelemättömät tapaukset (tarkemmin määrittelemätön hukkuminen)","Accidental drowning and submersion, Other and unspecified"
E9699,23,0.00530%,"Tahallisen pahoinpitelyn jälkiseuraus. ""Jälkiseurauksen"" määritelmä, ks. Luvun XVII B alkusanoja",Late effect of injury purposely inflicted by other person
04597,22,0.00507%,NA,"Aseptic mentingitis due to enterovirus, Suspecta"
05201,22,0.00507%,"Vesirokko, Cum complicatione alia","Chickenpox, Cum complicatione alia"
05400,22,0.00507%,"Ihorokahtuma (yskänrokahtuma), Labialis","Herpes simplex, Labialis"
07981,22,0.00507%,"Muut virustaudit, Infectio virosa adeno alia","Other viral diseases, Infectio virosa adeno alia"
21309,22,0.00507%,"Luun ja ruston hyvänlaatuinen kasvain, NUD","Benign neoplasm of bone and cartilage, Unspecified"
23699,22,0.00507%,"Naisen muiden sukuelinten tarkemmin määrittelemätön kasvain, NUD","Neoplasm of unspecified nature of other female genital organs, Unspecified site"
25219,22,0.00507%,"Lisäkilpirauhasen taudit, Hypoparathyreoidismus alius sive NUD","Diseases of parathyroid gland, Hypoparathyreoidismus alius sive NUD"
28109,22,0.00507%,"Muut puutosvähäverisyydet, Perniciosa non definita","Other vitamin B12 deficiency anaemia, Perniciosa non definita"
28110,22,0.00507%,"Muut puutosvähäverisyydet, E deficientia vitamin B21, alia","Other vitamin B12 deficiency anaemia, Other vitamin B12 deficiency"
34511,22,0.00507%,"Kaatumatauti, Sisältää pikkulasten ""infantile spasm"", lihasnykimätaudin","Epilepsy, Motorica minoris"
34700,22,0.00507%,"Muut aivosairaudet, Cataplexia, narcolepsia","Other disease of brain, Cataplexy and narcolepsy"
34899,22,0.00507%,"Neuromotooriset sairaudet, NUD","Motor neurone disease, Other and unspecified manifestations"
36300,22,0.00507%,"Sarveiskalvontulehdus, Ulcerosa","Keratitis, Ulcerosa"
37609,22,0.00507%,"Verkkokalvon irtautuma, NUD","Detachment of retina, Unspecified"
37790,22,0.00507%,"Muut verkkokalvon ja näköhermon taudit, Atrophia (et degeneratio) nervi optici (tabica excepta)","Other diseases of retina and optic nerve, Atrophia (et degeneratio) nervi optici (tabica excepta)"
38004,22,0.00507%,"Ulkokorvantulehdus, Inflammatio meatus acustici externi alia sive NUD","Otitis externa, Inflammatio meatus acustici externi alia sive NUD"
39401,22,0.00507%,"Hiippaläppien muutokset, Cum insufficientia (febris rheumatica inactiva)","Diseases of mitral valve, Cum insufficientia (febris rheumatica inactiva)"
42007,22,0.00507%,"Äkillinen ei reumaattinen sydänpussintulehdus, Suspecta","Acute pericarditis, nonrheumatic, Suspecta"
44698,22,0.00507%,"Monivaltimotulehdus (kyhmyinen) ja lähisukuiset taudit, Alia definita","Polyarteritis nodosa and allied conditions, Other"
50801,22,0.00507%,"Muut taudit ylemmissä hengitysteissä, Abscessus nasi","Other diseases of upper respiratory tract, Abscessus nasi"
50803,22,0.00507%,"Muut taudit ylemmissä hengitysteissä, Pseudocroup","Other diseases of upper respiratory tract, Pseudocroup"
51920,22,0.00507%,"Muut hengityselinten taudit, Infiltratio pulmonis eosinophilica","Other diseases of respiratory system, Infiltratio pulmonis eosinophilica"
52640,22,0.00507%,"Leukojen sairaudet, Conditio inflammatoria","Diseases of the jaws, Inflammatory conditions"
53505,22,0.00507%,"Mahakatarri ja pohjukaissuolentulehdus, Duodenitis chronica","Gastritis and duodenitis, Duodenitis chronica"
54309,22,0.00507%,"Muut umpilisäkkeen sairaudet, NUD","Other diseases of appendix, Unspecified"
56704,22,0.00507%,"Vatsakalvontulehdus, peritonitis difussa",NA
57199,22,0.00507%,"Maksankovettuma, rhosis cum alcoholismo","Cirrhosis of liver, Unspecified"
61307,22,0.00507%,"Krooninen munanjohtimen ja munasarjantulehdus, Salpingo-oophoritis chronica suspecta","Chronic salpingitis and oophoritis, suspecta"
62098,22,0.00507%,"Kohdunkaulan tartuntataudit, Alii definiti","Infective diseases of cervix uteri, Alii definiti"
62700,22,0.00507%,"Vaihdevuosin oireet, Symptomata climacterica",Menopausal symptoms
65500,22,0.00507%,"Pää edellä, niska- tai takaraivotarjonta",Occipital presentation
70198,22,0.00507%,"Muut ihon liikakasvut ja surkastumatilat, Alii definiti","Other hypertrophic and atrophic conditions of the skin, Alii definiti"
70700,22,0.00507%,"Ihon krooniset haavaumat, Decubitale","Chronic ulcer of skin, Decubitale"
71106,22,0.00507%,"Äkillinen ei-märkäinen niveltulehdus, Talocruralis sive pedis","Acute nonpyogenic arthritis, Talocruralis sive pedis"
71493,22,0.00507%,"Muut määritellyt niveltulehdukset, Polyarthritis chronica seronegativa","Other specified forms of arthritis, Polyarthritis chronica seronegativa"
78910,22,0.00507%,"Tuntemattomasta syystä johtuvat virtsan poikkeavuudet, Bacteriuria","Abnormal urinary constituents of unspecified cause, Bacteriuria"
82131,22,0.00507%,"Murtumat muissa ja tarkemmin määrittelemättömissä reisiluun osissa, Femoris partis inferioris, Complicata","Fracture of other and unspecified parts of femur, Lower end, open"
82511,22,0.00507%,"Nilkan ja jalkapöydän luiden murtuma, Alio loco sive NUD, Complicata","Fracture of one or more tarsal and metatarsal bones, Alio loco sive NUD, Complicata"
82590,22,0.00507%,"Nilkan ja jalkapöydän luiden murtuma, Calcanei, Sequelae","Fracture of one or more tarsal and metatarsal bones, Calcanei, Sequelae"
82690,22,0.00507%,"Varvasmurtuma, Jälkivaivat","Fracture of one or more phalanges of foot, Late effect"
88790,22,0.00507%,"Yläraajan ja käden tapaturmainen typistys (täydellinen) (osittainen), Jälkivaivat","Traumatic amputation of arm and hand (complete) (partial), Late effect"
96198,22,0.00507%,Muut kemoterapeuttiset aineet,NA
97099,22,0.00507%,"Psyykkisissä häiriöissä käytettävät aineet, Ei tietoa","Adverse effect of psychotherapeutics, Other psychotherapeutic agents"
99480,22,0.00507%,"Muiden ulkoisten olosuhteiden vaikutus, Sähkövirta (isku, tuli, palovamma)","Effects of other external causes, Electrocution and nonfatal effects of electric current"
01500,21,0.00484%,"Luu- ja niveltuberkuloosi, Columnae vertebralis","Tuberculosis of bones and joints, Of vertebral column"
15411,21,0.00484%,"Peräsuolen sekä perä- ja vemmelsuolen liittymiskohdan pahanlaatuinen kasvain, Recti","Malignant neoplasm of rectum and rectosigmoid junction, Rectum"
16212,21,0.00484%,"Henkitorven, keuhkoputkien ja keuhkojen pahanlaatuinen (primaarinen) kasvain, Lobi superioris pulmonis","Malignant neoplasm of trachea, bronchus and lung, Lobi superioris pulmonis"
21136,21,0.00484%,"Ruuansulatuselimistön muiden osien hyvänlaatuinen kasvain, Coli sigmoidei","Benign neoplasm of other parts of digestive system, Coli sigmoidei"
25001,21,0.00484%,"Sokeritauti, Cataracta diabetica","Diabetes mellitus, Cataracta diabetica"
25500,21,0.00484%,"Lisämunuaisen taudit, Aldosteronismus. Syndroma Conn","Diseases of adrenal glands, Aldosteronismus. Syndroma Conn"
28200,21,0.00484%,"Perinnölliset punahajovähäverisyydet, Cum sphaerocytosi hereditaria","Hereditary haemolytic anaemias, Familial acholuric jaundice"
28799,21,0.00484%,"Punatäplätauti sekä muut tilat, joissa verenvuototaipumusta, NUD","Purpura and other haemorrhagic conditions, Other and unspecified"
28998,21,0.00484%,"Muut veren ja vertamuodostavien elinten taudit, Alii definiti","Other disease of blood and blood-forming organs, Alii definiti"
42411,21,0.00484%,"Ei-reumaattinen, krooninen sydämen sisäkalvontulehdus, Aortae, operata","Chronic disease of endocardium, Aortae, operata"
42899,21,0.00484%,Muut sydänlihassairaudet,Other myocardial insufficiency
43199,21,0.00484%,"Aivo-verenvuoto, NUD","Cerebral haemorrhage, Without mention of hypertension"
46404,21,0.00484%,"Äkillinen kurkunpääntulehdus ja henkitorventulehdus, Epiglottidis acuta","Acute laryngitis and tracheitis, Epiglottidis acuta"
50806,21,0.00484%,"Muut taudit ylemmissä hengitysteissä, Stenosis, ulcus laryngis","Other diseases of upper respiratory tract, Stenosis, ulcus laryngis"
56020,21,0.00484%,"Suoliston kureutuminen ilman tietoa tyrästä, Volvulus","Intestinal obstruction without mention of hernia, Volvulus"
57701,21,0.00484%,"Haiman sairaudet, Pancreatitis acuta cum abscessu","Diseases of pancreas, Pancreatitis acuta cum abscessu"
57792,21,0.00484%,"Haiman sairaudet, Cysta pancreatis","Diseases of pancreas, Cysta pancreatis"
59329,21,0.00484%,"Muut munuaisen ja virtsanjohtimen taudit, Morbi renis NUD","Other diseases of kidney and ureter, Morbi renis NUD"
61601,21,0.00484%,"Kohdun vieruskudoksen ja lantio-vatsakalvon sairaudet, Parametritis chronica","Diseases of parametrium and pelvic peritoneum (female), Parametritis chronica"
62150,21,0.00484%,"Muut kohdunkaulan sairaudet, Strictura (stresia) cervicis uteri","Other diseases of cervix, Stricture of cervix"
62218,21,0.00484%,"Kohdun, emättimen ja hävyn infektiotaudit (poikkeuksena kohdunkaula), Vaginitis et vulvitis alia","Infective diseases of uterus (except cervix), vagina and vulva, Vaginitis et vulvitis alia"
65691,21,0.00484%,"Synnytys, jossa sivuhäiriönä sikiön poikkeava tarjonta (asento), Pää, edellä, kasvo- tai otsatarjonta","Delivery complicated by malpresentation of foetus, Face and brow presentation"
65718,21,0.00484%,Muu tai epätarkasti määritelty tarjonta,Other or imprecisely defined presentation
69280,21,0.00484%,"Muut ihottumat tai ihotulehdukset, Auringon säteilystä johtuva","Other eczema and dermatitis, E radiatione solari"
69798,21,0.00484%,"Jäkälätauti, Alius definitus","Lichen, Alius definitus"
70400,21,0.00484%,"Karvojen ja karvatuppien sairaudet, Alopecia areata (benigna, maligna)","Diseases of hair and hair follicles, Alopecia areata (benigna, maligna)"
70709,21,0.00484%,"Ihon krooniset haavaumat, NUD","Chronic ulcer of skin, Unspecified"
71400,21,0.00484%,"Muut määritellyt niveltulehdukset, Arthritis posttraumatica","Other specified forms of arthritis, Traumatic arthritis"
72902,21,0.00484%,"Muut nivelsairaudet, Haemarthrosis","Other diseases of joint, Haemarthrosis"
74830,21,0.00484%,"Hengityselinten synnynnäiset epämuodostumat, Maleformationes laryngis, tracheae et bronchi aliae (stridore congenito incertae causae incluso)","Congenital anomalies of respiratory system, Other anomalies of larynx, trachea and bronchus"
75000,21,0.00484%,"Ylempien ruuansulatuskanavien synnynnäiset epämuodostumat, Meleformationes linguae","Other congenital anomalies of upper alimentary tract, Anomalies of tongue"
75252,21,0.00484%,"Sukuelinten synnynnäiset epämuodostumat, Yksisarvinen kohtu","Congenital anomalies of genital organs, Uterus unicornis"
75338,21,0.00484%,"Virtsaelinten synnynnäiset epämuodostumat, Maleformationes renis aliae","Congenital anomalies of urinary system, Maleformationes renis aliae"
78040,21,0.00484%,"Hermoston ja aistinelinten oireet, Ataxia","Certain symptoms referable to nervous system and special senses, Ataxia"
78080,21,0.00484%,"Hermoston ja aistinelinten oireet, Meningismus","Certain symptoms referable to nervous system and special senses, Meningismus"
78510,21,0.00484%,"Ruuansulatuskanavan alempien osien oireet, Hepatomegalia","Symptoms referable to abdomen and lower gastro-intestinal tract, Hepatomegaly"
86500,21,0.00484%,"Pernavaurio, Ei-Komplis. (tai tark. Määrittelemätön)","Injury to spleen, Without mention of open wound into cavity"
88000,21,0.00484%,"Haava hartian ja olkavarren alueella, Ei-Komplis. (tai tark. Määrittelemätön)","Open wound of shoulder and upper arm, Without mention of complication"
88500,21,0.00484%,"Peukalon tapaturmainen typistys (täydellinen) (osittainen), Ei-Komplis. (tai tark. Määrittelemätön)","Traumatic amputation of thumb (complete) (partial), Without mention of complication"
91600,21,0.00484%,"Pintahaava lonkassa, reidessä, sääressä ja nilkassa (kehrässeudussa), Ei-Komplis. (tai tark. Määrittelemätön)","Superficial injury of hip, thigh, leg and ankle, Without mention of infection"
93600,21,0.00484%,Vieras esine ohutsuolessa ja peräsuolessa,Foreign body in intestine and colon
96400,21,0.00484%,"Veritaudeissa käytettävät aineet, Rautavalmisteet","Adverse effect of agents primarily affecting blood constituents, Iron and its compounds"
96610,21,0.00484%,"Antiepileptit, Hydantoiinin johdokset","Adverse effect of anticonvulsants, Hydantoin derivatives"
97830,21,0.00484%,"Kahden tai useamman lääkeaineen kombinatio, Muut sedatiivit kuin barbituraatit salisylaattien tai muiden tottumusta aiheuttamattomien analgeettien kanssa","Adverse effect of two or more medicinal agents in specified combinations, Nonbarbiturate sedatives with salicylates or other nonaddicting analgesics"
98990,21,0.00484%,"Muiden pääasiallisesti muussa kuin lääkinnällisessä käytössä olevien aineiden myrkkyvaikutus, Tupakka",NA
00399,20,0.00461%,"Muut salmonellataudit, NUD","Other Salmonella infections, Without mention of food as vehicle of infection, UNS"
01718,20,0.00461%,"Muiden elinten tuberkuloosi, Lymphonodorum periphericorum aliorum","Tuberculosis of other organs, Lymphonodorum periphericorum aliorum"
01797,20,0.00461%,"Muiden elinten tuberkuloosi, Suspecta","Tuberculosis of other organs, Suspecta"
01908,20,0.00461%,"Tuberkuloosin jälkitila, Sequelae aliae o tuberculosis organorum respirationis","Late effects of tuberculosis, Sequelae aliae o tuberculosis organorum respirationis"
03820,20,0.00461%,"Verenmyrkytys, Pneumococcica","Septicaemia, Pneumococcal"
03880,20,0.00461%,"Verenmyrkytys, Escherichia coli","Septicaemia, Escherichia coli"
15311,20,0.00461%,"Paksusuolen (lukuunottamatta peräsuolta) pahanlaatuinen kasvain, Coli transversi (flexuris hepatica et splenica inclusis)","Malignant neoplasm of large intestine, except rectum, Transverse colon, including hepatic and splenic flexures"
21150,20,0.00461%,"Ruuansulatuselimistön muiden osien hyvänlaatuinen kasvain, Hepatis","Benign neoplasm of other parts of digestive system, Hepatis"
21200,20,0.00461%,"Hengityselinten hyvänlaatuinen kasvain, Cavi nasi","Benign neoplasm of respiratory system, Cavi nasi"
30620,20,0.00461%,"Hermoston ja aistimien oireet, joita ei voi luokitella muualle, Tie","Special symptoms not elsewhere classified, Tics"
32400,20,0.00461%,"Kallonsisäisen märkäpesäkkeen jälkitilat, Hydrocephalus acquisitus","Late effects of intracranial abscess or pyogenic infection, Hydrocephalus acquisitus"
34401,20,0.00461%,"Muu aivohalvaus, Diplegia NUD","Other cerebral paralysis, Diplegia NUD"
36501,20,0.00461%,"Silmän suonikalvontulehdus, Centralis","Choroiditis, Centralis"
38999,20,0.00461%,"Muu kuurous, NUD","Other deafness, Impairment of hearing, one or both ears"
42400,20,0.00461%,"Ei-reumaattinen, krooninen sydämen sisäkalvontulehdus, Mitralis, non-operata","Chronic disease of endocardium, Mitralis, non-operata"
43098,20,0.00461%,"Lukinkalvonalainen verenvuoto, Alia definita, hypertonia non indicata","Subarachnoid haemorrhage, Alia definita, hypertonia non indicata"
43600,20,0.00461%,"Äkillinen, tarkemmin määrittelemätön aivo-verisuonitauti, Cum hypertonia","Acute but ill-defined cerebrovascular disease, With hypertension (benign)"
45709,20,0.00461%,"Muut kuin tartuntataudit imusuonistossa, NUD","Non-infective disease of lymphatic channels, Unspecified"
53193,20,0.00461%,"Mahahaava, Loco non indicato, cum haemorrhagia (perforatione non indicata)","Ulcer of stomach, Loco non indicato, cum haemorrhagia (perforatione non indicata)"
55300,20,0.00461%,NA,"Other hernia of abdominal cavity with obstruction, Femoral"
59808,20,0.00461%,"Virtsaputken kurouma, Alia definita","Stricture of urethra, Alia definita"
64310,20,0.00461%,"Itsestään tapahtuva keskenmeno, Cum toxicosi","Spontaneous abortion, With toxaemia"
65510,20,0.00461%,"Pää edellä, niska- tai takaraivotarjonta",Occipital presentation
65697,20,0.00461%,"Synnytys, jossa sivuhäiriönä sikiön poikkeava tarjonta (asento), Monisynnytyksen kaikki tarjonnat","Delivery complicated by malpresentation of foetus, Multiple pregnancy, all presentations"
65706,20,0.00461%,Perä- tai jalkatarjonta,Complete or incomplete breech presentation
68230,20,0.00461%,"Muut sidekudos tulehdukset ja märkäpesäkkeet, Manus, digitis exceptis","Other cellulitis and abscess, Of hand, except fingers"
71004,20,0.00461%,"Äkillinen märkäinen niveltulehdus, Coxae","Acute arthritis due to pyogenic organisms, Coxae"
71107,20,0.00461%,"Äkillinen ei-märkäinen niveltulehdus, Loco multiplici","Acute nonpyogenic arthritis, Loco multiplici"
72588,20,0.00461%,"Nikamanvälilevyn luiskahdukset, Alio loco definito","Displacement of intervertebral disk, Other specified site"
